"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"1201","유료직업소개소","11_50_02_P","4231000","2015423007814500003","2015-04-03","","03","폐업","40","폐업","2016-07-20","","","","","","","","강원특별자치도 속초시 번영로 68, 2층 (청학동)","217-050","린나이유료직업소개소","2016-07-21 13:21:43","I","2023-06-13 00:00:00","","338760.958565974","523707.03257729","개인","유료",
"1202","유료직업소개소","11_50_02_P","4231000","2004423005111500010","2004-11-16","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 영랑동 245번지 1호 11통 4반 무궁화아파트  105","강원특별자치도 속초시 영랑로2길 11, 105호 (영랑동,무궁화아파트)","","전우유료직업소개소","2006-04-26 11:23:06","I","2023-06-13 00:00:00","","339306.822036032","524565.803341701","개인","유료",
"1203","유료직업소개소","11_50_02_P","4231000","2004423005111500011","2004-12-10","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 중앙동 493번지 117호 9통 1반","강원특별자치도 속초시 중앙시장로7길 12 (중앙동)","","삼호유료직업소개소","2005-06-21 11:20:44","I","2023-06-13 00:00:00","","339208.650296836","523732.339229006","개인","유료",
"1204","유료직업소개소","11_50_02_P","4231000","2005423005111500001","2005-01-06","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 조양동 1431번지 5호 2통 3반  나 101","강원특별자치도 속초시 해오름로 202, 나동 101호 (조양동)","","대일직업소개소","2006-11-13 16:22:48","I","2023-06-13 00:00:00","","340147.883201914","522065.873312833","개인","유료",
"1205","유료직업소개소","11_50_02_P","4231000","2005423005111500002","2005-01-14","","03","폐업","40","폐업","2010-06-17","","","","","","","강원특별자치도 속초시 교동 619번지 33호 30통 8반 설악현대아파트 104 410","","","대성직업소개소","2010-06-17 16:16:33","I","2023-06-13 00:00:00","","337993.994228979","523957.65437821","개인","유료",
"1206","유료직업소개소","11_50_02_P","4231000","2005423005111500003","2005-03-03","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 교동 627번지 54호 19통 4반","강원특별자치도 속초시 교동로3길 36 (교동)","","용진직업소개소","2006-02-09 17:19:13","I","2023-06-13 00:00:00","","338206.646938797","523531.360837209","개인","유료",
"1207","유료직업소개소","11_50_02_P","4231000","2005423005111500004","2005-04-19","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 교동 661번지 17호 13통 5반","강원특별자치도 속초시 중앙로 50-1 (교동)","","한나루유료직업소개소","2007-03-19 14:14:14","I","2023-06-13 00:00:00","","338509.182924168","523109.364406958","개인","유료",
"1208","유료직업소개소","11_50_02_P","4231000","2005423005111500006","2005-07-18","","03","폐업","40","폐업","2010-03-05","","","","","","","강원특별자치도 속초시 청호동 459번지 109호 16통 4반","강원특별자치도 속초시 미리내1길 18 (청호동)","","삼호유료직업소개소","2010-03-09 10:01:31","I","2023-06-13 00:00:00","","339818.302544172","522286.18559911","개인","유료",
"1209","유료직업소개소","11_50_02_P","4231000","2005423005111500007","2005-07-27","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 교동 620번지 13호 31통 8반 럭키설악타운2차아파트 103 1003","","","설악인력소개소","2006-10-25 17:37:58","I","2023-06-13 00:00:00","","338143.767000491","523999.235141537","개인","유료",
"1210","유료직업소개소","11_50_02_P","4231000","2005423005111500008","2005-09-21","","03","폐업","40","폐업","2010-01-26","","","","","","","강원특별자치도 속초시 교동 619번지 33호 30통 6반 설악현대아파트 104 1205","","","천지창조직업소개소","2010-01-26 10:41:58","I","2023-06-13 00:00:00","","337993.994228979","523957.65437821","개인","유료",
"1211","유료직업소개소","11_50_02_P","4231000","2005423005111500009","2005-12-09","","03","폐업","40","폐업","2008-12-31","","","","","","","강원특별자치도 속초시 교동 898호 24통 3반 교동2주공아파트 202 101","강원특별자치도 속초시 번영로43번길 52, 202동 101호 (교동,교동2주공아파트)","","삼성유료직업소개소","2009-01-02 10:24:29","I","2023-06-13 00:00:00","","338305.420523863","523879.420939612","개인","유료",
"1212","유료직업소개소","11_50_02_P","4231000","2006423005111500001","2006-01-14","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 교동 804번지 90호 6통 1반","강원특별자치도 속초시 동해대로 4294-1 (교동)","","청초직업소개소","2006-02-03 18:18:32","I","2023-06-13 00:00:00","","337616.551779271","522986.098277513","개인","유료",
"1213","유료직업소개소","11_50_02_P","4231000","2006423005111500002","2006-01-16","","03","폐업","40","폐업","2008-05-29","","","","","","","강원특별자치도 속초시 교동 618번지 10호 14통 4반 현대아파트 102 801","","","우리직업소개소","2008-11-25 17:53:19","I","2023-06-13 00:00:00","","337660.484161405","523877.546155059","개인","유료",
"1214","유료직업소개소","11_50_02_P","4231000","2006423005111500003","2006-02-20","","03","폐업","40","폐업","2020-01-02","","","","","","","강원특별자치도 속초시 조양동 1217번지 1호 12통 4반 조양주공1단지아파트 107 1004","강원특별자치도 속초시 온정로 6, 107동 1004호 (조양동, 조양주공1단지아파트)","217-080","대한직업소개소","2020-01-02 17:14:36","I","2023-06-13 00:00:00","","339568.091188188","521430.07084113","개인","유료",
"1215","유료직업소개소","11_50_02_P","4231000","2006423005111500004","2006-04-05","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 교동 799번지 30호 16통 4반","강원특별자치도 속초시 만리공원길 52-10 (교동)","","금호직업소개소","2006-09-25 18:44:08","I","2023-06-13 00:00:00","","337354.674370939","523397.186900284","개인","유료",
"1216","유료직업소개소","11_50_02_P","4231000","2006423005111500005","2006-05-17","","03","폐업","40","폐업","2008-07-31","","","","","","","강원특별자치도 속초시 교동 908번지 12호 7통 7반   지하","강원특별자치도 속초시 만천7길 15, 지하호 (교동)","","아이디직업소개소","2008-07-31 17:32:59","I","2023-06-13 00:00:00","","338116.326675176","523118.59949034","개인","유료",
"1217","유료직업소개소","11_50_02_P","4231000","2006423005111500006","2006-05-17","","03","폐업","40","폐업","2019-07-31","","","","","","","강원특별자치도 속초시 청학동 486번지 197호 5통 1반","강원특별자치도 속초시 수복로 153 (청학동)","217-050","강원유료직업소개소","2019-07-31 12:04:20","I","2023-06-13 00:00:00","","338821.553662235","523361.987894135","개인","유료",
"1218","유료직업소개소","11_50_02_P","4231000","2006423005111500007","2006-06-05","","03","폐업","40","폐업","2010-12-30","","","","","","","강원특별자치도 속초시 중앙동 493번지 117호 8통 1반","강원특별자치도 속초시 중앙시장로7길 12 (중앙동)","","동해인력소개소","2010-12-30 09:50:48","I","2023-06-13 00:00:00","","339208.650296836","523732.339229006","개인","유료",
"1219","유료직업소개소","11_50_02_P","4231000","2006423005111500008","2006-08-25","","03","폐업","40","폐업","","","","","","","","강원특별자치도 속초시 영랑동 157번지 55호 6통 1반 다세대주택  203","강원특별자치도 속초시 영랑로4길 7-12, 203호 (영랑동,다세대주택)","","발빠른직업소개소","2006-11-14 11:30:15","I","2023-06-13 00:00:00","","339421.358688112","524949.747674097","개인","유료",
"1220","유료직업소개소","11_50_02_P","4231000","2006423005111500009","2006-10-20","","03","폐업","40","폐업","2008-05-30","","","","","","","강원특별자치도 속초시 중앙동 498번지 61호 11통 4반","강원특별자치도 속초시 중앙시장로4길 4-6 (중앙동)","","굿모닝직업소개소","2008-05-30 17:38:34","I","2023-06-13 00:00:00","","339075.493345812","523814.933347547","개인","유료",
"1221","유료직업소개소","11_50_02_P","4231000","2006423005111500011","2006-12-12","","03","폐업","40","폐업","","","","","","","","경기도 고양시덕양구 벽제동 335호 1통 1반 오앤씨블루힐 102 103","경기도 고양시 덕양구 혜음로 207-22, 102동 103호 (벽제동,오앤씨블루힐)","","부영인력소개소","2007-04-20 17:02:03","I","2023-06-13 00:00:00","","191012.648559906","468408.544130393","개인","유료",
"1222","유료직업소개소","11_50_02_P","4231000","2007423005111500001","2007-01-22","","03","폐업","40","폐업","2008-05-29","","","","","","","강원특별자치도 속초시 청학동 486번지 41호 6통 3반","강원특별자치도 속초시 수복로 141 (청학동)","","제3유료직업소개소","2008-05-30 09:19:35","I","2023-06-13 00:00:00","","","","개인","유료",
"1223","유료직업소개소","11_50_02_P","4231000","2007423005111500002","2007-03-19","","03","폐업","40","폐업","2007-10-18","","","","","","","강원특별자치도 속초시 금호동 625번지 108호 24통 6반 성진연립주택 8 201","강원특별자치도 속초시 번영로67번길 15-1, 8동 201호 (금호동,성진연립주택)","","등대직업소개소","2007-10-18 18:11:01","I","2023-06-13 00:00:00","","338599.310667795","523747.429871334","개인","유료",
"1224","유료직업소개소","11_50_02_P","4231000","2007423005111500004","2007-04-11","","03","폐업","40","폐업","2015-11-30","","","","","","","강원특별자치도 속초시 교동 904번지 6호 17통 6반 로얄나하나아파트 1202호","강원특별자치도 속초시 만천1길 41, 1202호호 (교동, 로얄나하나아파트)","217-060","대청인력소개소","2015-11-30 13:25:11","I","2023-06-13 00:00:00","","337976.698071855","523238.789205766","개인","유료",
"1225","유료직업소개소","11_50_02_P","4231000","2007423005111500005","2007-05-29","","03","폐업","40","폐업","2008-04-02","","","","","","","강원특별자치도 고성군 토성면 용촌리 282호","","","복지일자리소개소","2008-04-02 17:22:53","I","2023-06-13 00:00:00","","337875.57817121","526454.875406557","개인","유료",
"1226","유료직업소개소","11_50_02_P","4231000","2007423005111500006","2007-06-27","","03","폐업","40","폐업","2009-01-30","","","","033 635 1604","","","강원특별자치도 속초시 교동 782번지 28통 4반 현대3차아파트 304동 303호","강원특별자치도 속초시 미시령로3359번길 5, 304동 303호 (교동,현대3차아파트)","","동양유료직업소개소","2009-02-01 11:56:51","I","2023-06-13 00:00:00","","337727.497976359","523734.026253698","개인","유료",
"1227","유료직업소개소","11_50_02_P","4231000","2007423005614500001","2007-12-06","","03","폐업","40","폐업","2009-01-07","","","","","","","강원특별자치도 속초시 동명동 514번지 12통 1반 설악타워맨숀 104호","","","청솔유료직업소개소","2009-01-08 08:58:27","I","2023-06-13 00:00:00","","339040.106319817","524291.519318445","개인","유료",
"1228","유료직업소개소","11_50_02_P","4231000","2008423005614500001","2008-02-19","","03","폐업","40","폐업","2016-10-21","","","","","","","강원특별자치도 속초시 청호동 1353번지 1호","강원특별자치도 속초시 미리내1길 13 (청호동)","24885","미리내유료직업소개소","2016-10-21 11:19:43","I","2023-06-13 00:00:00","","339752.897705964","522230.721299813","개인","유료",
"1229","유료직업소개소","11_50_02_P","4231000","2008423005614500002","2008-03-18","","03","폐업","40","폐업","2010-01-26","","","","","","217-020","강원특별자치도 속초시 동명동 558번지 14호","강원특별자치도 속초시 장안로 6 (동명동)","","한빛직업소개소","2010-01-26 10:42:18","I","2023-06-13 00:00:00","","339164.760545999","524361.08825725","개인","유료",
"1230","유료직업소개소","11_50_02_P","4231000","2009423005614500001","2009-03-19","","03","폐업","40","폐업","2011-09-26","","","","","","217-020","강원특별자치도 속초시 동명동 261번지 1호","","","효성직업소개소","2011-09-26 17:04:41","I","2023-06-13 00:00:00","","","","개인","유료",
"1231","유료직업소개소","11_50_02_P","4231000","2009423005614500002","2009-06-24","","03","폐업","40","폐업","2009-09-21","","","","","","","강원특별자치도 속초시 교동 904번지 1호 26통 4반 근로자아파트 206호","","","장성유료직업소개소","2009-09-21 15:55:24","I","2023-06-13 00:00:00","","337947.331455696","523290.728877182","개인","유료",
