"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조기수","다중이용업소여부",
"1174","세탁업","06_20_01_P","4191000","4191000-205-1995-00009","1995-06-26","","03","폐업","02","폐업","2004-11-23","","","","033 7463070","1.00","","강원특별자치도 원주시 태장동 101 정암A 상가 101호","","","백성세탁소","2004-11-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1175","세탁업","06_20_01_P","4191000","4191000-205-1995-00011","1995-08-25","","03","폐업","02","폐업","2022-04-13","","","","033 7482199","1.00","","강원특별자치도 원주시 봉산동 1201","강원특별자치도 원주시 행구로 80 (봉산동)","26331","삼익세탁소","2022-04-13 11:05:55","I","2023-06-13 00:00:00","일반세탁업","285549.818303034","427007.34995277","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1176","세탁업","06_20_01_P","4191000","4191000-205-1995-00014","1995-11-07","","03","폐업","02","폐업","2003-02-25","","","","033 7462614","1.00","","강원특별자치도 원주시 학성동 223-45","","","슬기네세탁소","2003-04-29 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283650.88530419","428276.091785849","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1177","세탁업","06_20_01_P","4191000","4191000-205-1995-00015","1995-11-23","","03","폐업","02","폐업","2018-05-30","","","","033 7448233","1.00","","강원특별자치도 원주시 단계동 908-10","강원특별자치도 원주시 이화1길 38 (단계동)","26474","다모아크리닝타운","2018-05-31 13:46:19","I","2023-06-13 00:00:00","일반세탁업","282735.050834412","426939.076426621","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1178","세탁업","06_20_01_P","4191000","4191000-205-1995-00016","1995-11-25","","03","폐업","02","폐업","2003-05-21","","","","033 7442184","1.00","","강원특별자치도 원주시 태장동 0 동보렉스A B상가 101호","","","대우크리닝","2003-05-21 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1179","세탁업","06_20_01_P","4191000","4191000-205-1995-00017","1995-11-30","","03","폐업","02","폐업","2005-07-05","","","","033 7468838","20.00","","강원특별자치도 원주시 태장동 2210 우성1차A 상가 101호","","","우성컴퓨터세탁소","2003-08-27 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284328.460153375","433057.174619653","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1180","세탁업","06_20_01_P","4191000","4191000-205-1995-00018","1995-11-30","","03","폐업","02","폐업","2006-04-03","","","","033 7637188","1.00","","강원특별자치도 원주시 명륜동 705 명륜종합상가103호","","","현대세탁소","2004-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283422.748540837","425961.551802728","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1181","세탁업","06_20_01_P","4191000","4191000-205-1995-00020","1995-12-02","","03","폐업","02","폐업","2002-08-03","","","","033 7628989","1.00","","강원특별자치도 원주시 단구동 202 원흥4차A 상가202호","","","백옥드라이크리","2002-08-05 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1182","세탁업","06_20_01_P","4191000","4191000-205-1999-00009","1999-05-25","","03","폐업","02","폐업","2004-03-03","","","","033 7428853","1.00","","강원특별자치도 원주시 우산동 121-21","","","원풀빨래방우산점","2004-03-03 00:00:00","I","2023-06-13 00:00:00","일반세탁업","282944.062042404","430199.648380487","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1183","세탁업","06_20_01_P","4191000","4191000-205-1999-00010","1999-06-01","","03","폐업","02","폐업","2015-05-21","","","","033 7637475","25.31","","강원특별자치도 원주시 흥업면 매지리 1926-13","강원특별자치도 원주시 흥업면 세동길 24","26494","연세빨래방","2012-06-01 13:39:53","I","2023-06-13 00:00:00","일반세탁업","280713.36978299","420097.986779614","일반세탁업","3","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1184","세탁업","06_20_01_P","4191000","4191000-205-1999-00012","1999-06-08","","03","폐업","02","폐업","2015-06-22","","","","033 7476757","23.75","","강원특별자치도 원주시 행구동 1850","강원특별자치도 원주시 행구로 287 (행구동)","26454","건영세탁소","2014-01-09 17:28:19","I","2023-06-13 00:00:00","일반세탁업","287444.789403979","427305.498748837","일반세탁업","2","0","1","1","0","0","","","","","0","0","0","0","N",
"1185","세탁업","06_20_01_P","4191000","4191000-205-1996-00001","1996-02-13","","03","폐업","02","폐업","2004-11-10","","","","033 7639462","1.00","","강원특별자치도 원주시 흥업면 흥업리 67","","","토정세탁소","2001-10-23 00:00:00","I","2023-06-13 00:00:00","일반세탁업","281529.820086258","422674.367918345","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1186","세탁업","06_20_01_P","4191000","4191000-205-1996-00003","1996-03-02","","03","폐업","02","폐업","2005-07-27","","","","033 7455596","1.00","","강원특별자치도 원주시 단계동 0 세경a 상가 206호","","","평화크리닝타운","2003-02-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1187","세탁업","06_20_01_P","4191000","4191000-205-1996-00004","1996-03-20","","03","폐업","02","폐업","2003-05-09","","","","033 7454910","1.00","","강원특별자치도 원주시 학성동 1038-14","","","기쁨빨래방","2003-05-09 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283403.229773379","428361.175660024","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1188","세탁업","06_20_01_P","4191000","4191000-205-1996-00006","1996-06-14","","03","폐업","02","폐업","2004-12-22","","","","033 7633398","47.82","","강원특별자치도 원주시 명륜동 454","","","월풀빨래방","2004-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283672.043685649","426111.083980289","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1189","세탁업","06_20_01_P","4191000","4191000-205-1996-00007","1996-06-14","","03","폐업","02","폐업","2010-04-13","","","","033 7430063","29.50","","강원특별자치도 원주시 단계동 801-11","","","정일크리닝타운","2003-11-27 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283276.18891791","427067.910397442","일반세탁업","3","1","1","1","0","0","","","","임대","0","0","0","0","N",
"1190","세탁업","06_20_01_P","4191000","4191000-205-1996-00008","1996-08-12","","03","폐업","02","폐업","2020-03-02","","","","033 7313721","1.00","","강원특별자치도 원주시 부론면 법천리 1529","강원특별자치도 원주시 부론면 법천시장길 26","26498","부론세탁소","2020-03-02 10:05:02","I","2023-06-13 00:00:00","일반세탁업","266449.666300118","412246.304562798","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1191","세탁업","06_20_01_P","4191000","4191000-205-1996-00009","1996-09-20","","03","폐업","02","폐업","2018-03-21","","","","033 7324793","37.66","","강원특별자치도 원주시 지정면 1047-15","강원특별자치도 원주시 지정면 간현로 183","26359","지정세탁소","2018-03-21 14:13:17","I","2023-06-13 00:00:00","일반세탁업","274001.890768635","429455.941249989","일반세탁업","1","0","1","0","0","0","","","","자가","2","0","0","1","N",
"1192","세탁업","06_20_01_P","4191000","4191000-205-1996-00011","1996-10-11","","03","폐업","02","폐업","2002-03-14","","","","033 7653294","1.00","","강원특별자치도 원주시 명륜동 259-29","","","수정컴퓨터세탁","2002-03-14 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284168.988218641","426683.121205384","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1193","세탁업","06_20_01_P","4191000","4191000-205-1987-00047","1987-05-09","","03","폐업","02","폐업","2017-01-09","","","","033 7624433","26.40","","강원특별자치도 원주시 흥업면 흥업리 586-10","강원특별자치도 원주시 흥업면 남원로 70","26403","흥업컴퓨터세탁소","2014-01-15 13:34:11","I","2023-06-13 00:00:00","일반세탁업","281509.770920114","422639.176100509","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1194","세탁업","06_20_01_P","4191000","4191000-205-1987-00048","1987-05-09","","03","폐업","02","폐업","2015-09-30","","","","033 7318277","19.60","","강원특별자치도 원주시 문막읍 문막리 252","강원특별자치도 원주시 문막읍 문막시장1길 44","26373","삼덕세탁소","2002-01-15 00:00:00","I","2023-06-13 00:00:00","일반세탁업","272279.980370231","423008.388593442","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1195","세탁업","06_20_01_P","4191000","4191000-205-1994-00011","1994-10-08","","03","폐업","02","폐업","2015-12-28","","","","033 7352544","38.40","","강원특별자치도 원주시 문막읍 동화리 1532-1","강원특별자치도 원주시 문막읍 왕건로 114","26367","만도컴퓨터세탁소","2015-08-21 17:40:40","I","2023-06-13 00:00:00","일반세탁업","273591.768271419","425592.010534279","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1196","세탁업","06_20_01_P","4191000","4191000-205-1995-00024","1995-06-07","","03","폐업","02","폐업","2004-10-05","","","","033 7313811","22.70","","강원특별자치도 원주시 문막읍 건등리 193-2 덕원아파트 상가 지하","","","덕원세탁소","2002-01-15 00:00:00","I","2023-06-13 00:00:00","일반세탁업","273699.646001881","424414.151324244","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1197","세탁업","06_20_01_P","4191000","4191000-205-1996-00012","1996-12-02","","03","폐업","02","폐업","2003-02-25","","","","033 7454211","1.00","","강원특별자치도 원주시 태장동 1040-7","","","둘리크리닝","2003-04-29 00:00:00","I","2023-06-13 00:00:00","일반세탁업","284177.17554808","431191.137209043","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1198","세탁업","06_20_01_P","4191000","4191000-205-1996-00013","1996-12-02","","03","폐업","02","폐업","2006-07-21","","","","033 7478288","1.00","","강원특별자치도 원주시 행구동 183-1","","","팔팔드라이빨래","2003-03-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","1","0","0","","","","","0","0","0","0","N",
"1199","세탁업","06_20_01_P","4191000","4191000-205-1997-00001","1997-01-31","","03","폐업","02","폐업","2003-05-03","","","","033 7645942","1.00","","강원특별자치도 원주시 원동 246-32","","","백승컴퓨터세탁소","2003-05-03 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283997.841945106","427615.31594891","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1200","세탁업","06_20_01_P","4191000","4191000-205-1997-00002","1997-01-31","","03","폐업","02","폐업","2003-02-25","","","","033 7468471","1.00","","강원특별자치도 원주시 일산동 264-40","","","국제세탁소","2003-04-29 00:00:00","I","2023-06-13 00:00:00","일반세탁업","283275.220747107","427822.387208624","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1201","세탁업","06_20_01_P","4191000","4191000-205-1997-00004","1997-02-17","","03","폐업","02","폐업","2018-08-24","","","","033 7346460","27.22","","강원특별자치도 원주시 문막읍 문막리 303-1","강원특별자치도 원주시 문막읍 문막시장1길 22","26373","은지크리닝빨래방","2018-08-24 10:52:56","I","2023-06-13 00:00:00","일반세탁업","272351.286442113","423159.123216394","일반세탁업","2","0","1","1","0","0","","","","","0","0","0","0","N",
"1202","세탁업","06_20_01_P","4191000","4191000-205-1997-00006","1997-04-09","","03","폐업","02","폐업","2005-09-29","","","","033 7328536","18.90","","강원특별자치도 원주시 문막읍 건등리 0 신하a 상가 106호","","","신한컴퓨터세탁","2005-03-08 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1203","세탁업","06_20_01_P","4191000","4191000-205-1997-00009","1997-05-28","","03","폐업","02","폐업","2003-05-09","","","","033 7664410","1.00","","강원특별자치도 원주시 명륜동 0 구곡택지 두산a 상가 202,203호","","","센스셀프크리닝","2003-05-09 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1204","세탁업","06_20_01_P","4191000","4191000-205-2024-00003","2024-03-22","","03","폐업","02","폐업","2025-04-02","","","","","46.36","","강원특별자치도 원주시 단계동 819-4","강원특별자치도 원주시 봉화로 58, 1층 (단계동)","26423","전광수세탁소단계점","2025-04-02 13:36:55","U","2025-04-04 02:40:00","일반세탁업","282263.365744652","427921.122766991","일반세탁업","4","0","1","1","0","0","","","","임대","0","0","0","1","N",
"1205","세탁업","06_20_01_P","4191000","4191000-205-2024-00001","2024-01-18","","03","폐업","02","폐업","2024-01-18","","","","","0.00","","강원특별자치도 원주시 단계동 819-4","강원특별자치도 원주시 봉화로 58, 1층 102호 (단계동)","26423","전광수세탁소단계점","2024-01-18 16:55:02","I","2024-01-20 00:16:22","일반세탁업","282263.365744652","427921.122766991","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1206","세탁업","06_20_01_P","4191000","4191000-205-2023-00010","2023-12-18","","03","폐업","02","폐업","2024-01-05","","","","","0.00","","강원특별자치도 원주시 단계동 857","강원특별자치도 원주시 천사로 38, 6층 (단계동)","26436","그린빨래방","2024-01-05 16:55:07","U","2024-01-07 02:40:00","일반세탁업","282320.940679545","427699.105885804","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1207","세탁업","06_20_01_P","4191000","4191000-205-2023-00008","2023-11-20","","03","폐업","02","폐업","2024-12-24","","","","","33.18","","강원특별자치도 원주시 반곡동 1894-2 근린생활시설","강원특별자치도 원주시 혁신로 91-1, 근린생활시설 1층 101호 (반곡동)","26464","전광수세탁숍힐데스하임점","2024-12-24 15:33:44","U","2024-12-27 02:40:00","일반세탁업","287206.371420202","425012.128193181","일반세탁업","2","0","1","1","0","0","","","","","1","0","0","1","N",
