"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","욕실수","발한실여부","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"407","목욕장업","11_44_01_P","4191000","4191000-202-1998-00001","1998-01-06","","03","폐업","02","폐업","2010-10-01","","","","0337636692","1.00","","강원특별자치도 원주시 단계동 809","","","나래목욕탕","2018-10-18 16:03:16","I","2023-06-13 00:00:00","관광호텔","282575.668951368","428109.420429959","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"408","목욕장업","11_44_01_P","4191000","4191000-202-1998-00002","1998-06-30","","03","폐업","02","폐업","2018-03-20","","","","0337303691","1.00","","강원특별자치도 원주시 지정면 월송리 산 179-34 , 산179-41","","","한솔개발㈜오크벨리V/C목욕탕","2018-10-18 17:40:46","I","2023-06-13 00:00:00","관광호텔","","","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"409","목욕장업","11_44_01_P","4191000","4191000-202-1998-00003","1998-09-17","","03","폐업","02","폐업","2006-02-01","","","","03376630-1","1.00","","강원특별자치도 원주시 단구동 112","","","대원목욕탕","2018-10-18 16:04:03","I","2023-06-13 00:00:00","관광호텔","285324.908957855","425055.82239569","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"410","목욕장업","11_44_01_P","4191000","4191000-202-1999-00001","1999-01-05","","03","폐업","02","폐업","2008-06-29","","","","033 7348777","1.00","","강원특별자치도 원주시 행구동 1534-1","","","동원목욕탕","2018-10-18 16:48:57","I","2023-06-13 00:00:00","관광호텔","287425.917819362","427244.881681213","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"411","목욕장업","11_44_01_P","4191000","4191000-202-2000-00001","2000-01-10","","03","폐업","02","폐업","2005-05-27","","","","0337431212","1.00","","강원특별자치도 원주시 단계동 111-44","","","그린헬스옥대중탕","2018-10-18 17:24:02","I","2023-06-13 00:00:00","관광호텔","282595.04389625","428608.159554672","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"412","목욕장업","11_44_01_P","4191000","4191000-202-2000-00002","2000-05-02","","03","폐업","02","폐업","2016-10-24","","","","033 7747771","1.00","","강원특별자치도 원주시 지정면 판대리 643-14","","","VIP레저타운","2018-10-18 17:23:35","I","2023-06-13 00:00:00","관광호텔","","","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"413","목욕장업","11_44_01_P","4191000","4191000-202-2000-00003","2000-06-14","","03","폐업","02","폐업","2008-09-08","","","","033 7431400","1.00","","강원특별자치도 원주시 태장동 778","","","청운목욕탕","2018-10-18 17:25:30","I","2023-06-13 00:00:00","관광호텔","","","관광호텔","0","0","0","0","0","0","0","","","","","","0","0","N",
"414","목욕장업","11_44_01_P","4201000","4201000-202-2006-00004","2006-06-09","","03","폐업","02","폐업","2024-06-21","","","","","264.00","","강원특별자치도 강릉시 구정면 제비리 1002","강원특별자치도 강릉시 구정면 회산로 32-47","25621","자연과사람 찜질방","2024-06-21 16:34:57","U","2024-06-23 02:40:00","찜질시설서비스영업","362001.451339286","470633.924268877","찜질시설서비스영업","2","0","0","1","0","0","0","N","","","","자가","0","0","N",
"415","목욕장업","11_44_01_P","4201000","4201000-202-2007-00001","2007-04-10","","03","폐업","02","폐업","2008-09-09","","","","033  6618878","1579.00","","강원특별자치도 강릉시 주문진읍 교항리 184-92","","","수협해수탕","2010-12-10 17:05:16","I","2023-06-13 00:00:00","공동탕업","360808.845138828","489069.578501687","공동탕업","3","0","0","0","0","0","2","Y","","","","임대","0","0","N",
"416","목욕장업","11_44_01_P","4201000","4201000-202-2006-00005","2006-07-05","","03","폐업","02","폐업","2011-10-13","","","","033 6612285","1920.00","","강원특별자치도 강릉시 연곡면 영진리 359","","","주문진해수찜질랜드","2010-10-04 15:12:47","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","361066.203443341","487395.705198662","공동탕업+찜질시설서비스영업","2","0","0","0","0","0","2","N","","","","자가","0","0","N",
"417","목욕장업","11_44_01_P","4201000","4201000-202-2006-00007","2006-08-30","","03","폐업","02","폐업","2008-03-25","","","","6453117","250.00","","강원특별자치도 강릉시 난곡동 227-1","","","서지황토마을","2006-10-10 00:00:00","I","2023-06-13 00:00:00","찜질시설서비스영업","365312.525220654","478170.685449623","찜질시설서비스영업","1","0","0","1","0","0","0","N","","","","임대","0","0","N",
"418","목욕장업","11_44_01_P","4201000","4201000-202-2001-00002","2001-05-03","","03","폐업","02","폐업","2008-03-24","","","","033 6459019","245.70","","강원특별자치도 강릉시 교동 801-3","","","청목욕탕","2007-08-27 10:45:12","I","2023-06-13 00:00:00","공동탕업","366634.211092072","475344.391016562","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"419","목욕장업","11_44_01_P","4201000","4201000-202-2006-00001","2006-03-24","","03","폐업","02","폐업","2017-09-22","","","","033 661 3593","528.00","","강원특별자치도 강릉시 주문진읍 향호리 8-22","강원특별자치도 강릉시 주문진읍 주문북로 222-30","25404","거상피라미드황토방","2017-09-22 13:29:58","I","2023-06-13 00:00:00","찜질시설서비스영업","359794.975020151","491411.043007859","찜질시설서비스영업","3","1","1","2","0","0","0","N","","","","임대","0","0","N",
"420","목욕장업","11_44_01_P","4201000","4201000-202-2001-00001","2001-04-24","","03","폐업","02","폐업","2023-09-06","","","","033 6442559","758.35","","강원특별자치도 강릉시 안현동 856-2","강원특별자치도 강릉시 해안로535번길 19 (안현동)","25460","엠지엠호텔사우나","2023-09-06 13:46:08","U","2023-09-08 02:40:00","공동탕업","367418.049611669","480025.252482302","공동탕업","5","1","0","5","0","1","2","Y","","","","자가","0","0","N",
"421","목욕장업","11_44_01_P","4201000","4201000-202-2004-00001","2004-08-06","","03","폐업","02","폐업","2008-03-13","","","","6417766","1265.00","","강원특별자치도 강릉시 강동면 산성우리 216 외1필지","","","정동찜질랜드(주)","2006-12-05 00:00:00","I","2023-06-13 00:00:00","공동탕업","377421.853975531","466452.16186247","공동탕업","2","0","0","1","0","0","0","N","","","","자가","0","0","N",
"422","목욕장업","11_44_01_P","4201000","4201000-202-1988-00001","1988-12-30","","03","폐업","02","폐업","2004-07-05","","","","033 6431456","0.00","","강원특별자치도 강릉시 입암동 631","","","소망목욕탕","2004-04-29 00:00:00","I","2023-06-13 00:00:00","공동탕업","368132.599049119","474303.362957566","공동탕업","0","0","0","0","0","0","2","N","","","","","0","0","N",
"423","목욕장업","11_44_01_P","4201000","4201000-202-1990-00001","1990-08-16","","03","폐업","02","폐업","2006-07-18","","","","033 6450388","408.40","","강원특별자치도 강릉시 노암동 310-7","","","자력수온수탕","2003-04-22 00:00:00","I","2023-06-13 00:00:00","공동탕업","367491.747857531","473556.160720087","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"424","목욕장업","11_44_01_P","4201000","4201000-202-1985-00001","1985-06-26","","03","폐업","02","폐업","2016-12-02","","","","033 6485513","222.60","","강원특별자치도 강릉시 노암동 314-2","강원특별자치도 강릉시 노암길 42 (노암동)","25592","거북목욕탕","2013-07-15 09:22:30","I","2023-06-13 00:00:00","공동탕업","367493.119161669","473356.734638226","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"425","목욕장업","11_44_01_P","4201000","4201000-202-1995-00001","1995-01-25","","03","폐업","02","폐업","2003-09-01","","","","033 6462414","435.60","","강원특별자치도 강릉시 노암동 628-1","","","대웅탕","2003-09-01 00:00:00","I","2023-06-13 00:00:00","공동탕업","366990.351623338","473041.164977841","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"426","목욕장업","11_44_01_P","4201000","4201000-202-2000-00001","2000-12-29","","03","폐업","02","폐업","2011-07-20","","","","033 6434408","1109.00","","강원특별자치도 강릉시 강문동 262-6","","","경포해수사우나","2010-07-22 15:03:04","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","","","공동탕업+찜질시설서비스영업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"427","목욕장업","11_44_01_P","4201000","4201000-202-1982-00001","1982-09-20","","03","폐업","02","폐업","2004-10-04","","","","033 6485584","0.00","","강원특별자치도 강릉시 교동 893-40","","","청수탕","2004-10-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","366625.114986804","474592.081982369","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"428","목욕장업","11_44_01_P","4201000","4201000-202-1985-00002","1985-05-24","","03","폐업","02","폐업","2008-07-14","","","","033 6487554","272.00","","강원특별자치도 강릉시 교동 941-1","","","수정목욕탕","2005-01-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","366166.36229465","474445.971418681","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"429","목욕장업","11_44_01_P","4201000","4201000-202-1981-00001","1981-12-31","","03","폐업","02","폐업","2013-10-30","","","","033 6487251","91.20","","강원특별자치도 강릉시 교동 165-59","강원특별자치도 강릉시 임영로198번길 23-1 (교동)","25503","영동탕","2013-07-15 09:20:28","I","2023-06-13 00:00:00","공동탕업","366890.432094272","474678.692760066","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"430","목욕장업","11_44_01_P","4201000","4201000-202-1994-00001","1994-08-06","","03","폐업","02","폐업","2006-02-20","","","","033 6417117","349.00","","강원특별자치도 강릉시 교동 798-2","","","진성목욕탕","2003-04-14 00:00:00","I","2023-06-13 00:00:00","공동탕업","366625.427349653","475439.707555331","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"431","목욕장업","11_44_01_P","4201000","4201000-202-1999-00001","1999-02-12","","03","폐업","02","폐업","2008-06-26","","","","033 6485181","740.00","","강원특별자치도 강릉시 내곡동 461-5","","","내곡옥목욕탕","2006-11-23 00:00:00","I","2023-06-13 00:00:00","공동탕업","365987.295369488","473063.655198119","공동탕업","3","1","0","3","0","0","2","Y","","","","","0","0","N",
"432","목욕장업","11_44_01_P","4201000","4201000-202-1979-00001","1979-06-21","","03","폐업","02","폐업","2001-11-16","","","","033 6431187","135.20","","강원특별자치도 강릉시 입암동 651-4","","","성덕탕","2003-01-24 00:00:00","I","2023-06-13 00:00:00","공동탕업","367886.429247448","473946.28941702","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"433","목욕장업","11_44_01_P","4201000","4201000-202-1989-00001","1989-11-29","","03","폐업","02","폐업","2011-01-11","","","","033 6469910","202.80","","강원특별자치도 강릉시 옥천동 123-2","","","약수탕","2003-04-14 00:00:00","I","2023-06-13 00:00:00","공동탕업","367649.567883834","474500.778875512","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"434","목욕장업","11_44_01_P","4201000","4201000-202-1990-00002","1990-10-17","","03","폐업","02","폐업","2003-12-29","","","","033 6450907","290.10","","강원특별자치도 강릉시 옥천동 39-3","","","동궁탕","2003-12-29 00:00:00","I","2023-06-13 00:00:00","공동탕업","367642.395161868","474257.092219998","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"435","목욕장업","11_44_01_P","4201000","4201000-202-1989-00003","1989-11-25","","03","폐업","02","폐업","2019-05-14","","","","033 6613102","410.00","","강원특별자치도 강릉시 주문진읍 교항리 184-42","강원특별자치도 강릉시 주문진읍 시장길 24-4","25418","맘모스목욕탕","2019-05-14 13:22:48","I","2023-06-13 00:00:00","공동탕업","360699.965202313","489033.370330206","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"436","목욕장업","11_44_01_P","4201000","4201000-202-1977-00001","1977-09-26","","03","폐업","02","폐업","2007-11-30","","","","033 6622033","88.00","","강원특별자치도 강릉시 주문진읍 교항리 182-2","","","대림탕","2005-01-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","360571.621293359","488987.301487812","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"437","목욕장업","11_44_01_P","4201000","4201000-202-1999-00002","1999-03-31","","03","폐업","02","폐업","2006-09-29","","","","033 6618878","1579.00","","강원특별자치도 강릉시 주문진읍 교항리 184-92","","","수협해수탕","2006-01-09 00:00:00","I","2023-06-13 00:00:00","공동탕업","360808.845138828","489069.578501687","공동탕업","3","0","0","3","0","0","2","Y","","","","","0","0","N",
"438","목욕장업","11_44_01_P","4201000","4201000-202-1980-00002","1980-11-24","","03","폐업","02","폐업","2005-09-30","","","","033 6622243","204.00","","강원특별자치도 강릉시 주문진읍 주문리 310","","","송죽목욕탕","2005-01-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","360971.792818793","489654.924453002","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"439","목욕장업","11_44_01_P","4201000","4201000-202-1995-00003","1995-07-27","","03","폐업","02","폐업","2004-03-25","","","","033 6613993","451.00","","강원특별자치도 강릉시 주문진읍 주문리 366-1","","","대일목욕탕-고객의사정으로연락안됨-03.8.20","2004-03-26 00:00:00","I","2023-06-13 00:00:00","공동탕업","360823.496710079","489636.488720121","공동탕업","0","0","0","0","0","0","2","Y","(대표자 661-3993 연락안됨)","","","","0","0","N",
"440","목욕장업","11_44_01_P","4201000","4201000-202-1991-00002","1991-01-30","","03","폐업","02","폐업","2010-03-12","","","","033 6432986","340.90","","강원특별자치도 강릉시 금학동 21-1","","","금천사우나","2006-09-22 00:00:00","I","2023-06-13 00:00:00","공동탕업","367134.710675635","474089.867509274","공동탕업","5","1","0","0","0","1","2","Y","","","","","0","0","N",
"441","목욕장업","11_44_01_P","4201000","4201000-202-1978-00001","1978-02-03","","03","폐업","02","폐업","2003-04-22","","","","033 6437991","81.50","","강원특별자치도 강릉시 성남동 110-5","","","부림탕(휴업중)-02.12월현재","2003-04-22 00:00:00","I","2023-06-13 00:00:00","공동탕업","367086.962217559","473809.302126063","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
