"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"1353","옥외광고업","04_15_01_P","4211000","1999421000008200086","1999-03-19","","01","영업/정상","20","정상","","","","","033 535 5942","","","강원특별자치도 동해시 귀운동 ***-**","강원특별자치도 동해시 이원길 ** (귀운동)","25818","동해푸른광고","2021-06-02 10:57:57","I","2023-06-13 00:00:00","","385273.391814022","444033.169149083","광고",
"1354","옥외광고업","04_15_01_P","4211000","1999421000008200088","2019-01-17","","01","영업/정상","20","정상","","","","","033 532 6442","","","강원특별자치도 동해시 송정동 ****-*","강원특별자치도 동해시 대동로 ***-** (송정동)","25785","푸른세상","2019-01-18 10:27:21","I","2023-06-13 00:00:00","","387689.6284371","445478.292001219","간판및광고물제작",
"1355","옥외광고업","04_15_01_P","4211000","1988421000008200008","2018-01-19","","01","영업/정상","20","정상","","","","","033 533 0240","","","강원특별자치도 동해시 용정동 *** 신영공사","강원특별자치도 동해시 봉오샘터길 **-*, 신영공사 (용정동)","25783","신영공사","2024-01-09 15:59:19","U","2024-01-11 02:40:00","","387685.122758075","447358.40322321","광고물제작",
"1356","옥외광고업","04_15_01_P","4211000","1998421000008200024","1991-10-12","","01","영업/정상","20","정상","","","","","033 531 6359","","","강원특별자치도 동해시 용정동 ***-* 범주카서비스","강원특별자치도 동해시 초원*길 * (용정동)","25780","99광고사","2017-11-29 09:00:30","I","2023-06-13 00:00:00","","387776.93481632","447716.992749679","판촉물",
"1357","옥외광고업","04_15_01_P","4211000","1998421000008200067","1998-01-13","","01","영업/정상","20","정상","","","","","033 533 9411","","","강원특별자치도 동해시 발한동 ***-*","강원특별자치도 동해시 발한로 *** (발한동)","240-041","현대기획","2020-11-17 11:08:04","I","2023-06-13 00:00:00","","385746.156454919","451197.423961918","광고물제작",
"1358","옥외광고업","04_15_01_P","4211000","1998421000008200081","1998-10-12","","01","영업/정상","20","정상","","","","","033 535 5350","","","강원특별자치도 동해시 천곡동 ***-*","강원특별자치도 동해시 감추*길 ** (천곡동)","240-812","황제기업","2022-09-02 17:36:01","I","2023-06-13 00:00:00","","387410.49629231","448064.568094455","광고물제조, 고소작업차",
"1359","옥외광고업","04_15_01_P","4211000","1988421000008200015","1991-10-29","","01","영업/정상","20","정상","","","","","033 535 2215","","","강원특별자치도 동해시 구호동 ***-**","강원특별자치도 동해시 공단*로 ** (구호동)","25799","국제산업","2021-12-03 16:01:43","I","2023-06-13 00:00:00","","389046.638806696","443491.591964311","광고물제작",
"1360","옥외광고업","04_15_01_P","4211000","1991421000008200023","1991-10-05","","01","영업/정상","20","정상","","","","","033 533 7303","","","강원특별자치도 동해시 천곡동 ***-**","강원특별자치도 동해시 감추*길 ** (천곡동)","25777","대지공사","2016-05-25 11:25:32","I","2023-06-13 00:00:00","","387416.221159271","448103.412962377","광고물제작",
"1361","옥외광고업","04_15_01_P","4211000","1994421000008200037","1994-07-08","","01","영업/정상","20","정상","","","","","033 533 1333","","","강원특별자치도 동해시 천곡동 ***","강원특별자치도 동해시 중앙로 *** (천곡동)","","광고기획진성","2021-05-24 15:41:01","I","2023-06-13 00:00:00","","386927.673523156","448667.134954151","간판,판촉물제작",
"1362","옥외광고업","04_15_01_P","4211000","1994421000008200042","1994-08-23","","01","영업/정상","20","정상","","","","","033 533 0696","","","강원특별자치도 동해시 평릉동 ***-*","강원특별자치도 동해시 동해대로 **** (평릉동)","240-020","하나로광고기획","2025-01-02 13:42:09","U","2025-01-04 02:40:00","","386041.088848636","449557.809107924","광고물제작",
"1363","옥외광고업","04_15_01_P","4211000","1995421000008200048","2018-04-17","","01","영업/정상","20","정상","","","","","033 535 7371","","","강원특별자치도 동해시 천곡동 ****-* 제네시스","강원특별자치도 동해시 동굴*길 **, 제네시스 (천곡동)","25771","서라벌광고사","2018-04-26 16:50:24","I","2023-06-13 00:00:00","","386852.458541532","448463.254254488","광고물제작",
"1364","옥외광고업","04_15_01_P","4211000","2024421102908500002","2024-06-26","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 동해시 청운*길 **, **동 ****호 (동회동, 대동아파트, 동회동 현대아파트)","25807","(주)레몬","2024-06-28 20:32:57","I","2024-06-30 00:14:00","","386177.814049483","444870.370953969","",
"1365","옥외광고업","04_15_01_P","4211000","2024421102908500003","2024-07-29","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 효가동 ***","강원특별자치도 동해시 도새뚝길 ** (효가동)","25785","동아광고 재료","2025-08-13 17:25:22","U","2025-08-15 02:40:00","","386749.389015577","445830.239334427","간판재료, 소모사, 나일론사,스폰지,간판,광고물외 기타",
"1366","옥외광고업","04_15_01_P","4211000","2025421102908500003","2025-07-23","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 천곡동 ****-* 조은원룸 ***호","강원특별자치도 동해시 항골길 **, 조은원룸 ***호 (천곡동)","25764","한솔공사","2025-07-23 17:21:20","I","2025-07-25 00:20:02","","386069.177488611","448972.248244725","옥외광고업, 금속창호공사",
"1367","옥외광고업","04_15_01_P","4211000","2025421102908500004","2025-07-23","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 부곡동 *-** 유원지상사","강원특별자치도 동해시 해안로 ***, 유원지상사 *층 (부곡동)","25730","광고기획 이든","2025-07-23 17:57:27","I","2025-07-25 00:20:02","","386392.510899149","450747.062289388","인쇄물, 판촉물",
"1368","옥외광고업","04_15_01_P","4211000","2025421102908500002","2025-03-04","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 동해시 천곡동 ***-*","강원특별자치도 동해시 감추*길 ** (천곡동)","25777","서아 컴퍼니","2025-03-06 13:25:11","I","2025-03-08 00:10:36","","387447.93850503","448121.471537474","판촉 및 광고물",
"1369","옥외광고업","04_15_01_P","4211000","2023421102908500002","2023-11-16","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 동해시 공단*로 ** (구호동)","25799","미라건축","2023-11-21 17:21:50","I","2023-11-23 00:17:06","","389612.17995085","443341.215404363","",
"1370","옥외광고업","04_15_01_P","4211000","2025421102908500001","2025-02-11","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 동해시 공단*로 **, 세진산업 (구호동)","25799","주식회사 다인","2025-02-13 16:28:01","I","2025-02-15 00:10:47","","389254.317257246","443802.879356499","간판, 인쇄, 조형물 제작",
"1371","옥외광고업","04_15_01_P","4211000","2008421011308500002","2015-05-22","","02","휴업","30","휴업","","2021-08-20","2024-08-19","","033 533 6058","","","강원특별자치도 동해시 발한동 ***-*","강원특별자치도 동해시 발한로 *** (발한동)","","보람기업","2021-08-23 09:32:58","I","2023-06-13 00:00:00","","385652.258868187","450917.014934984","광고, 간판",
"1372","옥외광고업","04_15_01_P","4211000","2004421008708200001","2004-04-16","","02","휴업","30","휴업","","2021-08-26","2024-08-25","","033 5343691","","","강원특별자치도 동해시 초구동 ***","강원특별자치도 동해시 갈전길 *** (초구동)","240-100","현대종합안전(주)","2021-08-27 15:09:25","I","2023-06-13 00:00:00","","383386.787762427","454068.127130518","옥외광고물제작, 설치및 시공",
"1373","옥외광고업","04_15_01_P","4211000","1998421000008200080","1998-08-28","","02","휴업","30","휴업","","2021-10-26","2025-10-25","","","","","강원특별자치도 동해시 북평동 ***-*","강원특별자치도 동해시 전천로 ***-** (북평동)","25814","건설미공사","2021-10-27 08:53:11","I","2023-06-13 00:00:00","","387364.317988617","444339.478016635","광고물제작",
"1374","옥외광고업","04_15_01_P","4211000","1999421000008200085","1999-03-08","","03","폐업","40","폐업","1999-07-03","","","","0394 5314847","","","강원특별자치도 동해시 발한동 ***-**","강원특별자치도 동해시 관사*길 * (발한동)","","대도광고","2020-12-07 15:46:15","I","2023-06-13 00:00:00","","386029.549547794","451719.904756173","광고물제작",
"1375","옥외광고업","04_15_01_P","4211000","2008421011708500002","2008-01-09","","03","폐업","40","폐업","2009-01-28","","","","033 521 7201","","","강원특별자치도 동해시 효가동 ***-* 삼동빌딩 ***호","강원특별자치도 동해시 동해대로 ****,  ***호 (효가동,삼동빌딩)","","태흥건설(합자)","2009-01-28 16:41:48","I","2023-06-13 00:00:00","","386305.612494219","446575.572406151","간판 및 광고물제작",
"1376","옥외광고업","04_15_01_P","4211000","2000421000008200090","2000-01-10","","03","폐업","40","폐업","2006-09-28","","","","","","","강원특별자치도 동해시 송정동 ****-**","강원특별자치도 동해시 송정*길 **  (송정동)","","광고미술원","2000-01-10 00:00:00","I","2023-06-13 00:00:00","","387788.645309311","445847.154332917","광고물제작",
"1377","옥외광고업","04_15_01_P","4211000","2000421000008200092","2000-03-24","","03","폐업","40","폐업","2003-10-22","","","","033 5355480","","","강원특별자치도 동해시 부곡동 ***-**","강원특별자치도 동해시 부곡로 **  (부곡동)","","백두광고","2000-03-24 00:00:00","I","2023-06-13 00:00:00","","386155.91411428","450251.485728684","광고물제작",
"1378","옥외광고업","04_15_01_P","4211000","2000421000008200094","2000-06-27","","03","폐업","40","폐업","2003-09-05","","","","033 5355680","","","강원특별자치도 동해시 발한동 ***-*","강원특별자치도 동해시 붉은언덕길 **  (발한동)","","동해현수막","2000-06-27 00:00:00","I","2023-06-13 00:00:00","","385866.443643828","451171.379821838","현수막제작",
"1379","옥외광고업","04_15_01_P","4211000","2000421000008200096","2000-08-25","","03","폐업","40","폐업","2003-11-18","","","","033 5212207","","","강원특별자치도 동해시 비천동 *** **통*반","강원특별자치도 동해시 비천길 ***  (비천동)","","파트너","2007-08-23 15:17:37","I","2023-06-13 00:00:00","","380916.675585518","448288.16854585","간판제조",
"1380","옥외광고업","04_15_01_P","4211000","2000421000008200097","2000-07-23","","03","폐업","40","폐업","2006-09-28","","","","033 5351740","","","강원특별자치도 동해시 부곡동 산 ** *통*반","","","일출광고","2000-07-23 00:00:00","I","2023-06-13 00:00:00","","","","광고물제작",
"1381","옥외광고업","04_15_01_P","4211000","2000421000008200099","2000-09-30","","03","폐업","40","폐업","2010-12-17","","","","033 521 3339","","","강원특별자치도 동해시 구미동 ***-*","강원특별자치도 동해시 오일장길 **  (구미동)","","미예창조사","2010-12-20 13:55:29","I","2023-06-13 00:00:00","","387992.126911496","444302.500903799","광고물제작",
"1382","옥외광고업","04_15_01_P","4211000","2000421000008200100","2000-11-17","","03","폐업","40","폐업","2009-09-22","","","","033 522 1011","","","강원특별자치도 동해시 북평동 **-*","강원특별자치도 동해시 전천로 ***  (북평동)","","금강광고기획","2009-09-23 10:40:43","I","2023-06-13 00:00:00","","387489.503880793","444200.221399517","간판제작",
"1383","옥외광고업","04_15_01_P","4211000","2001421006608200001","2001-05-18","","03","폐업","40","폐업","2005-02-04","","","","033 5333944","","","강원특별자치도 동해시 천곡동 ****-*","강원특별자치도 동해시 동굴*길 **  (천곡동)","","씨티광고디자인","2001-05-18 00:00:00","I","2023-06-13 00:00:00","","386665.646125653","448453.623238672","광고물제작",
"1384","옥외광고업","04_15_01_P","4211000","2001421006608200002","2001-05-18","","03","폐업","40","폐업","2006-09-28","","","","033 5335636","","","강원특별자치도 동해시 평릉동 ***","","","홍익광고","2001-05-18 00:00:00","I","2023-06-13 00:00:00","","385425.77349035","449759.709761556","간판제작",
"1385","옥외광고업","04_15_01_P","4211000","2001421006608200004","2001-08-13","","03","폐업","40","폐업","2006-09-28","","","","033 5218284","","","강원특별자치도 동해시 구미동 ***","강원특별자치도 동해시 갯목길 *  (구미동)","","P.R산업","2001-08-13 00:00:00","I","2023-06-13 00:00:00","","388071.626438339","444595.321002517","간판제작",
"1386","옥외광고업","04_15_01_P","4211000","2001421006608200005","2001-09-01","","03","폐업","40","폐업","2006-09-28","","","","033 5351423","","","강원특별자치도 동해시 발한동 ***-* 동해전자상가 라동*호","강원특별자치도 동해시 발한로 ***  (발한동,동해전자상가 라동*호)","","아만사광고공사","2001-09-01 00:00:00","I","2023-06-13 00:00:00","","385762.664440724","451103.240546486","간판제작",
"1387","옥외광고업","04_15_01_P","4211000","2001421006608200007","2001-09-06","","03","폐업","40","폐업","2011-11-24","","","","033 5356181","","","강원특별자치도 동해시 구미동 ***","강원특별자치도 동해시 갯목길 * (구미동)","240-210","대덕공사","2011-11-24 10:57:55","I","2023-06-13 00:00:00","","388071.626438339","444595.321002517","광고물제작",
