"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"216","관광숙박업","03_11_01_P","4281000","CDFI2260032001000001","2001-01-05","","03","폐업","03","폐업","2009-01-05","","","","","","232-942","강원특별자치도 평창군 진부면 하진부리 665","","","진부관광호텔","2009-01-08 10:15:57","I","2023-06-13 00:00:00","","336502.331089307","460672.005809127","관광숙박업","관광사업","","8","기타","","","호텔","7","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","",
"217","관광숙박업","03_11_01_P","4281000","CDFI2260031997000003","1997-03-14","","03","폐업","03","폐업","2006-08-31","","","","335-3840","","232-952","강원특별자치도 평창군 대관령면 용산리 243 외1필지(385)","강원특별자치도 평창군 대관령면 솔봉로 287  (외1필지(385))","","두산용평리조트 휴양콘도미니엄","2006-09-13 09:58:54","I","2023-06-13 00:00:00","","346984.74862591","463575.233978312","관광숙박업","관광사업","근린상업지역","11","기타","","","콘도미니엄","9","2","0","0","","","0","0","","0","0","","0","8630","","0","","","","","","","0","","","","8630","",
"218","관광숙박업","03_11_01_P","4281000","CDFI2260032003000003","2003-04-15","","03","폐업","03","폐업","2013-02-21","","","","033-335-5013","","232-951","강원특별자치도 평창군 대관령면 횡계리 276-37","강원특별자치도 평창군 대관령면 송천1길 25","","신세계대관령리조트","2013-07-25 10:47:02","I","2023-06-13 00:00:00","","351091.469339255","464460.065701583","관광숙박업","관광사업","근린상업지역","11","기타","","","콘도미니엄","10","1","0","0","","","0","0","","0","0","","0","5956","","0","","","","","","","0","","","","5956","",
"219","관광숙박업","03_11_01_P","4281000","CDFI2260032018000001","2018-07-12","","03","폐업","03","폐업","2024-12-10","","","","0333336657","","","강원특별자치도 평창군 진부면 하진부리 100-48 서림호텔","강원특별자치도 평창군 진부면 청송로 109, 서림호텔","25332","서림관광호텔","2024-12-11 16:05:42","U","2024-12-13 02:40:00","","337514.873701382","460509.571129095","관광숙박업","","","0","","","","","0","0","35","2258","","","0","0","","0","0","","0","2257.87","","0","","","","","","","0","","","","2258","관광호텔업",
"220","관광숙박업","03_11_01_P","4281000","CDFI2260032021000001","2021-07-12","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대관령면 용산리 산 99","강원특별자치도 평창군 대관령면 올림픽로 737","25352","용평4-3차 아폴리스 콘도","2025-09-23 15:28:37","U","2025-09-25 02:40:00","","347789.896717383","461185.976236443","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","휴양콘도미니엄업",
"221","관광숙박업","03_11_01_P","4281000","CDFI2260032003000001","2003-04-15","","01","영업/정상","13","영업중","","","","","","","232-922","강원특별자치도 평창군 봉평면 면온리 1089-1 외9필지","","","스카이콘도","2016-02-02 18:38:58","I","2023-06-13 00:00:00","","317307.887977168","453957.151080915","관광숙박업","관광사업","근린상업지역","13","기타","","","콘도미니엄","12","1","0","0","","","0","0","","0","0","","0","25900","","0","","","","","","","0","","","","25900","",
"222","관광숙박업","03_11_01_P","4281000","CDFI2260031993000001","1976-01-23","","01","영업/정상","13","영업중","","","","","033-335-8465","","","강원특별자치도 평창군 대관령면 용산리 130","","","드레곤밸리 호텔","2025-09-23 15:27:27","U","2025-09-25 02:40:00","","348259.144297804","461699.273918606","관광숙박업","관광사업","근린상업지역","10","기타","","","호텔","9","1","195","24409","","","0","0","","0","0","","0","33923","","0","","","","","","","0","","","","33923","관광호텔업",
"223","관광숙박업","03_11_01_P","4281000","CDFI2260031995000001","1995-12-16","","01","영업/정상","13","영업중","","","","","033-330-6000","","","강원특별자치도 평창군 봉평면 면온리 1095-1 (주)휘닉스평창","강원특별자치도 평창군 봉평면 태기로 174 (주)휘닉스평창","25307","휘닉스 호텔","2024-10-10 16:11:14","U","2024-10-12 02:40:00","","317177.713905004","454046.509523181","관광숙박업","관광사업","근린상업지역","12","기타","","","호텔","11","1","0","0","","","0","0","","0","0","","0","10120","","0","","","","","","","0","","","","10120","관광호텔업",
"224","관광숙박업","03_11_01_P","4281000","CDFI2260031995000002","1995-12-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 봉평면 면온리 1095 (주)휘닉스평창","강원특별자치도 평창군 봉평면 태기로 174 (주)휘닉스평창","25307","휘닉스 평창 콘도미니엄","2024-10-10 16:11:45","U","2024-10-12 02:40:00","","317177.713905004","454046.509523181","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","휴양콘도미니엄업",
"225","관광숙박업","03_11_01_P","4281000","CDFI2260031997000001","1991-01-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대관령면 용산리 28","","","용평2차휴양콘도미니엄","2025-09-23 15:27:46","U","2025-09-25 02:40:00","","348519.653177297","461348.414342654","관광숙박업","관광사업","근린상업지역","0","기타","","","콘도미니엄","5","0","0","0","","","0","0","","0","0","","0","86529","","0","","","","","","","0","","","","86529","휴양콘도미니엄업",
"226","관광숙박업","03_11_01_P","4281000","CDFI2260031997000002","1984-11-17","","01","영업/정상","13","영업중","","","","","033-330-8465","","232-952","강원특별자치도 평창군 대관령면 용산리 20","","","용평1차휴양콘도미니엄","2025-09-23 15:27:36","U","2025-09-25 02:40:00","","","","관광숙박업","관광사업","근린상업지역","5","기타","","","콘도미니엄","4","1","0","0","","","0","0","","0","0","","0","40104.9","","0","","","","","","","0","","","","40105","휴양콘도미니엄업",
"227","관광숙박업","03_11_01_P","4281000","CDFI2260032003000002","2003-02-13","","01","영업/정상","13","영업중","","","","","033-330-8465","","","강원특별자치도 평창군 대관령면 용산리 12-1","","","용평버치힐휴양콘도미니엄","2025-09-23 15:27:55","U","2025-09-25 02:40:00","","348996.893039527","461567.464980891","관광숙박업","관광사업","근린상업지역","0","기타","","","콘도미니엄","0","0","450","77715","","","0","0","","0","0","","0","220944","","0","","","","","","","0","","","","220944","휴양콘도미니엄업",
"228","관광숙박업","03_11_01_P","4281000","CDFI2260032003000004","2003-04-15","","01","영업/정상","13","영업중","","","","","","","232-941","강원특별자치도 평창군 진부면 간평리 221-1 외 8필지","강원특별자치도 평창군 진부면 진고개로 231 (외 8필지)","","이랜드파크 켄싱턴 호텔 평창","2024-05-23 10:23:18","U","2024-05-25 02:40:00","","340818.137507753","466311.107992923","관광숙박업","관광사업","근린상업지역","16","기타","","","호텔","15","1","0","0","","","0","0","","0","0","","0","27980","","0","","","","","","","0","","","","27980","관광호텔업",
"229","관광숙박업","03_11_01_P","4281000","CDFI2260032004000001","2004-12-10","","01","영업/정상","13","영업중","","","","","033-330-9691","","232-922","강원특별자치도 평창군 봉평면 면온리 946-7","강원특별자치도 평창군 봉평면 태기로 228-33","","한화리조트/평창","2025-10-21 16:48:02","U","2025-10-23 02:40:00","","317534.838381581","453806.108543319","관광숙박업","관광사업","","20","","","","콘도미니엄","20","2","0","0","","","0","0","","0","0","","0","33647","","0","","","","","","","0","","","","33647","",
"230","관광숙박업","03_11_01_P","4281000","CDFI2260032006000001","2006-10-04","","01","영업/정상","13","영업중","","","","","033-330-8465","","232-952","강원특별자치도 평창군 대관령면 용산리 139-1","","","용평5차단독형휴양콘도미니엄","2025-09-23 15:28:47","U","2025-09-25 02:40:00","","348422.385930373","462039.482369535","관광숙박업","관광사업","","2","기타","","","콘도미니엄","2","0","0","0","","","0","0","","0","0","","0","122090","","0","","","","","","","0","","","","122090","휴양콘도미니엄업",
"231","관광숙박업","03_11_01_P","4281000","CDFI2260032006000002","2006-12-04","","01","영업/정상","13","영업중","","","","","033-330-8465","","","강원특별자치도 평창군 대관령면 용산리 90-3","","","용평4차휴양콘도미니엄(타워형)","2025-09-23 15:28:05","U","2025-09-25 02:40:00","","347903.052036558","461353.554009573","관광숙박업","관광사업","관리지역","13","기타","","","콘도미니엄","13","6","0","0","","","0","0","","0","0","","0","31691","","0","","","","","","","0","","","","31691","휴양콘도미니엄업",
"232","관광숙박업","03_11_01_P","4281000","CDFI2260032007000001","2007-02-14","","01","영업/정상","13","영업중","","","","","","","232-922","강원특별자치도 평창군 봉평면 면온리 959","강원특별자치도 평창군 봉평면 태기로 231-31","","휘닉스 노블스윙","2024-10-10 16:11:31","U","2024-10-12 02:40:00","","317534.024744199","454247.246542683","관광숙박업","관광사업","관리지역","5","기타","","","숙박시설","4","1","0","0","","","0","0","","0","0","","0","44365","","0","","","","","","","58553999000","","","","44365","휴양콘도미니엄업",
"233","관광숙박업","03_11_01_P","4281000","CDFI2260032008000001","2008-09-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대관령면 용산리 149-3","","","용평5차연립형휴양콘도미니엄","2025-09-23 15:28:58","U","2025-09-25 02:40:00","","348738.74697966","462354.071414306","관광숙박업","관광사업","관리지역","0","기타","","","콘도미니엄","2","1","0","0","","","0","0","","0","0","","0","33117.47","","0","","","","","","","0","","","","33117","휴양콘도미니엄업",
"234","관광숙박업","03_11_01_P","4281000","CDFI2260032008000002","2008-12-19","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 대관령면 용산리 526-1","","","용평4차빌라형휴양콘도미니엄(베르데힐)","2025-09-23 15:28:26","U","2025-09-25 02:40:00","","347640.447469415","461026.0679463","관광숙박업","관광사업","관리지역","9","기타","","","콘도미니엄","8","1","0","38184","","","0","0","","0","0","","0","38184.47","","0","","","","","","","148399997000","","","","38184","휴양콘도미니엄업",
"235","관광숙박업","03_11_01_P","4281000","CDFI2260032009000001","2009-08-07","","01","영업/정상","13","영업중","","","","","033-339-0556","","232-952","강원특별자치도 평창군 대관령면 용산리 195-1","강원특별자치도 평창군 대관령면 솔봉로 325","","케이에이치강원개발 알펜시아타운","2023-10-23 22:01:03","U","2023-10-25 02:40:00","","347532.136650789","463016.896475131","관광숙박업","","","0","","","","콘도미니엄","7","1","0","0","","","0","0","","0","0","","0","50586","","0","","","","","","","0","","","","50586","휴양콘도미니엄업",
"236","관광숙박업","03_11_01_P","4281000","CDFI2260032009000002","2009-12-17","","01","영업/정상","13","영업중","","","","","033-259-6114","","232-952","강원특별자치도 평창군 대관령면 용산리 225-3 외 9필지","강원특별자치도 평창군 대관령면 솔봉로 325 (외 9필지)","","인터컨티넨탈 알펜시아 평창 리조트","2023-07-17 13:48:55","U","2023-07-19 02:40:00","","347270.83245387","463064.026973398","관광숙박업","","","8","","","","숙박시설","7","1","0","0","","","0","0","","0","0","","0","29737.78","","0","","","","","","","0","","","","29738","관광호텔업",
"237","관광숙박업","03_11_01_P","4281000","CDFI2260032010000001","2010-03-11","","01","영업/정상","13","영업중","","","","","","","232-952","강원특별자치도 평창군 대관령면 용산리 226-73 외 2필지","","","알펜시아 에스테이트","2023-04-05 13:22:55","I","2023-06-13 00:00:00","","346679.224254164","463134.310640446","관광숙박업","","","0","","","","","2","1","189","71384208","","","0","0","","0","0","","0","71384.2","","0","","","","","","","0","","","","71384","휴양콘도미니엄업",
"238","관광숙박업","03_11_01_P","4281000","CDFI2260032010000002","2010-07-09","","01","영업/정상","13","영업중","","","","","","","232-952","강원특별자치도 평창군 대관령면 용산리 200-3","강원특별자치도 평창군 대관령면 솔봉로 325","25351","홀리데이 인 리조트","2023-07-17 13:49:06","U","2023-07-19 02:40:00","","347678.59782019","462942.165520396","관광숙박업","","","8","","","","호텔","7","1","214","39402","holiday inn resort","","0","0","","0","0","","0","39402.04","","0","","","","","","","0","","","","39402","관광호텔업",
"239","관광숙박업","03_11_01_P","4281000","CDFI2260032010000003","2010-09-01","","01","영업/정상","13","영업중","","","","","","","232-952","강원특별자치도 평창군 대관령면 용산리 219-9","","","홀리데이인스위트(2차)","2023-07-17 13:48:26","U","2023-07-19 02:40:00","","347317.925698936","462872.093438154","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","12187.51","","0","","","","","","","0","","","","12188","",
"240","관광숙박업","03_11_01_P","4281000","CDFI2260032010000004","2010-09-01","","01","영업/정상","13","영업중","","","","","","","232-952","강원특별자치도 평창군 대관령면 차항리 266-14","","","(주)현대엘리엇호텔앤드리조트","2024-02-16 11:31:06","U","2024-02-18 02:40:00","","347311.790890313","466289.191453241","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","5167.05","","0","","","","","","","0","","","","5167","가족호텔업",
