"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","자본금의규모","사업자등록번호",
"316","후원방문판매업체","08_26_05_P","6530000","20136530000301000162","2013-08-20","","03","폐업","4","폐업","2020-07-07","","","","","","215-804","강원특별자치도 양양군 양양읍 남문리 **번지 **호","강원특별자치도 양양군 양양읍 남문*길 *","","마임 양양지사","2020-07-08 00:00:00","I","2023-06-16 00:19:48","","342375.079669082","509254.246117948","후원방문판매업","0","2270566975",
"317","후원방문판매업체","08_26_05_P","6530000","20136530000301000163","2013-08-20","","03","폐업","4","폐업","","","","","0000000000","","217-805","강원특별자치도 속초시 교동  ***번지 **호 속초스파랜드 ***호","강원특별자치도 속초시 미시령로****번길 **, ***호 (교동,속초스파랜드)","","마임 속초남부지사","2017-06-05 00:00:00","I","2023-06-16 00:19:48","","337846.12972941","523849.441926247","후원방문판매업","0","",
"318","후원방문판매업체","08_26_05_P","6530000","20136530000301000165","2013-08-20","","03","폐업","4","폐업","2020-03-19","","","","0000000000","","","강원특별자치도 강릉시 금학동  *번지 *호 호동빌딩 ***호","강원특별자치도 강릉시 금성로**번길 * (금학동)","","마임 서부지사","2020-03-19 00:00:00","I","2023-06-16 00:19:48","","367206.422784911","474097.913041076","후원방문판매업","0","1380407247",
"319","후원방문판매업체","08_26_05_P","6530000","20136530000301000166","2013-08-20","","03","폐업","4","폐업","2020-05-19","","","","0000000000","","232-948","강원특별자치도 평창군 진부면 하진부리 ***번지 *층","강원특별자치도 평창군 진부면 진부중앙로 **, *층","","마임 진부지사","2020-05-21 00:00:00","I","2023-06-16 00:19:48","","337379.251747876","460422.926307783","후원방문판매업","0","2260101535",
"320","후원방문판매업체","08_26_05_P","6530000","20206530000301000003","2020-02-28","","03","폐업","4","폐업","2020-05-18","","","","","","24456","강원특별자치도 춘천시 칠전동  ***번지 *호","강원특별자치도 춘천시 칠전동*길 *, ***호 (칠전동)","","나빛 대리점","2020-05-18 00:00:00","I","2023-06-16 00:19:48","","262954.16","482504.73","후원방문판매업","0","5404700503",
"321","후원방문판매업체","08_26_05_P","6530000","20206530000301000004","2020-02-28","","03","폐업","4","폐업","2025-01-06","","","","","","24421","강원특별자치도 춘천시 퇴계동  ***번지 *호 한주아파트","강원특별자치도 춘천시 안마산로 ***, ***동 ****호 (퇴계동, 한주아파트)","","인셀덤 춘천2호","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","264906.022305039","483375.580147211","후원방문판매업","0","1044069476",
"322","후원방문판매업체","08_26_05_P","6530000","20216530000301000038","2021-10-14","","03","폐업","4","폐업","2021-12-16","","","","","","26503","강원특별자치도 원주시 귀래면 운남리 ***번지 *호","강원특별자치도 원주시 귀래면 법동길 ***","","인셀덤미라","2021-12-20 00:00:00","I","2023-06-16 00:19:48","","278974.534025999","406919.468148621","후원방문판매업","0","8590602362",
"323","후원방문판매업체","08_26_05_P","6530000","20216530000301000039","2021-10-14","","03","폐업","4","폐업","2024-05-01","","","","","","24420","강원특별자치도 춘천시 퇴계동  ****번지 *호 퇴계(*)주공아파트 ***동 ***호","강원특별자치도 춘천시 지석로 **, ***동 ***호(퇴계동, 퇴계(*)주공아파트)","","현빈 인셀덤","2024-05-02 00:00:00","U","2024-05-04 02:40:00","","265233.478535873","483343.852838318","후원방문판매업","0","5910202357",
"324","후원방문판매업체","08_26_05_P","6530000","20216530000301000040","2021-10-14","","03","폐업","4","폐업","2022-02-03","","","","","","25522","강원특별자치도 강릉시 홍제동  ****번지 *호 푸르벨라*차 ***호","강원특별자치도 강릉시 선수촌로**번길 **-**, 푸르벨라*차 *층 ***호(홍제동)","","인셀덤(Incellderm korea)","2022-02-09 00:00:00","I","2023-06-16 00:19:48","","364581.524253135","474453.695974366","후원방문판매업","0","2080895994",
"325","후원방문판매업체","08_26_05_P","6530000","20216530000301000041","2021-10-14","","03","폐업","4","폐업","2025-01-06","","","","","","24395","강원특별자치도 춘천시 석사동  ***번지 *호 춘천로데오 B동 ***호","강원특별자치도 춘천시 공지로 **, 춘천로데오 B동 *층 ***호 (석사동)","","인셀덤 코리아","2025-01-06 00:00:00","U","2025-01-08 02:40:00","","265890.635550093","483835.19538542","후원방문판매업","0","8613700809",
"326","후원방문판매업체","08_26_05_P","6530000","20216530000301000042","2021-10-14","","03","폐업","4","폐업","2023-11-07","","","","","","25347","강원특별자치도 평창군 대관령면 횡계리 ***번지 *호 부강연립 ***호","강원특별자치도 평창군 대관령면 강변길 *, ***호(부강연립)","","뷰티블라썸","2023-11-07 00:00:00","U","2023-11-09 02:40:00","","350029.782937563","464855.908382248","후원방문판매업","0","5731401483",
"327","후원방문판매업체","08_26_05_P","6530000","20216530000301000043","2021-10-14","","03","폐업","4","폐업","2024-05-07","","","","","","24861","강원특별자치도 속초시 교동  ***번지 *호 삼호아파트 ***동 ***호","강원특별자치도 속초시 밤골*길 **, ***동 ***호 (교동, 삼호아파트)","","인셀덤 빛나속초점","2024-05-09 00:00:00","U","2024-05-11 02:40:00","","337099.835217791","523283.516789575","후원방문판매업","0","8501701630",
"328","후원방문판매업체","08_26_05_P","6530000","20206530000301000017","2020-05-21","","03","폐업","4","폐업","2022-01-03","","","","","","25500","강원특별자치도 강릉시 교동  ****번지 *호 현대하이빌아파트 ***동 ***호","강원특별자치도 강릉시 원대로***번길 **, ***동 ***호(교동, 현대 하이빌 아파트)","","인셀덤 미진","2022-01-05 00:00:00","I","2023-06-16 00:19:48","","","","후원방문판매업","0","6441201291",
"329","후원방문판매업체","08_26_05_P","6530000","20216530000301000044","2021-11-16","","03","폐업","4","폐업","2024-12-31","","","","","","25616","강원특별자치도 강릉시 입암동  ***번지 *호 이안강릉타운아파트 ***동 ***호","강원특별자치도 강릉시 성덕로 ***-**, ***동 ***호(입암동, 이안강릉타운아파트)","","인셀덤 초이스","2025-02-05 00:00:00","U","2025-02-07 02:40:00","","","","후원방문판매업","0","2364100863",
"330","후원방문판매업체","08_26_05_P","6530000","20216530000301000045","2021-11-16","","03","폐업","4","폐업","2024-12-09","","","","","","24869","강원특별자치도 속초시 조양동  ***번지 *호 설악빌리지 **동 ***호","강원특별자치도 속초시 청대마을길 *, **동 ***호(조양동, 설악빌리지)","","탑앤탑(TopnTop)","2024-12-19 00:00:00","U","2024-12-21 02:40:00","","337825.848716882","521677.060936449","후원방문판매업","0","8041002054",
"331","후원방문판매업체","08_26_05_P","6530000","20216530000301000046","2021-11-16","","03","폐업","4","폐업","2024-06-03","","","","","","24534","강원특별자치도 양구군 양구읍 상리 ***번지 **호","강원특별자치도 양구군 양구읍 해시계로 **","","인셀덤 채움대리점","2024-06-11 00:00:00","U","2024-06-13 02:40:00","","286739.626981062","511790.18422513","후원방문판매업","0","1962501716",
"332","후원방문판매업체","08_26_05_P","6530000","20216530000301000047","2021-11-16","","03","폐업","4","폐업","2022-09-01","","","","","","24416","강원특별자치도 춘천시 석사동  ***번지 *호 ***호","강원특별자치도 춘천시 스무숲*길 *, ***호(석사동)","","일리아나 뷰티","2022-09-05 00:00:00","I","2023-06-16 00:19:48","","265928.402789199","483188.990323974","후원방문판매업","0","5852501240",
"333","후원방문판매업체","08_26_05_P","6530000","20216530000301000048","2021-11-16","","03","폐업","4","폐업","2022-11-25","","","","","","24457","강원특별자치도 춘천시 칠전동  ***번지 *호","강원특별자치도 춘천시 칠전서길 **-**(칠전동)","","인셀덤유애대리점","2022-11-30 00:00:00","I","2023-06-16 00:19:48","","262721.08","482327.965","후원방문판매업","0","5010641340",
"334","후원방문판매업체","08_26_05_P","6530000","20216530000301000049","2021-11-16","","03","폐업","4","폐업","2024-06-03","","","","","","25599","강원특별자치도 강릉시 회산동  ***번지 *호 강릉서희스타힐스리버파크 ***동 ***호","강원특별자치도 강릉시 회산로 ***, ***동 ***호(회산동, 강릉서희스타힐스리버파크)","","인셀덤 에이스","2024-06-11 00:00:00","U","2024-06-13 02:40:00","","364367.521087094","472275.689444087","후원방문판매업","0","2391401768",
"335","후원방문판매업체","08_26_05_P","6530000","20216530000301000050","2021-12-15","","03","폐업","4","폐업","2022-11-01","","","","","","26377","강원특별자치도 원주시 호저면 만종리 ***번지 *호 만종대보아파트 가동 ***호","강원특별자치도 원주시 호저면 감박산길 *, 가동 *층 ***호(만종 대보아파트)","","뷰티헷세드22","2022-11-07 00:00:00","I","2023-06-16 00:19:48","","279679.306662369","428246.552029722","후원방문판매업","0","2390102530",
"336","후원방문판매업체","08_26_05_P","6530000","20216530000301000051","2021-12-15","","03","폐업","4","폐업","2022-11-07","","","","","","26481","강원특별자치도 원주시 명륜동  ***번지 *호","강원특별자치도 원주시 소방서길 *, *층(명륜동)","","슈가포맨인셀덤","2022-11-07 00:00:00","I","2023-06-16 00:19:48","","283726.094107731","425829.233878637","후원방문판매업","0","4210801712",
"337","후원방문판매업체","08_26_05_P","6530000","20216530000301000052","2021-12-15","","03","폐업","4","폐업","2023-07-03","","","","","","24151","강원특별자치도 화천군 사내면 사창리 ***번지 **호","강원특별자치도 화천군 사내면 솔대길 **-*","","인셀덤 화천본점","2024-07-26 00:00:00","U","2024-07-28 02:40:00","","245944.081678724","509347.914720152","후원방문판매업","0","6011121691",
"338","후원방문판매업체","08_26_05_P","6530000","20136530000301000050","2013-08-20","","03","폐업","4","폐업","2023-03-31","","","","0332628828","","24386","강원특별자치도 춘천시 석사동  ***번지 *호","강원특별자치도 춘천시 퇴계로 *** (석사동)","","뉴랜드알로에 춘천중부지사","2023-04-06 00:00:00","I","2023-06-16 00:19:48","","265015.004575747","484149.723458304","후원방문판매업","0","2230383930",
"339","후원방문판매업체","08_26_05_P","6530000","20206530000301000005","2020-02-28","","03","폐업","4","폐업","2020-10-20","","","","","","24383","강원특별자치도 춘천시 석사동  ***번지 **호","강원특별자치도 춘천시 후석로**번길 **-**, ***호 (석사동)","","인셀덤 춘천1호","2020-10-30 00:00:00","I","2023-06-16 00:19:48","","265236.808068532","484502.339536831","후원방문판매업","0","7061701008",
"340","후원방문판매업체","08_26_05_P","6530000","20206530000301000006","2020-03-05","","03","폐업","4","폐업","2021-04-30","","","","0336306740","","24763","강원특별자치도 고성군 토성면 인흥리 ***번지 *호","강원특별자치도 고성군 토성면 잼버리동로 ***","","주식회사 아젤리아","2021-05-18 00:00:00","I","2023-06-16 00:19:48","","334472.217302567","527754.114891642","후원방문판매업","0","",
"341","후원방문판매업체","08_26_05_P","6530000","20206530000301000007","2020-03-18","","03","폐업","4","폐업","2020-05-12","","","","","","24435","강원특별자치도 춘천시 온의동  ***번지 **호","강원특별자치도 춘천시 영서로 ****, *층 (온의동)","","아로마퀸","2020-05-13 00:00:00","I","2023-06-16 00:19:48","","263107.997009046","485126.693325955","후원방문판매업","0","8670800113",
"342","후원방문판매업체","08_26_05_P","6530000","20206530000301000008","2020-03-18","","03","폐업","4","폐업","2020-07-20","","","","","","","강원특별자치도 춘천시 동내면 거두리 ****번지 *호 춘천거두주공아파트 ***동 ****호","강원특별자치도 춘천시 동내면 거두택지길 **, ***동 ****호 (춘천거두주공아파트)","","인셀덤 수현점","2020-07-20 00:00:00","I","2023-06-16 00:19:48","","266828.063418008","484015.049994818","후원방문판매업","0","3201501135",
"343","후원방문판매업체","08_26_05_P","6530000","20206530000301000009","2020-03-18","","03","폐업","4","폐업","2021-11-01","","","","","","24355","강원특별자치도 춘천시 죽림동  **번지 *호 *층*블럭*호(제일백화점)","강원특별자치도 춘천시 약사고개길 **, *층*블럭*호 (죽림동)","","1인 기업시대","2021-11-04 00:00:00","I","2023-06-16 00:19:48","","263815.717679964","486351.132414808","후원방문판매업","0","1781001179",
"344","후원방문판매업체","08_26_05_P","6530000","20206530000301000013","2020-04-17","","03","폐업","4","폐업","2020-08-24","","","","","","25616","강원특별자치도 강릉시 입암동  ***번지 *호 금호어울림아파트 ***동 ****호","강원특별자치도 강릉시 성덕로 ***-**, ***동 ****호 (입암동, 금호어울림아파트)","","인셀덤 강릉점","2020-09-02 00:00:00","I","2023-06-16 00:19:48","","369046.172242648","474082.138193072","후원방문판매업","0","3272501116",
