"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"283","안경업","01_02_01_P","4211000","PHMB220024210020082200002","2002-12-26","","01","영업/정상","13","영업중","","","","","033-521-1311","","","강원특별자치도 동해시 쇄운동 33번지 4호","강원특별자치도 동해시 청운1길 48 (쇄운동)","25809","시선안경원","2019-09-09 14:10:21","I","2023-06-13 00:00:00","","386421.867941311","444713.384593609","1","1","1","1","1","1","10","1","1","36",
"284","안경업","01_02_01_P","4211000","PHMB220034210020082200001","2003-07-24","","01","영업/정상","13","영업중","","","","","033-531-8007","","240-809","강원특별자치도 동해시 천곡동 1061","강원특별자치도 동해시 대학로 16 (천곡동)","25768","아이스토리안경원","2011-11-11 16:09:25","I","2023-06-13 00:00:00","","386777.564549742","448726.86736624","0","0","0","0","0","0","0","0","0","0",
"285","안경업","01_02_01_P","4211000","PHMB220064210020082200001","2006-03-28","","01","영업/정상","13","영업중","","","","","033-531-5312","","240-814","강원특별자치도 동해시 부곡동 83번지","강원특별자치도 동해시 발한로 58 (부곡동)","25734","조은안경","2019-01-22 13:47:12","I","2023-06-13 00:00:00","","385789.029463436","450470.176293311","0","0","0","0","0","0","0","0","0","0",
"286","안경업","01_02_01_P","4211000","PHMB220094210020082200003","2009-09-12","","01","영업/정상","13","영업중","","","","","033-533-1010","","240-812","강원특별자치도 동해시 천곡동 863번지 외 1필지","강원특별자치도 동해시 한섬로 111-7 (천곡동)","25769","오렌즈동해점1001안경원","2015-12-24 17:30:01","I","2023-06-13 00:00:00","","386937.253114814","448759.41863459","2","2","4","2","2","2","1","1","2","111.6",
"287","안경업","01_02_01_P","4211000","PHMB220094210020082200002","2009-07-14","","01","영업/정상","13","영업중","","","","","033-531-7707","","","강원특별자치도 동해시 천곡동 847 동진빌딩","강원특별자치도 동해시 천곡로 86, 동진빌딩 1층 103호, 104호 (천곡동)","25769","다비치안경원","2025-04-10 08:55:51","U","2025-04-12 02:40:00","","386882.800600402","448900.802932947","2","2","2","2","1","1","1","2","3","372.97",
"288","안경업","01_02_01_P","4211000","PHMB220194210020082200001","2019-01-31","","01","영업/정상","13","영업중","","","","","521-7111","","","","강원특별자치도 동해시 효자로 687, 압구정김밥 1층 라호 (효가동)","25802","피카소안경원","2021-03-04 17:07:32","I","2023-06-13 00:00:00","","386471.871194586","445484.665279362","1","300","1","1","2","1","1","2","2","50",
"289","안경업","01_02_01_P","4211000","PHMB220174210020082200001","2017-04-11","","01","영업/정상","13","영업중","","","","","033-533-9595","","","","강원특별자치도 동해시 청운1길 29 (동회동, 대동,현대아파트 제상가동1층 제1029호,1030호,1031호)","25807","대동안경","2018-10-24 11:01:41","I","2023-06-13 00:00:00","","386177.814049483","444870.370953969","1","1","1","1","1","1","1","1","1","38.88",
"290","안경업","01_02_01_P","4211000","PHMB220244211036082200001","2024-04-15","","01","영업/정상","13","영업중","","","","","070-8844-5050","","","강원특별자치도 동해시 효가동 162-2","강원특별자치도 동해시 효자로 677, 1층 (효가동)","25803","으뜸50안경 동해점","2024-07-31 11:58:22","U","2024-08-02 02:40:00","","386371.930878309","445467.070287423","1","0","0","1","1","0","0","0","0","74.1",
"291","안경업","01_02_01_P","4221000","PHMB219964220024082200001","1996-06-04","","03","폐업","03","폐업","2020-02-12","","","","0335532833","","","","강원특별자치도 태백시 연지로 13 (황지동)","26007","안경매니져태백점","2020-02-12 14:55:00","I","2023-06-13 00:00:00","","376566.031913528","410004.734303787","1","1","1","1","1","1","1","1","1","0",
"292","안경업","01_02_01_P","4221000","PHMB219964220024082200002","1996-12-18","","03","폐업","03","폐업","2011-10-28","","","","033-553-4743","","235-010","강원특별자치도 태백시 황지동 1통 1반","","","아이안경원","2011-10-28 15:07:55","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"293","안경업","01_02_01_P","4221000","PHMB219914220024082200002","1991-08-05","","03","폐업","03","폐업","2013-05-06","","","","033-581-6030","","235-100","강원특별자치도 태백시 장성동 4통 3반","","","한양안경원","2013-12-03 10:05:08","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"294","안경업","01_02_01_P","4221000","PHMB220124220024082200001","2012-09-11","","03","폐업","03","폐업","2019-08-21","","","","","","","","강원특별자치도 태백시 고원로 39-1 (황지동)","26038","베스트안경원","2019-08-20 21:30:26","I","2023-06-13 00:00:00","","376550.806601794","408170.452312709","1","1","1","1","1","1","1","1","1","0",
"295","안경업","01_02_01_P","4221000","PHMB219914220024082200001","1991-08-05","","01","영업/정상","13","영업중","","","","","033-553-5525","","235-270","강원특별자치도 태백시 황지동 2통 6반","강원특별자치도 태백시 황지로 211 (황지동)","26007","한독안경원","2013-12-26 14:08:53","I","2023-06-13 00:00:00","","376464.293614875","410106.914736559","1","1","1","1","1","1","1","1","1","0",
"296","안경업","01_02_01_P","4221000","PHMB219984220024082200001","1998-11-19","","01","영업/정상","13","영업중","","","","","033-552-9060","","235-800","강원특별자치도 태백시 황지동 52번지 10호","강원특별자치도 태백시 황지로 115 (황지동)","26015","글라스스토리안경 태백점","2013-12-05 17:18:30","I","2023-06-13 00:00:00","","376840.097503897","409335.537707004","1","1","1","1","1","1","1","1","1","0",
"297","안경업","01_02_01_P","4221000","PHMB220044220024082200001","2004-05-11","","01","영업/정상","13","영업중","","","","","033-553-5080","","","강원특별자치도 태백시 황지동 39번지 59호 11통 2반","강원특별자치도 태백시 황지로 166 (황지동)","26011","아이스토리 안경 태백점","2016-12-02 10:54:45","I","2023-06-13 00:00:00","","376809.957774554","409803.356931293","1","1","1","1","1","1","1","1","1","0",
"298","안경업","01_02_01_P","4221000","PHMB220064220024082200001","2006-02-09","","01","영업/정상","13","영업중","","","","","033-553-2320","","","강원특별자치도 태백시 황지동 12-5","강원특별자치도 태백시 황지로 184, 씨채널 안경원 (황지동)","26011","씨채널안경체인태백점","2024-12-30 17:51:35","U","2025-01-01 02:40:00","","376687.456942045","409925.607854883","1","1","1","1","1","1","1","1","1","0",
"299","안경업","01_02_01_P","4221000","PHMB220084220024082200001","2008-09-12","","01","영업/정상","13","영업중","","","","","033-554-4677","","","","강원특별자치도 태백시 굴거랑길 8, 육성2차임대아파트 (화전동)","26003","카페안경(by Seechannel)","2020-12-23 14:53:42","I","2023-06-13 00:00:00","","374047.249958826","412813.244577448","1","1","1","1","1","1","1","1","1","0",
"300","안경업","01_02_01_P","4221000","PHMB220114220024082200001","2011-01-26","","01","영업/정상","13","영업중","","","","","553-0220","","235-801","강원특별자치도 태백시 황지동  253-48","강원특별자치도 태백시 황지연못길 18 (황지동)","26008","밝은눈안경원","2013-12-26 14:04:26","I","2023-06-13 00:00:00","","376735.321410938","409809.155951417","1","5","2","1","2","2","1","1","1","52",
"301","안경업","01_02_01_P","4221000","PHMB220204220024082200002","2017-11-08","","01","영업/정상","13","영업중","","","","","","","","","강원특별자치도 태백시 대학길 54 (황지동)","26034","새로안안경","2020-06-02 15:10:57","I","2023-06-13 00:00:00","","375871.17232934","408251.775464252","1","1","1","1","1","1","1","2","2","66",
"302","안경업","01_02_01_P","4221000","PHMB220204220024082200001","2015-04-01","","01","영업/정상","13","영업중","","","","","0335532833","","","강원특별자치도 태백시 황지동 265-46","강원특별자치도 태백시 연지로 17 (황지동)","26026","안경매니져","2025-06-23 15:22:55","U","2025-06-25 02:40:00","","376583.149835195","410032.237410326","1","1","1","1","1","1","1","1","1","79.4",
"303","안경업","01_02_01_P","4231000","PHMB220194230018082200002","2019-04-03","","03","폐업","03","폐업","2020-10-26","","","","033-636-3370","","","","강원특별자치도 속초시 중앙로 24 (교동)","24854","베스트안경","2020-10-26 11:17:58","I","2023-06-13 00:00:00","","338333.236915544","522913.917298131","1","1","1","1","1","1","1","1","1","0",
"304","안경업","01_02_01_P","4231000","PHMB219864230018082200001","1986-11-12","","03","폐업","03","폐업","2017-12-26","","","","033-633-2804","","","강원특별자치도 속초시 금호동","강원특별자치도 속초시 중앙로 119 (금호동)","24835","미도안경원","2017-12-26 11:53:58","I","2023-06-13 00:00:00","","339122.172103121","523365.30165199","1","1","1","1","1","1","1","1","1","0",
"305","안경업","01_02_01_P","4231000","PHMB219984230018082200001","2013-02-01","","03","폐업","03","폐업","2013-02-01","","","","033-633-8877","","217-050","강원특별자치도 속초시 청학동 644-33","","","안경나라","2013-02-01 14:16:26","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"306","안경업","01_02_01_P","4231000","PHMB219984230018082200002","1998-05-01","","03","폐업","03","폐업","2010-04-13","","","","033-636-4881","","217-060","강원특별자치도 속초시 교동 804-117","","","080안경원","2013-06-17 17:01:40","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"307","안경업","01_02_01_P","4231000","PHMB220024230018082200001","2002-03-05","","03","폐업","03","폐업","2015-10-21","","","","033-636-4778","","217-040","강원특별자치도 속초시 금호동 479-25","","","불란서안경원","2015-10-21 09:57:21","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"308","안경업","01_02_01_P","4231000","PHMB220024230018082200002","2002-10-10","","03","폐업","03","폐업","2013-07-04","","","","033-636-3310","","217-080","강원특별자치도 속초시 조양동 1498-2","","","D-마트안경원","2013-07-04 09:45:29","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"309","안경업","01_02_01_P","4231000","PHMB220034230018082200002","2003-04-24","","03","폐업","03","폐업","2013-06-28","","","","033-638-8003","","217-040","강원특별자치도 속초시 금호동 473-17","","","참좋은안경","2013-06-28 09:25:37","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"310","안경업","01_02_01_P","4231000","PHMB220034230018082200003","2003-11-13","","03","폐업","03","폐업","2019-03-31","","","","033-636-9200","","","","강원특별자치도 속초시 설악금강대교로 12, E마트 (청호동)","24885","아이포커스","2019-05-11 12:12:13","I","2023-06-13 00:00:00","","339761.153723826","522089.806016399","1","1","1","1","1","1","1","1","1","0",
"311","안경업","01_02_01_P","4231000","PHMB220074230018082200001","2007-04-11","","03","폐업","03","폐업","2021-07-05","","","","","","","","강원특별자치도 속초시 중앙로 39(교동)","24835","글라스 스토리","2021-07-05 12:58:58","I","2023-06-13 00:00:00","","338416.34896591","523075.32324117","1","1","1","1","1","1","1","1","1","0",
"312","안경업","01_02_01_P","4231000","PHMB220084230018082200001","2008-07-01","","03","폐업","03","폐업","2018-07-31","","","","","","","","강원특별자치도 속초시 동해대로 4024, 제일프라자 107호 (조양동)","24872","010안경원","2018-07-31 16:11:52","I","2023-06-13 00:00:00","","339623.798653472","522007.571747617","1","1","1","1","1","1","1","1","1","0",
"313","안경업","01_02_01_P","4231000","PHMB220104230018082200002","2010-09-08","","03","폐업","03","폐업","2025-02-13","","","","033-633-5454","","","","강원특별자치도 속초시 청대로 347 (교동)","24863","아이센스 안경원","2025-02-13 10:08:56","U","2025-02-15 02:40:00","","337630.117437748","522791.03139868","2","2","3","1","1","1","1","1","2","42.1",
"314","안경업","01_02_01_P","4231000","PHMB220184230018082200002","2018-06-18","","01","영업/정상","13","영업중","","","","","033-636-0322","","","강원특별자치도 속초시 조양동 1528","강원특별자치도 속초시 선사로5길 9 (조양동)","24890","인 안경","2024-04-11 15:53:03","U","2024-04-13 02:40:00","","339343.870076083","521866.492664486","1","1","1","1","1","1","1","1","1","79.2",
"315","안경업","01_02_01_P","4231000","PHMB220134230018082200002","2013-09-02","","01","영업/정상","13","영업중","","","","","033-636-1001","","217-050","강원특별자치도 속초시 청학동 644번지 83호","강원특별자치도 속초시 중앙로 69 (청학동)","24835","오렌즈안경원","2013-12-11 16:09:36","I","2023-06-13 00:00:00","","338648.133601461","523259.638468641","1","1","1","1","1","1","1","1","1","99",
"316","안경업","01_02_01_P","4231000","PHMB220134230018082200001","2013-03-08","","01","영업/정상","13","영업중","","","","","033-636-1359","","","강원특별자치도 속초시 교동 645번지 45호","강원특별자치도 속초시 중앙로 57 (교동)","24835","다비치안경 속초중앙로점","2025-06-18 14:25:17","U","2025-06-20 02:40:00","","338542.512810702","523175.214642828","2","2","3","2","2","2","2","1","2","442.83",
"317","안경업","01_02_01_P","4231000","PHMB220194230018082200001","2019-02-26","","01","영업/정상","13","영업중","","","","","033-631-1088","","","강원특별자치도 속초시 청호동 1353-9","강원특별자치도 속초시 미리내길 12, 2층 (청호동)","24885","으뜸플러스안경 속초점","2023-01-20 10:16:58","I","2023-06-13 00:00:00","","339736.534836155","522180.963242925","1","1","1","1","1","1","1","2","2","96.56",
"318","안경업","01_02_01_P","4231000","PHMB220194230018082200003","2019-06-05","","01","영업/정상","13","영업중","","","","","033-638-2221","","","강원특별자치도 속초시 청호동 459번지 134호 E마트","강원특별자치도 속초시 설악금강대교로 12, E마트 (청호동)","24885","두쏠아이 속초 이마트점","2019-11-25 10:20:39","I","2023-06-13 00:00:00","","339761.153723826","522089.806016399","0","0","0","0","0","0","0","0","0","0",
