"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"16447","담배소매업","11_43_02_P","4231000","2005423005105600014","2005-03-02","","01","영업/정상","0","정상영업","","","","","033 6318868","","","강원특별자치도 속초시 교동 983번지 3호","강원특별자치도 속초시 동해대로 4213 (교동)","","속초양양축산업협동조합","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","338096.992049097","522523.256689887","","",
"16448","담배소매업","11_43_02_P","4231000","2005423005105600020","2005-03-25","","01","영업/정상","0","정상영업","","","","","033 6323526","","","강원특별자치도 속초시 영랑동 호 131-116","","","성민상점","2020-07-29 13:51:14","I","2023-06-13 00:00:00","","","","20050325","2009년11월법개정전자료",
"16449","담배소매업","11_43_02_P","4231000","2005423005105600024","2005-04-04","","01","영업/정상","0","정상영업","","","","","033 6330852","","","강원특별자치도 속초시 조양동 호 1500-12","","","D.C타이거","2025-01-14 11:33:13","U","2025-01-16 02:40:00","","","","20050404","2009년11월법개정전자료",
"16450","담배소매업","11_43_02_P","4231000","2010423006405600002","2010-08-23","","01","영업/정상","0","정상영업","","","","","0336365297","","217-130","강원특별자치도 속초시 장사동 632번지 175호","강원특별자치도 속초시 사진4길 47 (장사동)","","장흥슈퍼","2010-08-27 15:27:42","I","2023-06-13 00:00:00","","339052.197339058","525498.308852406","20100823","제7조의3제2항에따른경우",
"16451","담배소매업","11_43_02_P","4231000","2010423006405600006","2010-09-15","","01","영업/정상","0","정상영업","","","","","033-630-1500","","217-060","강원특별자치도 속초시 교동 673번지 1호","강원특별자치도 속초시 동해대로 4202 (교동)","217-060","속초농협하나로마트엑스포지점","2015-04-17 11:23:28","I","2023-06-13 00:00:00","","338253.717723804","522445.158586875","20100915","제7조의3제3항에따른경우",
"16452","담배소매업","11_43_02_P","4231000","2017423007805600007","2017-02-27","","01","영업/정상","0","정상영업","","","","","033-636-0776","","","","강원특별자치도 속초시 설악산로 470-2 (도문동)","24904","쉼터24편의점","2021-08-26 09:19:09","I","2023-06-13 00:00:00","","336325.170001937","519255.504291821","20170227","제7조의3제2항에따른경우",
"16453","담배소매업","11_43_02_P","4231000","2017423007805600008","2017-02-28","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 속초시 해오름로 200 (조양동)","24886","씨유속초해변점","2021-04-27 18:18:00","I","2023-06-13 00:00:00","","340181.879738231","522058.487593989","20170228","제7조의3제2항에따른경우",
"16454","담배소매업","11_43_02_P","4231000","2017423007805600009","2017-03-08","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 속초시 중앙로 263 (동명동)","24823","피바전자","2017-11-03 09:37:02","I","2023-06-13 00:00:00","","339718.687172227","524537.468944061","20170308","제7조의3제2항에따른경우",
"16455","담배소매업","11_43_02_P","4231000","2011423006405600001","2011-01-10","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 노학동 741-239","강원특별자치도 속초시 신흥1길 7 (노학동)","24859","인재개발교육원(국군복지단 강원동부지역본부)","2024-10-02 09:47:56","U","2024-10-04 02:40:00","","334995.09990676","522691.827557287","20110110","제7조의3제3항에따른경우",
"16456","담배소매업","11_43_02_P","4231000","2017423007805600021","2017-05-31","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 속초시 중앙로82번길 16 (청학동)","24837","로데오마트","2017-05-31 12:02:09","I","2023-06-13 00:00:00","","338765.985393587","523176.483180636","20170531","제7조의3제2항에따른경우",
"16457","담배소매업","11_43_02_P","4231000","2017423007805600022","2017-05-31","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 속초시 조양로 111, 나동 101호 (조양동)","24897","가온조명&가온ENG","2017-05-31 11:58:56","I","2023-06-13 00:00:00","","339087.872189764","521633.449780783","20170531","제7조의3제2항에따른경우",
"16458","담배소매업","11_43_02_P","4231000","2011423006405600005","2011-02-07","","01","영업/정상","0","정상영업","","","","","","","217-030","강원특별자치도 속초시 중앙동 475번지 18호","강원특별자치도 속초시 중앙로 153 (중앙동)","","코리아화장품","2023-03-31 15:47:02","I","2023-06-13 00:00:00","","339332.151309146","523599.912603472","20110207","제7조의3제2항에따른경우",
"16459","담배소매업","11_43_02_P","4231000","2017423007805600033","2017-07-20","","01","영업/정상","0","정상영업","","","","","02-1577-0711","","","","강원특별자치도 속초시 대포항길 186, 콘도동 지하1층 (대포동, 롯데리조트속초)","24900","(주)코리아세븐 속초롯데리조트점","2017-07-20 16:58:56","I","2023-06-13 00:00:00","","341191.300260595","520960.677589006","20170720","제7조의3제2항에따른경우",
"16460","담배소매업","11_43_02_P","4231000","2017423007805600034","2017-08-08","","01","영업/정상","0","정상영업","","","","","033-638-8245","","","","강원특별자치도 속초시 동해대로 4266 (교동)","24852","속초교동식자재마트","2017-08-17 16:59:55","I","2023-06-13 00:00:00","","337870.812833234","522852.801091666","20170808","제7조의3제3항에따른경우",
"16461","담배소매업","11_43_02_P","4231000","2017423007805600035","2017-08-29","","01","영업/정상","0","정상영업","","","","","033-638-7060","","","","강원특별자치도 속초시 새마을길 62 (조양동)","24888","씨유 속초비치센터","2017-08-30 09:06:21","I","2023-06-13 00:00:00","","340541.542168039","521591.057210622","20170829","제7조의3제3항에따른경우",
"16462","담배소매업","11_43_02_P","4231000","2017423007805600036","2017-09-07","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 속초시 온정로 8, 1층 101호, 102호 (조양동, 조양주공1단지아파트)","24896","씨유속초1주공점","2017-09-14 15:06:31","I","2023-06-13 00:00:00","","339499.375187383","521409.332960738","20170907","제7조의3제2항에따른경우",
"16463","담배소매업","11_43_02_P","4231000","2017423007805600037","2017-09-19","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 속초시 해오름로 61 (대포동)","24900","지에스(GS)25속초외옹치점","2022-06-16 16:56:08","I","2023-06-13 00:00:00","","340877.406569748","520954.235229263","20170919","제7조의3제2항에따른경우",
"16464","담배소매업","11_43_02_P","4231000","2017423007805600040","2017-10-11","","01","영업/정상","0","정상영업","","","","","","","","","강원특별자치도 속초시 설악산로 998, 부속동 1층 (설악동)","24903","세븐일레븐 설악켄싱턴호텔점","2017-10-12 09:20:24","I","2023-06-13 00:00:00","","331248.140458811","519962.850920199","20171011","제7조의3제2항에따른경우",
"16465","담배소매업","11_43_02_P","4231000","2000423004305600222","1980-12-20","","01","영업/정상","0","정상영업","","","","","033 6326218","","","강원특별자치도 속초시 교동 482-299","강원특별자치도 속초시 청학로 3-11 (교동)","24836","근철슈퍼","2023-05-17 15:29:05","I","2023-06-13 00:00:00","","338630.057620554","523156.976914202","19801220","2009년11월법개정전자료",
"16466","담배소매업","11_43_02_P","4231000","2000423004305600238","1997-04-10","","01","영업/정상","0","정상영업","","","","","033 6322467","","","강원특별자치도 속초시 동명동 261번지 11호 10통 3반","강원특별자치도 속초시 장안로 15 (동명동)","","시외버스터미널구내","2020-07-29 14:35:11","I","2023-06-13 00:00:00","","339287.227450414","524363.397782688","19970410","2009년11월법개정전자료",
"16467","담배소매업","11_43_02_P","4231000","2000423004305600245","1998-12-07","","01","영업/정상","0","정상영업","","","","","033 6361520","","","강원특별자치도 속초시 설악동 145번지 1호","강원특별자치도 속초시 설악산로 1065 (설악동)","","옹달샘휴게소","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","330570.780475117","519853.614509589","","",
"16468","담배소매업","11_43_02_P","4231000","2012423006405600016","2012-04-12","","01","영업/정상","0","정상영업","","","","","033-635-2882","","","","강원특별자치도 속초시 조양로21번길 6 (조양동)","217-080","대동농수산물유통(주)","2012-04-12 15:46:57","I","2023-06-13 00:00:00","","339894.34064812","521554.277480133","20120412","제7조의3제3항에따른경우",
"16469","담배소매업","11_43_02_P","4231000","2018423007805600037","2018-10-30","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 동명동 450번지 56호","강원특별자치도 속초시 장안로 27-1 (동명동)","24823","이마트24 속초동명점","2020-07-29 11:06:03","I","2023-06-13 00:00:00","","339408.66623405","524333.04263389","20181030","제7조의3제3항에따른경우",
"16470","담배소매업","11_43_02_P","4231000","2018423007805600038","2018-11-20","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 조양동 1516번지","강원특별자치도 속초시 선사로5길 29 (조양동)","24890","GS25 속초선사로점","2019-01-07 10:01:52","I","2023-06-13 00:00:00","","339140.915482701","521861.242858264","20181120","제7조의3제2항에따른경우",
"16471","담배소매업","11_43_02_P","4231000","2018423007805600039","2018-11-26","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 교동 1030번지 씨티프라디움","강원특별자치도 속초시 미시령로 3307, 101호 (교동, 씨티프라디움)","24819","GS25 속초시티프라디움점","2020-12-29 12:59:24","I","2023-06-13 00:00:00","","337374.097244971","523668.953599935","20181126","제7조의3제2항에따른경우",
"16472","담배소매업","11_43_02_P","4231000","2018423007805600041","2018-12-07","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 대포동 350번지 4호","강원특별자치도 속초시 방축길 217-1 (대포동)","24902","대포슈퍼할인마트","2018-12-06 17:19:08","I","2023-06-13 00:00:00","","340516.985179468","520157.039129657","20181207","제7조의3제2항에따른경우",
"16473","담배소매업","11_43_02_P","4231000","2018423007805600035","2018-10-16","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 영랑동 131번지 145호","강원특별자치도 속초시 영랑해안1길 12 (영랑동)","24811","이마트24 속초영랑해안길점","2018-11-15 15:56:26","I","2023-06-13 00:00:00","","339820.9778925","524713.703839466","20181016","제7조의3제2항에따른경우",
"16474","담배소매업","11_43_02_P","4231000","2001423004305600865","2001-12-20","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 교동 654번지 21  호","강원특별자치도 속초시 교동로 36 (교동)","","정화슈퍼","2021-08-26 10:08:30","I","2023-06-13 00:00:00","","338241.546504475","523331.535925411","20011220","2009년11월법개정전자료",
"16475","담배소매업","11_43_02_P","4231000","2012423006405600042","2012-07-10","","01","영업/정상","0","정상영업","","","","","033-635-2370","","","강원특별자치도 속초시 대포동 421번지 31호 4통 4반","강원특별자치도 속초시 대포항길 59 (대포동)","24901","대포상정","2021-08-26 09:26:36","I","2023-06-13 00:00:00","","340758.287185931","520393.552326802","20120710","제7조의3제2항에따른경우",
"16476","담배소매업","11_43_02_P","4231000","2019423009305600016","2019-03-28","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 동명동 383번지","강원특별자치도 속초시 중앙로 216 (동명동)","24824","속초항점 세븐일레븐","2019-03-28 15:43:34","I","2023-06-13 00:00:00","","339482.456562228","524171.647560149","20190328","제7조의3제2항에따른경우",
"16477","담배소매업","11_43_02_P","4231000","2019423009305600020","2019-04-29","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 속초시 교동 658번지 65호","강원특별자치도 속초시 교동로 10 (교동)","24835","씨유 속초교동사거리점","2019-04-29 18:19:59","I","2023-06-13 00:00:00","","338325.086525035","523102.993141132","20190429","제7조의3제2항에따른경우",
