"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"6427","미용업","05_18_01_P","4191000","4191000-212-2016-00005","2016-02-25","","03","폐업","02","폐업","2018-04-06","","","","","32.40","","강원특별자치도 원주시 관설동 1718-14 1층","강원특별자치도 원주시 단관초교길 30-12 (관설동, 1층)","26472","최시현스킨케어","2018-09-19 10:45:28","I","2023-06-13 00:00:00","피부미용업","285302.583506537","424259.649654173","피부미용업","4","0","1","1","0","0","2","","","","임대","0","0","0","N",
"6428","미용업","05_18_01_P","4191000","4191000-212-2016-00007","2016-04-05","","03","폐업","02","폐업","2018-04-16","","","","033 7339199","16.38","","강원특별자치도 원주시 단계동 807","강원특별자치도 원주시 백간길 49, 1층 105호 (단계동, 단계롯데아파트상가)","26410","비비에스떼","2018-04-16 13:47:31","I","2023-06-13 00:00:00","피부미용업","282236.430167486","428286.543171374","피부미용업","2","1","1","1","0","0","2","","","","임대","0","0","2","N",
"6429","미용업","05_18_01_P","4191000","4191000-212-2016-00008","2016-04-06","","03","폐업","02","폐업","2020-04-01","","","","033  7440852","188.45","","강원특별자치도 원주시 단계동 865-5","강원특별자치도 원주시 봉화로 16, 5층 501호 (단계동)","26436","휴앤진(단계점)","2020-04-01 14:49:04","I","2023-06-13 00:00:00","피부미용업","282230.361245633","427508.525261734","피부미용업","5","1","5","5","0","0","13","","","","임대","0","0","13","Y",
"6430","미용업","05_18_01_P","4191000","4191000-212-2016-00009","2016-04-14","","03","폐업","02","폐업","2020-10-26","","","","033 733 0153","245.92","","강원특별자치도 원주시 무실동 1850-6 센트럴프라자2, 지상6층 601,602호","강원특별자치도 원주시 능라동길 72, 지상6층 601,602호 (무실동, 센트럴프라자2)","26392","휴테라피","2020-10-26 13:13:49","I","2023-06-13 00:00:00","피부미용업","282324.406280238","426124.001794036","피부미용업","7","2","6","6","0","0","0","","","","임대","0","0","13","N",
"6431","미용업","05_18_01_P","4191000","4191000-213-2020-00032","2020-12-28","","03","폐업","02","폐업","2023-06-26","","","","","35.34","","강원특별자치도 원주시 일산동 355-5","강원특별자치도 원주시 무실로 118-1 (일산동)","26434","nunnun:눈눈","2023-06-26 10:30:14","U","2023-06-28 02:40:00","메이크업업","283460.174576183","427322.420184821","종합미용업","3","0","1","1","0","0","0","","","","","0","0","2","N",
"6432","미용업","05_18_01_P","4191000","4191000-213-2021-00002","2021-01-08","","03","폐업","02","폐업","2021-05-06","","","","","58.50","","강원특별자치도 원주시 무실동 1833-13","강원특별자치도 원주시 봉바위길 36, 1층 (무실동)","26393","씨스터살롱","2021-05-06 15:28:22","I","2023-06-13 00:00:00","네일아트업","282519.348457714","425938.725883272","종합미용업","0","0","1","1","0","0","2","","","","임대","0","0","2","N",
"6433","미용업","05_18_01_P","4191000","4191000-213-2021-00003","2021-02-23","","03","폐업","02","폐업","2021-05-18","","","","","24.84","","강원특별자치도 원주시 지정면 가곡리 1386-2","강원특별자치도 원주시 지정면 신지정로 187, 1층","26354","페브(Feb24)","2021-05-18 17:24:32","I","2023-06-13 00:00:00","기타","277519.447882051","430536.707791305","종합미용업","2","0","1","1","0","0","2","","","","","0","0","1","N",
"6434","미용업","05_18_01_P","4201000","4201000-204-2001-00032","2001-05-02","","03","폐업","02","폐업","2019-04-19","","","","033 6472879","12.00","","강원특별자치도 강릉시 옥천동 280-11","강원특별자치도 강릉시 옥가로19번길 10 (옥천동)","25551","조화미용실","2019-04-19 15:10:20","I","2023-06-13 00:00:00","일반미용업","367209.855200723","474576.483711064","미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"6435","미용업","05_18_01_P","4251000","4251000-211-2015-00002","2015-08-17","","03","폐업","02","폐업","2018-05-11","","","","","58.61","","강원특별자치도 홍천군 홍천읍 진리 98-3 1층","","","물음표","2018-05-14 09:30:09","I","2023-06-13 00:00:00","일반미용업","278304.201780431","465772.141376577","일반미용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"6436","미용업","05_18_01_P","4191000","4191000-212-2022-00027","2022-07-20","","03","폐업","02","폐업","2024-05-02","","","","","94.86","","강원특별자치도 원주시 무실동 1677-6","강원특별자치도 원주시 섬밭들1길 2-5, 1층 (무실동)","26385","미묘하다","2024-05-02 16:21:19","U","2024-05-04 02:40:00","피부미용업","281509.214386155","426185.306890785","피부미용업","3","0","1","0","0","0","8","","","","임대","1","0","2","N",
"6437","미용업","05_18_01_P","4191000","4191000-212-2022-00028","2022-08-12","","03","폐업","02","폐업","2024-12-30","","","","","5.55","","강원특별자치도 원주시 중앙동 57 자유시장","강원특별자치도 원주시 중앙시장길 11, 39-1호 (중앙동, 자유시장)","26428","피치스킨","2024-12-30 13:08:49","U","2025-01-01 02:40:00","피부미용업","284005.234706843","428073.8236109","피부미용업","2","0","2","2","0","0","1","","","","임대","0","0","1","N",
"6438","미용업","05_18_01_P","4191000","4191000-213-2018-00006","2018-03-21","","03","폐업","02","폐업","2018-04-02","","","","","0.00","","강원특별자치도 원주시 명륜동 834-8","강원특별자치도 원주시 남원로469번길 13-2, 지상1층 (명륜동)","26482","스킨나우","2018-04-02 14:57:39","I","2023-06-13 00:00:00","피부미용업","283414.041172344","425479.635447096","종합미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"6439","미용업","05_18_01_P","4191000","4191000-215-2022-00010","2022-04-13","","03","폐업","02","폐업","2024-02-21","","","","","33.00","","강원특별자치도 원주시 지정면 가곡리 1470-1 원주기업도시 유보라 아이비파크 2단지","강원특별자치도 원주시 지정면 조엄로 397, 214동 102호 (원주기업도시 유보라 아이비파크 2단지)","26346","모브네일","2024-02-21 09:09:37","U","2024-02-23 02:40:00","네일아트업","276963.715257045","430755.346295523","네일미용업","2","0","1","1","0","0","2","","","","임대","0","0","0","N",
"6440","미용업","05_18_01_P","4191000","4191000-213-2018-00022","2018-10-04","","03","폐업","02","폐업","2020-05-14","","","","","15.20","","강원특별자치도 원주시 단계동 807 단계롯데아파트","강원특별자치도 원주시 백간길 49, 1층 105호 (단계동, 단계롯데아파트)","26410","비비헤어코디","2020-05-14 17:49:04","I","2023-06-13 00:00:00","일반미용업","282236.430167486","428286.543171374","종합미용업","2","1","1","1","0","0","2","","","","임대","1","0","0","N",
"6441","미용업","05_18_01_P","4191000","4191000-213-2018-00023","2018-11-05","","03","폐업","02","폐업","2018-12-26","","","","","66.42","","강원특별자치도 원주시 단구동 1556-3 1층","강원특별자치도 원주시 남원로442번길 44, 1층 (단구동)","26483","케어셀라단구점","2018-12-26 10:56:22","I","2023-06-13 00:00:00","기타","283644.018439959","425045.053906276","종합미용업","3","0","1","1","0","0","10","","","","임대","3","0","1","N",
"6442","미용업","05_18_01_P","4191000","4191000-213-2018-00024","2018-11-14","","03","폐업","02","폐업","2024-12-09","","","","","23.90","","강원특별자치도 원주시 단계동 853-1 이룸레지던스","강원특별자치도 원주시 북원로 2235-12, 이룸레지던스 1층 112호 (단계동)","26436","미림헤어샵","2024-12-09 09:25:57","U","2024-12-11 02:40:00","일반미용업","282400.45","427505.14","종합미용업","12","4","1","1","0","0","2","","","","임대","0","0","0","N",
"6443","미용업","05_18_01_P","4191000","4191000-213-2018-00025","2018-12-31","","03","폐업","02","폐업","2021-02-01","","","","","12.72","","강원특별자치도 원주시 원동 180-2","강원특별자치도 원주시 일산로 73, 3층 (원동)","26431","김쌤헤어샵","2021-02-01 13:43:20","I","2023-06-13 00:00:00","일반미용업","284191.15976133","427521.653384264","종합미용업","5","1","3","3","0","0","2","","","","임대","0","0","0","N",
"6444","미용업","05_18_01_P","4191000","4191000-213-2019-00001","2019-01-10","","03","폐업","02","폐업","2023-04-11","","","","","8.20","","강원특별자치도 원주시 문막읍 동화리 1543 문막현진아파트","강원특별자치도 원주시 문막읍 왕건로 75, 문막현진아파트 2층 204호","26367","안나네일","2023-04-11 13:55:15","I","2023-06-13 00:00:00","네일아트업","273356.702064022","425187.979236116","종합미용업","3","1","2","2","0","0","1","","","","임대","1","0","1","N",
"6445","미용업","05_18_01_P","4191000","4191000-213-2019-00007","2019-02-07","","03","폐업","02","폐업","2025-01-09","","","","033745 4373","87.54","","강원특별자치도 원주시 단계동 856-1","강원특별자치도 원주시 천사로 50, 7층 (단계동)","26436","벤자롱스파아카데미","2025-01-09 16:44:03","U","2025-01-11 02:40:00","피부미용업","282420.098915424","427686.41771977","종합미용업","7","1","7","7","0","0","0","","","","임대","0","0","3","N",
"6446","미용업","05_18_01_P","4201000","4201000-204-2002-00089","2002-08-05","","03","폐업","02","폐업","2004-09-16","","","","033 6515939","38.00","","강원특별자치도 강릉시 포남동 1068-10","","","헤어파크","2003-07-01 00:00:00","I","2023-06-13 00:00:00","일반미용업","368270.636130117","476354.905183484","미용업","1","0","0","1","0","0","4","","","","","0","0","0","N",
"6447","미용업","05_18_01_P","4201000","4201000-204-2003-00001","2003-01-29","","03","폐업","02","폐업","2005-10-24","","","","033 6452605","26.44","","강원특별자치도 강릉시 성남동 50-5","","","고아라미용실","2003-04-22 00:00:00","I","2023-06-13 00:00:00","일반미용업","367424.029246485","474059.804782593","미용업","1","0","0","1","0","0","3","","","","","0","0","0","N",
"6448","미용업","05_18_01_P","4201000","4201000-204-2003-00004","2003-03-14","","03","폐업","02","폐업","2004-05-08","","","","033 6527531","0.00","","강원특별자치도 강릉시 포남동 1210-2","","","오픈헤어팀","2003-06-04 00:00:00","I","2023-06-13 00:00:00","일반미용업","368887.468407752","477087.275458871","미용업","1","1","0","0","0","0","4","","","","","0","0","0","N",
"6449","미용업","05_18_01_P","4201000","4201000-204-2003-00007","2003-03-27","","03","폐업","02","폐업","2005-10-14","","","","033 6617999","33.05","","강원특별자치도 강릉시 주문진읍 교항리 181-2","","","초이스머리마당","2003-04-17 00:00:00","I","2023-06-13 00:00:00","일반미용업","360561.65744891","489095.66526643","미용업","2","0","0","1","0","0","3","","","","","0","0","0","N",
"6450","미용업","05_18_01_P","4201000","4201000-204-2003-00008","2003-03-29","","03","폐업","02","폐업","2016-01-14","","","","033 6620553","17.40","","강원특별자치도 강릉시 주문진읍 주문리 829-63","강원특별자치도 강릉시 주문진읍 소돌안길 25","25404","갈색머리","2003-03-29 00:00:00","I","2023-06-13 00:00:00","일반미용업","360390.150103759","490832.039475693","미용업","1","0","0","1","0","0","0","","","","자가","0","0","0","N",
"6451","미용업","05_18_01_P","4201000","4201000-204-2003-00009","2003-04-08","","03","폐업","02","폐업","2005-01-27","","","","033 5340742","24.40","","강원특별자치도 강릉시 옥계면 현내리 362-26","","","숙헤어칼리지","2003-07-29 00:00:00","I","2023-06-13 00:00:00","일반미용업","379670.499566958","458309.909530203","미용업","1","0","0","1","0","0","3","","","","","0","0","0","N",
"6452","미용업","05_18_01_P","4201000","4201000-204-2003-00010","2003-04-11","","03","폐업","02","폐업","2008-04-22","","","","033 6428266","21.16","","강원특별자치도 강릉시 용강동 28-17","","","신세계머리나라","2006-04-07 00:00:00","I","2023-06-13 00:00:00","일반미용업","366625.121829559","474230.296351146","미용업","3","0","0","2","0","0","4","","","","","0","0","0","N",
"6453","미용업","05_18_01_P","4201000","4201000-204-2003-00011","2003-04-10","","03","폐업","02","폐업","2005-05-09","","","","033 6481789","0.00","","강원특별자치도 강릉시 노암동 402-23","","","용머리방","2003-04-15 00:00:00","I","2023-06-13 00:00:00","일반미용업","367678.252217858","473287.942584468","미용업","2","0","0","0","0","0","3","","","","","0","0","0","N",
"6454","미용업","05_18_01_P","4201000","4201000-204-2003-00012","2003-04-10","","03","폐업","02","폐업","2006-02-22","","","","033 6473068","0.00","","강원특별자치도 강릉시 교동 907-44","","","심윤서헤어샵","2003-07-29 00:00:00","I","2023-06-13 00:00:00","일반미용업","366669.792120442","474628.514561584","미용업","3","0","0","0","0","0","3","","","","","0","0","0","N",
"6455","미용업","05_18_01_P","4201000","4201000-204-2003-00013","2003-04-10","","03","폐업","02","폐업","2004-05-08","","","","033 6464423","0.00","","강원특별자치도 강릉시 옥천동 278-1","","","헤어뉴스","2003-04-12 00:00:00","I","2023-06-13 00:00:00","일반미용업","367242.295516403","474712.994884166","미용업","4","0","0","2","0","0","10","","","","임대","0","0","0","N",
"6456","미용업","05_18_01_P","4201000","4201000-204-2003-00015","2003-03-25","","03","폐업","02","폐업","2009-06-05","","","","033 6429830","0.00","","강원특별자치도 강릉시 노암동 312-10","","","쥬얼리헤어샵","2008-10-16 09:28:30","I","2023-06-13 00:00:00","일반미용업","367466.951283854","473440.431718512","미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"6457","미용업","05_18_01_P","4201000","4201000-204-2003-00016","2003-03-20","","03","폐업","02","폐업","2007-02-27","","","","033 6459086","0.00","","강원특별자치도 강릉시 포남동 1133-3","","","헤어하우스","2003-05-16 00:00:00","I","2023-06-13 00:00:00","일반미용업","367916.943736914","475102.614754634","미용업","1","1","0","1","0","0","4","","","","","0","0","0","N",
"6458","미용업","05_18_01_P","4201000","4201000-204-2003-00017","2003-03-18","","03","폐업","02","폐업","2011-07-22","","","","033 6537142","38.00","","강원특별자치도 강릉시 초당동 174-5 유화(아) 상가내","","","샬롬미용실","2003-04-14 00:00:00","I","2023-06-13 00:00:00","일반미용업","368546.239553082","477673.597054639","미용업","1","0","0","0","0","0","3","","","","","0","0","0","N",
