"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"2623","숙박업","03_11_03_P","4341000","4341000-214-2023-00003","2023-04-17","","01","영업/정상","01","영업","","","","","","525.63","","강원특별자치도 고성군 현내면 대진리 102","강원특별자치도 고성군 현내면 한나루로 145-1","24703","제비 102 펜션","2024-01-16 11:06:26","U","2024-01-18 02:40:00","숙박업(생활)","324148.015893926","556248.524516775","숙박업(생활)","5","0","2","5","0","0","0","7","","","","","0","0","N",
"2624","숙박업","03_11_03_P","4341000","4341000-214-2023-00004","2023-05-04","","01","영업/정상","01","영업","","","","","","466.77","","강원특별자치도 고성군 토성면 천진리 2-18","강원특별자치도 고성군 토성면 토성로 108-1, 쏠마린 펜션","24764","쏠마린 펜션","2024-02-15 10:42:19","U","2024-02-17 02:40:00","숙박업(생활)","336631.894185641","529199.299117232","숙박업(생활)","5","1","1","5","0","0","0","7","","","","","0","0","N",
"2625","숙박업","03_11_03_P","4341000","4341000-214-2022-00010","2022-12-26","","01","영업/정상","01","영업","","","","","","158.88","","강원특별자치도 고성군 거진읍 거진리 148-54","강원특별자치도 고성군 거진읍 거탄진로 166","24713","다온 하우스","2023-05-18 10:03:17","I","2023-06-13 00:00:00","숙박업(생활)","327237.157128329","550475.613645344","숙박업(생활)","3","1","2","2","0","0","4","0","","","","","0","0","N",
"2626","숙박업","03_11_03_P","4341000","4341000-214-2020-00002","2020-01-03","","01","영업/정상","01","영업","","","","","","447.58","","강원특별자치도 고성군 토성면 용암리 147-38","강원특별자치도 고성군 토성면 용암길 120-25","24759","티티펜션","2021-06-10 15:49:13","I","2023-06-13 00:00:00","숙박업(생활)","334223.952635496","530086.100055214","숙박업(생활)","3","0","1","3","0","0","0","3","","","","자가","0","0","N",
"2627","숙박업","03_11_03_P","4341000","4341000-201-1998-00003","1998-11-16","","01","영업/정상","01","영업","","","","","033 6328803","725.49","","강원특별자치도 고성군 죽왕면 공현진리 1-2","강원특별자치도 고성군 죽왕면 공현진해변길 111","24745","옵바위 호텔","2020-07-06 11:12:39","I","2023-06-13 00:00:00","여관업","331829.100087039","540427.658597478","여관업","0","0","0","0","0","0","0","23","","","","","0","0","N",
"2628","숙박업","03_11_03_P","4341000","4341000-214-1991-00001","1991-07-29","","01","영업/정상","01","영업","","","","","033 635 8311","6796.81","","강원특별자치도 고성군 토성면 원암리 403-1","강원특별자치도 고성군 토성면 미시령옛길 1153","24768","소노벨 델피노","2025-05-09 13:13:58","U","2025-05-11 02:40:00","휴양콘도미니엄업","330773.968639857","524312.561018691","휴양콘도미니엄업","0","0","0","0","0","0","298","385","","","","","0","0","N",
"2629","숙박업","03_11_03_P","4341000","4341000-201-2020-00001","2020-06-29","","01","영업/정상","01","영업","","","","","","185.19","","강원특별자치도 고성군 토성면 아야진리 226","강원특별자치도 고성군 토성면 아야진해변길 167","24756","시크릿블루 펜션","2025-04-18 13:12:27","U","2025-04-20 02:40:00","숙박업 기타","335666.76391876","531589.644122349","숙박업 기타","0","0","0","0","0","0","0","6","","","","","0","0","N",
"2630","숙박업","03_11_03_P","4341000","4341000-214-2024-00004","2024-07-26","","01","영업/정상","01","영업","","","","","","29862.00","","강원특별자치도 고성군 죽왕면 문암진리 186-11","강원특별자치도 고성군 죽왕면 천학정길 61","24752","헤이블랑","2024-10-02 11:40:38","U","2024-10-04 02:40:00","숙박업(생활)","335291.5273511","533420.412060353","숙박업(생활)","4","1","1","4","0","0","0","4","","","","임대","0","0","N",
"2631","숙박업","03_11_03_P","4341000","4341000-214-2024-00001","2024-06-03","","01","영업/정상","01","영업","","","","","","505.87","","강원특별자치도 고성군 토성면 천진리 178-1","강원특별자치도 고성군 토성면 천진해변길 7","24764","허니후니","2024-06-03 10:39:12","I","2024-06-05 00:14:21","숙박업(생활)","336468.402069322","529417.361100808","숙박업(생활)","4","0","2","4","0","0","0","6","","","","자가","0","0","N",
"2632","숙박업","03_11_03_P","4341000","4341000-214-2024-00003","2024-07-02","","01","영업/정상","01","영업","","","","","","1296.15","","강원특별자치도 고성군 토성면 봉포리 290-5 코스트하우스","강원특별자치도 고성군 토성면 토성로 92, 코스트하우스","24764","꼬뜨메종(COTE MAISON)","2024-10-07 12:02:53","U","2024-10-09 02:40:00","숙박업(생활)","336730.64230734","529096.196779452","숙박업(생활)","6","0","6","0","0","0","0","15","","","","자가","0","0","N",
"2633","숙박업","03_11_03_P","4341000","4341000-214-2025-00007","2025-10-20","","01","영업/정상","01","영업","","","","","","75.60","","강원특별자치도 고성군 죽왕면 가진리 7","강원특별자치도 고성군 죽왕면 가진길 22-5","24744","가진집","2025-10-20 14:29:57","I","2025-10-23 00:20:17","숙박업(생활)","331764.108814624","542154.067291998","숙박업(생활)","1","0","1","0","0","0","0","1","","","","자가","0","0","N",
"2634","숙박업","03_11_03_P","4341000","4341000-201-2024-00001","2024-01-31","","01","영업/정상","01","영업","","","","","","113.92","","강원특별자치도 고성군 거진읍 거진리 297-3","강원특별자치도 고성군 거진읍 벌평로 8, 2층","24716","향로장 여관","2024-01-31 15:20:42","I","2024-02-03 00:16:05","여관업","326831.715637368","550179.142910017","여관업","3","0","2","2","0","0","6","0","","","","임대","0","0","N",
"2635","숙박업","03_11_03_P","4341000","4341000-214-2025-00005","2025-09-25","","01","영업/정상","01","영업","","","","","","152.00","","강원특별자치도 고성군 죽왕면 문암진리 460-76 엣씨1204","강원특별자치도 고성군 죽왕면 자작도선사길 120, 엣씨1204","24752","엣씨1204","2025-09-25 16:08:01","I","2025-09-27 00:20:02","숙박업(생활)","334772.680903624","534912.471235464","숙박업(생활)","2","0","1","1","0","0","0","4","","","","","0","0","N",
"2636","숙박업","03_11_03_P","4341000","4341000-214-2025-00006","2025-09-30","","01","영업/정상","01","영업","","","","","","221.02","","강원특별자치도 고성군 현내면 마달리 165","강원특별자치도 고성군 현내면 마달2길 35","24701","현내면 마달리회","2025-10-29 09:28:17","U","2025-10-31 02:40:00","숙박업(생활)","321442.179147933","557173.045363015","숙박업(생활)","0","0","0","0","0","0","0","4","","","","","0","1","N",
"2637","숙박업","03_11_03_P","4341000","4341000-214-2025-00004","2025-07-28","","01","영업/정상","01","영업","","","","","","144.00","","강원특별자치도 고성군 토성면 천진리 1-6","강원특별자치도 고성군 토성면 토성로 111, 3층","24764","체리세이지","2025-08-25 16:40:32","U","2025-08-27 02:40:00","숙박업(생활)","336572.631035929","529209.336413841","숙박업(생활)","0","0","3","3","0","0","0","1","","","","","0","0","N",
"2638","숙박업","03_11_03_P","4341000","4341000-214-2025-00003","2025-07-15","","01","영업/정상","01","영업","","","","","","2503.61","","강원특별자치도 고성군 토성면 봉포리 40-28 선샤인비치","강원특별자치도 고성군 토성면 동해대로 4838, 선샤인비치","24765","선샤인비치","2025-07-23 10:29:30","U","2025-07-25 02:40:00","숙박업(생활)","337333.212174103","527992.417556666","숙박업(생활)","4","1","2","4","0","0","0","29","","","","임대","0","0","N",
"2639","숙박업","03_11_03_P","4341000","4341000-214-2025-00002","2025-06-23","","01","영업/정상","01","영업","","","","","","81.60","","강원특별자치도 고성군 죽왕면 가진리 495","강원특별자치도 고성군 죽왕면 가진길 32","24744","바다마루","2025-06-23 11:36:21","I","2025-06-25 00:20:02","숙박업(생활)","330795.105310822","541406.138095218","숙박업(생활)","2","0","1","0","0","0","2","1","","","","임대","0","0","N",
"2640","숙박업","03_11_03_P","4341000","4341000-214-2025-00001","2025-05-12","","01","영업/정상","01","영업","","","","","","287.38","","강원특별자치도 고성군 토성면 천진리 2-10 동해활어횟집","강원특별자치도 고성군 토성면 토성로 120, 동해활어횟집","24764","늘푸른하우스","2025-05-12 13:25:23","I","2025-05-14 00:20:35","숙박업(생활)","336548.838294542","529296.487337526","숙박업(생활)","0","0","0","0","0","0","0","8","","","","","0","0","N",
"2641","숙박업","03_11_03_P","4341000","4341000-201-2023-00001","2023-09-20","","01","영업/정상","01","영업","","","","","","416.86","","강원특별자치도 고성군 토성면 천진리 47","강원특별자치도 고성군 토성면 천진해변길 31","24764","피에이치31(PH31)","2023-09-20 17:15:40","I","2023-09-22 00:18:14","숙박업 기타","336410.889596508","529664.155610265","숙박업 기타","3","1","1","3","0","0","0","7","","","","","0","0","N",
"2642","숙박업","03_11_03_P","4341000","4341000-214-2024-00006","2024-11-22","","01","영업/정상","01","영업","","","","","","448.70","","강원특별자치도 고성군 죽왕면 문암진리 134-80","강원특별자치도 고성군 죽왕면 교암2길 61","24752","티박스","2024-11-22 14:36:32","I","2024-11-24 00:12:14","숙박업(생활)","335414.515222863","533601.944858326","숙박업(생활)","4","0","1","4","0","0","0","8","","","","자가","0","0","N",
"2643","숙박업","03_11_03_P","4341000","4341000-214-2024-00007","2024-12-24","","01","영업/정상","01","영업","","","","","","54.00","","강원특별자치도 고성군 죽왕면 공현진리 445-73","강원특별자치도 고성군 죽왕면 가진해변길 204-25","24745","던 하우스","2025-01-10 11:47:44","U","2025-01-12 02:40:00","숙박업(생활)","331419.211487003","541176.214344256","숙박업(생활)","1","0","1","0","0","0","0","1","","","","자가","0","0","N",
"2644","숙박업","03_11_03_P","4341000","4341000-201-2025-00001","2025-01-16","","01","영업/정상","01","영업","","","","","","253.48","","강원특별자치도 고성군 토성면 봉포리 166-4","강원특별자치도 고성군 토성면 토성로 55","24765","오십오","2025-01-16 13:41:56","I","2025-01-18 00:11:10","숙박업 기타","337008.172457115","528838.886753676","숙박업 기타","3","0","1","2","0","0","0","7","","","","자가","0","0","N",
"2645","숙박업","03_11_03_P","4351000","4351000-214-2023-00011","2023-08-14","","01","영업/정상","01","영업","","","","","","169.14","","강원특별자치도 양양군 현남면 지리 103-32","강원특별자치도 양양군 현남면 방축골길 15-7","25058","드루와 놀이터","2023-09-18 10:36:08","U","2023-09-20 02:40:00","숙박업(생활)","","","숙박업(생활)","2","0","1","2","0","0","0","6","","","","","0","0","N",
"2646","숙박업","03_11_03_P","4351000","4351000-201-2023-00007","2023-06-22","","01","영업/정상","01","영업","","","","","","689.40","","강원특별자치도 양양군 현북면 하광정리 381-0~2 A,B,C동","강원특별자치도 양양군 현북면 하조대2길 48-115, A,B,C동","25047","풀라운지 펜션&글램핑","2024-11-05 10:41:13","U","2024-11-07 02:40:00","숙박업 기타","","","숙박업 기타","1","0","0","0","0","0","0","21","","","","","0","0","N",
"2647","숙박업","03_11_03_P","4351000","4351000-201-2023-00008","2023-06-30","","01","영업/정상","01","영업","","","","","","953.24","","강원특별자치도 양양군 현남면 동산리 203-4","강원특별자치도 양양군 현남면 동산큰길 80","25053","인스턴트 호텔","2024-09-09 11:21:30","U","2024-09-11 02:40:00","관광호텔","354314.29023327","499080.662996906","관광호텔","5","1","1","5","0","0","0","9","","","","","0","0","N",
"2648","숙박업","03_11_03_P","4351000","4351000-214-2023-00010","2023-06-26","","01","영업/정상","01","영업","","","","","","2722.40","","강원특별자치도 양양군 서면 북평리 9-15 , 9-13, 9-65. 1,2,3단지","강원특별자치도 양양군 서면 곰밭길 242-6, 242-8, 242-10","25036","양양 솔바람스테이","2025-05-02 13:17:50","U","2025-05-04 02:40:00","숙박업(생활)","340993.433366272","508491.506298511","숙박업(생활)","4","0","1","4","0","0","42","0","","","","","0","0","N",
"2649","숙박업","03_11_03_P","4351000","4351000-201-2023-00006","2023-06-21","","01","영업/정상","01","영업","","","","","","159.21","","강원특별자치도 양양군 손양면 수산리 117-2","강원특별자치도 양양군 손양면 문화마을길 6","25042","요트랑","2025-10-23 09:38:37","U","2025-10-25 02:40:00","숙박업 기타","346440.87581034","509890.232961008","숙박업 기타","3","0","1","3","0","0","0","4","","","","","0","0","N",
"2650","숙박업","03_11_03_P","4351000","4351000-214-2002-00003","2002-10-28","","01","영업/정상","01","영업","","","","","033 6726727","299.58","","강원특별자치도 양양군 강현면 주청리 7-52","강원특별자치도 양양군 강현면 주청2길 28-1","25009","낙산크로바","2025-10-23 09:31:07","U","2025-10-25 02:40:00","숙박업(생활)","342880.922000712","513923.978844995","숙박업(생활)","3","0","0","3","0","0","5","5","","","","자가","0","0","N",
"2651","숙박업","03_11_03_P","4351000","4351000-201-2007-00017","2007-10-24","","01","영업/정상","01","영업","","","","","033 6703612","24975.39","","강원특별자치도 양양군 손양면 오산리 23-16","강원특별자치도 양양군 손양면 선사유적로 678","25042","(주)소노인터내셔널 쏠비치호텔","2025-05-07 16:11:45","U","2025-05-09 02:40:00","관광호텔","346016.137108715","510663.214814615","관광호텔","5","2","1","5","0","0","40","184","","","","자가","0","0","N",
"2652","숙박업","03_11_03_P","4351000","4351000-201-2023-00003","2023-04-18","","01","영업/정상","01","영업","","","","","","227.36","","강원특별자치도 양양군 현남면 인구리 635-4","강원특별자치도 양양군 현남면 인구길 56-2, 2층","25053","캡슐호텔양양","2023-04-18 11:29:35","I","2023-06-13 00:00:00","숙박업 기타","354706.120853773","497718.862329022","숙박업 기타","4","0","2","0","0","0","0","1","","","","","0","0","N",
