"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"1225","방문판매업","08_26_02_P","4191000","2012419020323200050","2011-03-29","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","1644-1337","","220-080","강원특별자치도 원주시 봉산동 ***번지 *호","강원특별자치도 원주시 봉산로 **-** (봉산동)","220-080","주식회사 에이치에스네트워크","2018-10-08 17:22:21","I","2023-06-13 00:00:00","","285277.797333274","427281.328012168","249975904","85297368","164678544","",
"1226","방문판매업","08_26_02_P","4191000","2012419020323200051","2012-09-26","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-737-2954","","","","강원특별자치도 원주시 천매봉길 ***-* (단구동)","220-090","네트워크아이","2015-11-25 10:02:43","I","2023-06-13 00:00:00","","283749.538363919","425460.390200677","0","0","0","",
"1227","방문판매업","08_26_02_P","4191000","2012419020323200053","2012-10-17","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","220-862","강원특별자치도 원주시 신림면 신림리 산 **번지","","","천삼본가 영농조합법인","2021-09-27 14:02:28","I","2023-06-13 00:00:00","","","","12010014700","22900","12009992200","",
"1228","방문판매업","08_26_02_P","4191000","2012419020323200055","2012-10-29","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","1599-5033","","","","강원특별자치도 원주시 구곡길 *-*, *층 (단구동)","220-090","주식회사 나노컴피플","2013-12-09 15:16:55","I","2023-06-13 00:00:00","","284057.894347609","424762.421739435","10010000","10000","10000000","",
"1229","방문판매업","08_26_02_P","4191000","2012419020323200056","2012-11-05","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-746-6023","","","","강원특별자치도 원주시 웃거름터길 ** (행구동)","220-160","치악산 건강 연수원","2015-01-06 17:08:58","I","2023-06-13 00:00:00","","289061.178974805","427769.01787622","0","0","0","",
"1230","방문판매업","08_26_02_P","4191000","2012419020323200059","2012-11-15","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 시청로 **, ***동 ***호 (명륜동, 동보노빌리티-*아파트)","220-778","제이케이모바일 (JK mobile)","2013-12-02 20:30:05","I","2023-06-13 00:00:00","","","","0","0","0","",
"1231","방문판매업","08_26_02_P","4191000","2012419020323200060","2012-11-20","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-743-0851","","","","강원특별자치도 원주시 판부면 매봉길 *-*, *층","220-910","명의 일라이트흙침대","2013-12-02 20:30:38","I","2023-06-13 00:00:00","","283395.28941378","424785.442962947","0","0","0","",
"1232","방문판매업","08_26_02_P","4191000","2015419024123200036","2015-05-12","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 장미공원길 **, ***호 (단계동)","220-938","바론컴퍼니","2018-01-26 14:44:39","I","2023-06-13 00:00:00","","282279.001468689","427568.366371032","0","0","0","",
"1233","방문판매업","08_26_02_P","4191000","2015419024123200038","2015-05-15","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 구곡길 ** (단구동)","220-944","원주시 관설 대리점","2015-10-28 10:27:02","I","2023-06-13 00:00:00","","283995.512422128","424801.148679848","0","0","0","",
"1234","방문판매업","08_26_02_P","4191000","2015419024123200039","2015-05-06","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 강변로 *** (단구동)","220-940","(주)웰니스랜드","2017-04-12 17:16:45","I","2023-06-13 00:00:00","","285348.742134123","425335.805227358","0","0","0","",
"1235","방문판매업","08_26_02_P","4191000","2015419024123200040","2015-05-26","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","02-2038-2505","","","","강원특별자치도 원주시 부론면 법후로 **","220-811","뉴카리온 주식회사","2021-09-27 14:02:07","I","2023-06-13 00:00:00","","267054.596551716","412516.702785319","942550080","412843296","529706784","",
"1236","방문판매업","08_26_02_P","4191000","2015419024123200042","2015-06-12","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","1899-3252","","","","강원특별자치도 원주시 평원로 ***, *층 (학성동)","220-963","주식회사 나눔","2016-12-29 14:30:46","I","2023-06-13 00:00:00","","283751.700972039","428585.854371054","0","0","500000","",
"1237","방문판매업","08_26_02_P","4191000","2015419024123200044","2015-07-07","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","0337357775","","","","강원특별자치도 원주시 북원로 ****, *층 (단계동, 한성프라자)","220-938","필그린 인카운터 에이스 지사","2015-10-28 10:16:44","I","2023-06-13 00:00:00","","282621.639328429","427486.879256124","0","0","0","",
"1238","방문판매업","08_26_02_P","4191000","2015419024123200046","2015-08-05","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","0337313220","","","","강원특별자치도 원주시 단구로 ***-* (명륜동)","26438","SM챔피언지사","2016-04-07 10:24:42","I","2023-06-13 00:00:00","","283460.295293619","426912.306912944","0","0","0","",
"1239","방문판매업","08_26_02_P","4191000","2015419024123200056","2015-12-04","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 원일로 ***, 사옥동 *층 (학성동, KT원주지사)","26413","케이스타","2018-08-30 10:11:48","I","2023-06-13 00:00:00","","283333.591272098","428912.293129558","0","0","0","",
"1240","방문판매업","08_26_02_P","4191000","2012419020323200061","2012-11-23","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-745-0054","","","","강원특별자치도 원주시 우무개로 ** (우산동)","220-130","참비모","2015-10-28 11:02:13","I","2023-06-13 00:00:00","","283079.786386352","429621.670408239","0","0","0","",
"1241","방문판매업","08_26_02_P","4191000","2012419020323200062","2012-12-03","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 행구로 **, *층 (개운동)","220-110","혜은이효소다이어트","2016-01-11 16:01:26","I","2023-06-13 00:00:00","","285142.326636194","427015.124135401","0","0","0","",
"1242","방문판매업","08_26_02_P","4191000","2012419020323200063","2012-12-11","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-731-4661","","220-100","강원특별자치도 원주시 단계동 ***번지","강원특별자치도 원주시 이화*길 **-** (단계동)","","치악녹즙 (풀무원녹즙 원주특판)","2015-10-28 10:59:33","I","2023-06-13 00:00:00","","282573.272126709","426757.360078793","0","0","0","",
"1243","방문판매업","08_26_02_P","4191000","2012419020323200065","2012-12-06","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","220-806","강원특별자치도 원주시 문막읍 문막리 ***번지 *호","강원특별자치도 원주시 문막읍 문막시장*길 **","220-806","보령상사","2013-12-09 15:16:15","I","2023-06-13 00:00:00","","272368.765666667","423084.645666666","0","0","0","",
"1244","방문판매업","08_26_02_P","4191000","2013419020323200004","2013-01-28","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 문막읍 건등로 **","220-800","주식회사 아랜디코스메틱","2015-01-06 17:08:34","I","2023-06-13 00:00:00","","272672.764291095","423900.136719942","0","0","0","",
"1245","방문판매업","08_26_02_P","4191000","2013419020323200006","2013-03-11","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 천매봉길 **-* (단구동)","220-090","IS정보통신","2015-01-06 17:08:12","I","2023-06-13 00:00:00","","283540.790741598","424915.932033594","0","0","0","",
"1246","방문판매업","08_26_02_P","4191000","2013419020323200008","2013-03-14","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-743-7983","","","","강원특별자치도 원주시 문막읍 왕건로 **, ***동 ***호 (부영아파트)","220-800","허벌라이프 문막점","2013-12-02 20:30:22","I","2023-06-13 00:00:00","","273511.362744973","425197.425551055","0","0","0","",
"1247","방문판매업","08_26_02_P","4191000","2013419020323200011","2013-04-23","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 원주시 소초면 섬배로 **-*, 가동 ***호 (진솔빌라)","220-834","에센","2018-12-05 12:19:59","I","2023-06-13 00:00:00","","285428.084945636","436054.573853088","0","0","0","",
"1248","방문판매업","08_26_02_P","4191000","2016419024123200004","2016-02-17","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","강원특별자치도 원주시 태장동 ****번지","강원특별자치도 원주시 적동*길 *, ***동 ***호 (태장동, 우성*차아파트)","26312","목화방","2021-09-27 14:01:41","I","2023-06-13 00:00:00","","284328.460153375","433057.174619653","0","0","0","",
"1249","방문판매업","08_26_02_P","4191000","2016419024123200005","2016-02-29","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-765-8070~1","","","강원특별자치도 원주시 개운동 ***번지 **호","강원특별자치도 원주시 개운*길 *, *층 ***호 (개운동)","26444","영진건설","2017-04-12 17:15:59","I","2023-06-13 00:00:00","","284951.280907674","426964.663649977","0","0","0","",
"1250","방문판매업","08_26_02_P","4191000","2016419024123200006","2016-03-07","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-745-6474","","","강원특별자치도 원주시 우산동 ***번지 *호","강원특별자치도 원주시 우산로 **, *층 (우산동)","26341","주식회사 경우엠코퍼레이션강원","2018-04-06 16:04:30","I","2023-06-13 00:00:00","","282966.718680494","430328.029323743","10000000","0","10000000","",
"1251","방문판매업","08_26_02_P","4191000","2016419024123200009","2016-04-05","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","강원특별자치도 원주시 중앙동 ***번지 *호","강원특별자치도 원주시 중앙로 ** (중앙동)","26429","비즈플라자","2019-09-30 16:36:07","I","2023-06-13 00:00:00","","284330.86644165","427740.488975011","0","0","0","",
"1252","방문판매업","08_26_02_P","4191000","2016419024123200011","2016-04-19","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","070-4136-2435","","","강원특별자치도 원주시 중앙동 **번지 *호","강원특별자치도 원주시 중앙로 *** (중앙동)","26428","JJ정보통신","2019-12-04 15:52:29","I","2023-06-13 00:00:00","","284112.996460849","427982.791359382","0","0","0","",
"1253","방문판매업","08_26_02_P","4191000","2016419024123200014","2016-05-23","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","강원특별자치도 원주시 소초면 흥양리 산 ***번지 *호","강원특별자치도 원주시 소초면 치악로 ****-**","26310","진삼영농조합법인","2023-06-20 13:49:44","U","2023-06-22 02:40:00","","286466.95103804","430921.470526998","5097230300","2406810","5094823400","",
"1254","방문판매업","08_26_02_P","4191000","2016419024123200015","2016-06-03","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","강원특별자치도 원주시 단구동 ***번지 *호","강원특별자치도 원주시 치악로 ****, 마동 *층 ***호 (단구동, 원흥아파트)","26451","ACE휴대폰","2018-01-16 13:52:32","I","2023-06-13 00:00:00","","285034.9870185","425694.72626518","0","0","0","",
"1255","방문판매업","08_26_02_P","4191000","2010419019023200022","2010-07-02","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-743-9696","","220-902","강원특별자치도 원주시 원동 ***번지 *호","강원특별자치도 원주시 무실로 ** (원동)","","김정문알로에","2013-12-09 15:33:12","I","2023-06-13 00:00:00","","283805.891309632","427507.085904728","0","0","0","",
"1256","방문판매업","08_26_02_P","4191000","2010419019023200028","2010-08-24","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-748-0016","","220-938","강원특별자치도 원주시 단계동 ***번지 *호","강원특별자치도 원주시 북원로 **** (단계동)","220-100","대우트럭 강원영업소","2013-12-09 15:31:12","I","2023-06-13 00:00:00","","282631.133378275","427563.632613094","0","0","0","",
"1257","방문판매업","08_26_02_P","4191000","2010419019023200029","2010-09-03","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033-742-1357","","220-938","강원특별자치도 원주시 단계동 ***번지 삼익(아) 상가***호","","","한불화장품 원주지사","2015-01-06 17:12:10","I","2023-06-13 00:00:00","","282287.606232364","428086.093132345","0","0","0","",
