"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업소구분명","소재지","지정일자","신청일자","항목값1",
"2377","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200060","2022-10-27","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 강문동 304-5","강원특별자치도 강릉시 창해로 419 (강문동)","25460","윌마트","2022-10-27 17:03:16","I","2023-06-13 00:00:00","","368523.141247285","479119.668252193","지정","강원특별자치도 강릉시 강문동 304-5","","20221027","관급봉투",
"2378","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300006","2023-02-21","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 교동 20-14","강원특별자치도 강릉시 가작로 215-1 (교동)","25476","CU 강릉올림픽파크점","2023-02-21 17:53:46","I","2023-06-13 00:00:00","","367209.849504649","475998.979689318","지정","강원특별자치도 강릉시 교동 20-14","","20230221","관급봉투",
"2379","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300007","2023-03-14","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 송정동 208-2 공공화장실","강원특별자치도 강릉시 창해로 118, 공공화장실 (송정동)","25556","송정동 단체협의회","2023-03-14 14:15:46","I","2023-06-13 00:00:00","","370601.958045698","477044.640116921","지정","강원특별자치도 강릉시 송정동 208-2 공공화장실","","20230314","관급봉투",
"2380","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300008","2023-03-14","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 포남동 1117","강원특별자치도 강릉시 강릉대로 337-5 (포남동)","25492","세븐일레븐 강릉동도센트리움점","2023-03-14 14:21:56","I","2023-06-13 00:00:00","","367664.006397338","475433.376817276","지정","강원특별자치도 강릉시 포남동 1117","","20230314","관급봉투",
"2381","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300010","2023-03-23","","01","영업/정상","11","영업","","","","","02-3284-8112","","","강원특별자치도 강릉시 강문동 302-2","강원특별자치도 강릉시 창해로 439 (강문동)","25460","(주)코리아세븐 뉴경포비치점","2023-03-23 11:20:45","I","2023-06-13 00:00:00","","368385.031481852","479243.751841582","지정","강원특별자치도 강릉시 강문동 302-2","","20230323","관급봉투",
"2382","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300011","2023-04-05","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 임당동 126-15","강원특별자치도 강릉시 경강로 2090, 1,2층 (임당동)","25540","씨유 강릉시내점","2025-10-22 17:36:29","U","2025-10-24 02:40:00","","366996.557031237","474098.096433466","지정","강원특별자치도 강릉시 임당동 126-15","","20230405","관급봉투",
"2383","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300012","2023-04-07","","01","영업/정상","11","영업","","","","","033-644-0007","","","강원특별자치도 강릉시 사천면 미노리 383-1","강원특별자치도 강릉시 사천면 미노길 73","25439","사천철물","2023-04-07 09:12:57","I","2023-06-13 00:00:00","","362728.527712594","481785.022831221","지정","강원특별자치도 강릉시 사천면 미노리 383-1","","20230407","관급봉투",
"2384","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300013","2023-04-12","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 옥계면 현내리 421-2","강원특별자치도 강릉시 옥계면 옥계로 1070","25634","GS25강릉옥계대로점","2023-04-12 08:50:42","I","2023-06-13 00:00:00","","379544.011371157","458421.467164576","지정","강원특별자치도 강릉시 옥계면 현내리 421-2","","20230412","관급봉투",
"2385","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300014","2023-04-22","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 병산동 364-1","강원특별자치도 강릉시 공항길 37 (병산동)","25617","CU 강릉옹심이마을점","2023-04-22 13:42:22","I","2023-06-13 00:00:00","","370911.238699117","475131.131549799","지정","강원특별자치도 강릉시 병산동 364-1","","20230424","관급봉투",
"2386","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300015","2023-04-22","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 유천동 759-2","강원특별자치도 강릉시 선수촌로 124 (유천동)","25458","GS25 강릉유천으뜸점","2023-04-22 13:44:09","I","2023-06-13 00:00:00","","364753.109605651","474926.295217925","지정","강원특별자치도 강릉시 유천동 759-2","","20230424","관급봉투",
"2387","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300016","2023-04-27","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 강문동 산 4-5","강원특별자치도 강릉시 창해로 491 (강문동)","25460","이마트24경포대점","2023-04-27 18:21:44","I","2023-06-13 00:00:00","","368064.502908013","479607.560414362","지정","강원특별자치도 강릉시 강문동 산 4-5","","20230428","관급봉투",
"2388","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300017","2023-05-04","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 교동 318-9","강원특별자치도 강릉시 율곡로2968번길 34 (교동)","25490","이마트24 강릉하슬라점","2023-05-04 18:02:34","I","2023-06-13 00:00:00","","366824.083971942","475763.773919434","지정","강원특별자치도 강릉시 교동 318-9","","20230504","관급봉투",
"2389","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300018","2023-05-04","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 옥천동 147-1","강원특별자치도 강릉시 옥가로19번길 5 (옥천동)","25551","CU 강릉옥천중앙점","2023-05-04 18:04:01","I","2023-06-13 00:00:00","","367225.914588331","474551.428803159","지정","강원특별자치도 강릉시 옥천동 147-1","","20230504","관급봉투",
"2390","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300019","2023-05-10","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 포남동 1278-183","강원특별자치도 강릉시 경강로2326번길 10 (포남동)","25570","세븐일레븐 강릉아모리움점","2023-05-10 09:02:46","I","2023-06-13 00:00:00","","368739.756069196","475615.256534028","지정","강원특별자치도 강릉시 포남동 1278-183","","20230510","관급봉투",
"2391","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300020","2023-05-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 유산동 160-1 강릉농산물도매시장","강원특별자치도 강릉시 유산로 60, 강릉농산물도매시장 (유산동)","25612","주식회사 지프레시","2025-01-21 20:56:38","U","2025-01-23 02:40:00","","369003.950742812","472343.966333923","지정","강원특별자치도 강릉시 유산동 160-1 강릉농산물도매시장","","20230516","관급봉투",
"2392","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300021","2023-05-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 연곡면 삼산리 57-5","강원특별자치도 강릉시 연곡면 소금강길 482","25400","씨유 소금강 탐방로점","2023-05-15 20:45:17","I","2023-06-13 00:00:00","","350151.792089006","480514.269210846","지정","강원특별자치도 강릉시 연곡면 삼산리 57-5","","20230516","관급봉투",
"2393","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300022","2023-05-15","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 입암동 712 입암동 강변 코아루 오투리움 아파트","강원특별자치도 강릉시 월대산로 23 (입암동, 입암동 강변 코아루 오투리움 아파트)","25578","지에스25 강릉입암코아루점","2023-05-15 20:46:56","I","2023-06-13 00:00:00","","368509.169417951","474843.714556017","지정","강원특별자치도 강릉시 입암동 712 입암동 강변 코아루 오투리움 아파트","","20230516","관급봉투",
"2394","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300023","2023-06-08","","01","영업/정상","11","영업","","","","","02-3284-8148","","","강원특별자치도 강릉시 교동 1828-8","강원특별자치도 강릉시 율곡초교길 21 (교동)","25510","(주)코리아세븐 강릉교동센터점","2023-06-08 09:06:56","I","2023-06-13 00:00:00","","365510.170901167","475521.278495182","지정","강원특별자치도 강릉시 교동 1828-8","","20230608","관급봉투",
"2395","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202300024","2023-06-08","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 주문진읍 교항리 106-8","강원특별자치도 강릉시 주문진읍 신리천로 58","25420","GS25 주문진오거리점","2023-06-08 09:21:54","I","2023-06-13 00:00:00","","360440.216759225","488393.640399901","지정","강원특별자치도 강릉시 주문진읍 교항리 106-8","","20230608","관급봉투",
"2396","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200002","2022-01-10","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 성산면 구산리 248-3","강원특별자치도 강릉시 성산면 구산길 38","25450","CU 강릉성산점","2022-01-10 09:07:41","I","2023-06-13 00:00:00","","361429.969849509","469892.987597839","지정","강원특별자치도 강릉시 성산면 구산리 248-3","","20220105","관급봉투",
"2397","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200003","2022-01-10","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 유천동 781 강릉유천한내들더퍼스트 상가 108동 110호","강원특별자치도 강릉시 선수촌로 93, 강릉유천한내들더퍼스트 상가 108동 110호 (유천동)","25458","초록마을 강릉유천점","2025-01-21 20:30:06","U","2025-01-23 02:40:00","","364614.904755231","474635.774944024","지정","강원특별자치도 강릉시 유천동 781 강릉유천한내들더퍼스트 상가 108동 110호","20220110","20250120","관급봉투",
"2398","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200004","2022-01-13","","01","영업/정상","11","영업","","","","","0336606356","","","강원특별자치도 강릉시 성남동 32-1","강원특별자치도 강릉시 율곡로 2799 (성남동)","25542","강릉시수산업협동조합 수산물직매장","2022-01-13 13:57:32","I","2023-06-13 00:00:00","","367402.155820988","474171.246559893","지정","강원특별자치도 강릉시 성남동 32-1","","20220111","관급봉투",
"2399","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200005","2022-01-21","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 노암동 680","강원특별자치도 강릉시 임영로26번길 12 (노암동)","25594","CU 강릉노암영진점","2022-01-21 08:59:45","I","2023-06-13 00:00:00","","367245.387672632","473081.514065912","지정","강원특별자치도 강릉시 노암동 680","","20220118","관급봉투",
"2400","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200007","2022-02-10","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 연곡면 행정리 77-19","강원특별자치도 강릉시 연곡면 진고개로 2307-5","25427","더봄 종합철물 집수리","2022-02-25 18:05:10","I","2023-06-13 00:00:00","","357774.915935864","484945.000791","지정","강원특별자치도 강릉시 연곡면 행정리 77-19","20220225","20220208","관급봉투",
"2401","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200008","2022-02-10","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 입암동 585-20","강원특별자치도 강릉시 성덕포남로 89-12 (입암동)","25578","CU 강릉입암한결점","2022-02-10 15:20:38","I","2023-06-13 00:00:00","","368692.657763973","474969.839474905","지정","강원특별자치도 강릉시 입암동 585-20","","20220208","관급봉투",
"2402","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200009","2022-03-03","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 내곡동 88-13","강원특별자치도 강릉시 남산초교길12번길 33 (내곡동)","25597","GS25 강릉내곡점","2022-03-03 11:49:18","I","2023-06-13 00:00:00","","366259.115756183","473048.893762787","지정","강원특별자치도 강릉시 내곡동 88-13","","20220224","관급봉투",
"2403","쓰레기종량제봉투판매업","09_30_13_P","4201000","420100014202200010","2022-03-04","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 강릉시 옥천동 281","강원특별자치도 강릉시 옥천로 57 (옥천동)","25551","세븐일레븐 강릉솔향점","2022-03-04 17:42:02","I","2023-06-13 00:00:00","","367311.165496298","474701.220374771","지정","강원특별자치도 강릉시 옥천동 281","","20220228","관급봉투",
