"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"288","동물미용업","02_03_11_P","4201000","420000004920180025","2018-10-16","","03","폐업","0002","폐업","2019-12-10","","","","641-0285","0","","강원특별자치도 강릉시 교동 ***-**","강원특별자치도 강릉시 율곡로 **** (교동)","25491","펫D.C.마트","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","367001.40094013","474701.878325823","동물미용업","동물미용업(일반)","000","0",
"289","동물미용업","02_03_11_P","4201000","420000004920180029","2018-10-24","","03","폐업","0002","폐업","2021-01-31","","","","647-1144","0","","강원특별자치도 강릉시 송정동 ****","강원특별자치도 강릉시 경강로****번길 **, *층 (송정동)","25561","몽몽","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","369876.470275385","476385.369250926","동물미용업","동물미용업(일반)","000","0",
"290","동물미용업","02_03_11_P","4201000","420000004920200017","2020-09-21","","03","폐업","0002","폐업","2024-10-15","","","","","0","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 경강로****번길 **, *층 (포남동)","25571","베리베베(Berry-BeBe)","2024-10-16 10:36:05","U","2024-10-18 02:40:00","","368402.630636381","475730.400655773","동물미용업","동물미용업(일반)","000","0",
"291","동물미용업","02_03_11_P","4201000","420000004920200020","2020-11-06","","03","폐업","0002","폐업","2023-10-12","","","","","0","","강원특별자치도 강릉시 옥천동 ***","강원특별자치도 강릉시 경강로 **** (옥천동)","25554","오드리 애견 미용실","2023-10-12 18:02:03","U","2023-10-14 02:40:00","","367465.960527865","474529.687598195","동물미용업","동물미용업(일반)","000","0",
"292","동물미용업","02_03_11_P","4211000","421000004920180003","2018-08-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 구미동 ***-* *층","강원특별자치도 동해시 대동로 ***-*, *층 (구미동)","25813","우리집 똥강아쥐","2022-04-28 18:08:39","I","2023-06-13 00:00:00","","388074.382845323","444301.821387708","동물미용업","동물미용업(일반)","000","0",
"293","동물미용업","02_03_11_P","4211000","421100004920240002","2024-09-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 ***-* 경훈빌딩","강원특별자치도 동해시 감추*길 *, 경훈빌딩 ***호 (천곡동)","25777","콩돌이네 애견샵","2024-09-04 16:35:38","I","2024-09-06 00:13:31","","387257.121672227","448010.215633766","동물미용업","동물미용업(일반)","000","0",
"294","동물미용업","02_03_11_P","4211000","421000004920080001","2008-04-29","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 **** *층 *호","강원특별자치도 동해시 중앙로 ***, *층 *호 (천곡동)","25768","서울애견","2022-04-28 18:08:38","I","2023-06-13 00:00:00","","386879.049338409","448558.059133192","동물미용업","동물미용업(일반)","000","0",
"295","동물미용업","02_03_11_P","4211000","421000004920100001","2010-01-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 ***-* 강아지와고양이","강원특별자치도 동해시 한섬로 ***, 강아지와고양이 (천곡동)","25770","강아지와 고양이","2022-04-28 18:08:38","I","2023-06-13 00:00:00","","387175.704825742","448711.218108155","동물미용업","동물미용업(일반)","000","0",
"296","동물미용업","02_03_11_P","4211000","421000004920150001","2015-01-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 효가동 ***-**","강원특별자치도 동해시 지양길 * (효가동)","25802","애견마을","2022-04-28 18:08:38","I","2023-06-13 00:00:00","","386417.655126531","445480.335394145","동물미용업","동물미용업(일반)","000","0",
"297","동물미용업","02_03_11_P","4211000","421000004920200002","2020-08-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 북평동 *** e편한세상 동해","강원특별자치도 동해시 단봉길 **, 상가동-*동 *층 ***호 (북평동, e편한세상 동해)","25814","메이시","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","387641.262500153","443993.690106734","동물미용업","동물미용업(일반)","000","0",
"298","동물미용업","02_03_11_P","4211000","421000004920210001","2021-05-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 평릉동 ***-* 주은빌","강원특별자치도 동해시 평원*길 **-* (평릉동, 주은빌)","25752","달콩이","2023-05-12 10:49:21","I","2023-06-13 00:00:00","","387026.602204751","449690.367655087","동물미용업","동물미용업(일반)","000","0",
"299","동물미용업","02_03_11_P","4211000","421000004920210003","2021-09-17","","01","영업/정상","0000","정상","","","","","033-521-7787","0","","강원특별자치도 동해시 효가동 ***-*","강원특별자치도 동해시 지양길 *, *호 (효가동)","25802","댕댕케어","2023-12-28 09:43:56","U","2023-12-30 02:40:00","","386363.472840003","445521.200558085","동물미용업","동물미용업(일반)","000","0",
"300","동물미용업","02_03_11_P","4211000","421000004920210004","2021-11-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 ****-**","강원특별자치도 동해시 동굴*길 **, *층 (천곡동)","25771","해피 뷰티 샵","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","386556.692666251","448451.426296184","동물미용업","동물미용업(일반)","000","0",
"301","동물미용업","02_03_11_P","4211000","421000004920210005","2021-12-06","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 부곡동 **-*","강원특별자치도 동해시 발한로 **(부곡동)","25733","우리 강아지","2022-07-01 16:42:41","I","2023-06-13 00:00:00","","385836.622504066","450243.502002878","동물미용업","동물미용업(일반)","000","0",
"302","동물미용업","02_03_11_P","4211000","421000004920150004","2015-09-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 ****-* 센트로빌상가 ***호","강원특별자치도 동해시 한섬로 **, *층 ***호 (천곡동, 동해 센트로빌 아파트)","25767","해피투개더","2022-04-28 18:08:39","I","2023-06-13 00:00:00","","386652.211273402","448572.862310602","동물미용업","동물미용업(일반)","000","0",
"303","동물미용업","02_03_11_P","4211000","421000004920170002","2017-03-21","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 쇄운동 ***-*","강원특별자치도 동해시 효자남길 **-* (쇄운동)","25807","멍키즈","2022-04-28 18:08:39","I","2023-06-13 00:00:00","","386144.782327249","445031.806867022","동물미용업","동물미용업(일반)","000","0",
"304","동물미용업","02_03_11_P","4211000","421000004920170003","2017-09-07","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 발한동 **-**","강원특별자치도 동해시 발한로 *** (발한동)","25720","개구멍","2022-04-28 18:08:39","I","2023-06-13 00:00:00","","386230.89303011","451846.570976999","동물미용업","동물미용업(일반)","000","0",
"305","동물미용업","02_03_11_P","4211000","421000004920180004","2018-08-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 *** 그린빌딩 ***호","강원특별자치도 동해시 한섬로 ***, 그린빌딩 ***호 (천곡동)","25770","멍냥멍냥 미용실","2022-04-28 18:08:39","I","2023-06-13 00:00:00","","387037.578696567","448645.254845424","동물미용업","동물미용업(일반)","000","0",
"306","동물미용업","02_03_11_P","4211000","421000004920180007","2018-09-19","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 ****-**","강원특별자치도 동해시 한섬로 ** (천곡동)","25766","애견천국","2022-04-28 18:08:39","I","2023-06-13 00:00:00","","386310.715148343","448512.76082873","동물미용업","동물미용업(일반)","000","0",
"307","동물미용업","02_03_11_P","4211000","421000004920190001","2019-07-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 발한동 *-*","강원특별자치도 동해시 중앙시장길 *-* (발한동)","25715","까까 주시개","2022-10-21 16:16:13","I","2023-06-13 00:00:00","","386331.85607371","451896.809327691","동물미용업","동물미용업(일반)","000","0",
"308","동물미용업","02_03_11_P","4211000","421000004920190002","2019-09-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 쇄운동 **-* *동 ***호","강원특별자치도 동해시 청운로 **, *동 ***호 (쇄운동)","25807","CUTE DOG(큐티독)","2022-04-28 18:08:40","I","2023-06-13 00:00:00","","385928.561297639","444888.317643473","동물미용업","동물미용업(일반)","000","0",
"309","동물미용업","02_03_11_P","4211000","421100004920250006","2025-10-22","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 동회동 ***-**","강원특별자치도 동해시 효자로 ***-*, ***호 (동회동)","25803","도로시","2025-10-23 11:01:27","I","2025-10-25 00:20:02","","385928.454071538","445351.518861654","동물미용업","동물미용업(일반)","000","0",
"310","동물미용업","02_03_11_P","4211000","421100004920240001","2024-02-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 ***-**","강원특별자치도 동해시 감추*길 **, ***호 (천곡동)","25777","동네개발소","2024-02-13 17:36:42","I","2024-02-15 00:15:55","","387321.679341761","448172.021058906","동물미용업","동물미용업(일반)","000","0",
"311","동물미용업","02_03_11_P","4211000","421100004920250004","2025-02-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 효가동 ***","강원특별자치도 동해시 효가로 **, *층 (효가동)","25802","파파독 동해","2025-02-28 16:41:13","I","2025-03-02 00:10:36","","386102.982589054","445770.463894191","동물미용업","동물미용업(일반)","000","0",
"312","동물미용업","02_03_11_P","4211000","421100004920250005","2025-04-25","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 평릉동 *** 동해푸르지오","강원특별자치도 동해시 평릉*길 **, *층 ***호 (평릉동, 동해푸르지오)","25748","멍발소","2025-04-25 10:15:38","I","2025-04-27 00:10:10","","385535.312634441","449552.686120825","동물미용업","동물미용업(일반)","000","0",
"313","동물미용업","02_03_11_P","4211000","421100004920250003","2025-02-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 ****-** 산내식당","강원특별자치도 동해시 한섬로 **-*, 산내식당 (천곡동)","25766","이쁘개멋지개","2025-02-27 16:06:31","I","2025-03-01 00:10:37","","386298.796489239","448511.70518861","동물미용업","동물미용업(일반)","000","0",
"314","동물미용업","02_03_11_P","4211000","421100004920230001","2023-11-14","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 이도동 ***-*","강원특별자치도 동해시 이원길 *** (이도동)","25819","귀여운강아지","2023-11-14 17:46:56","I","2023-11-16 00:17:12","","386643.513423598","443985.677170629","동물미용업","동물미용업(일반)","000","0",
"315","동물미용업","02_03_11_P","4211000","421100004920240003","2024-12-18","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 만우동 **-*","강원특별자치도 동해시 장밭길 *, *층 (만우동)","25704","갑부네","2024-12-18 14:21:48","I","2024-12-20 00:11:41","","383281.781835949","454060.901895807","동물미용업","동물미용업(일반)","000","0",
"316","동물미용업","02_03_11_P","4211000","421100004920250002","2025-01-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 천곡동 ***-**","강원특별자치도 동해시 항골길 **, *층 (천곡동)","25750","낼름&애견샵","2025-01-17 09:06:18","I","2025-01-19 00:11:35","","385608.016250488","449058.849031952","동물미용업","동물미용업(일반)","000","0",
"317","동물미용업","02_03_11_P","4211000","421100004920250001","2025-01-06","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 동해시 북평동 **-*","강원특별자치도 동해시 오일장길 ** (북평동)","25813","지아'조","2025-01-06 15:22:46","I","2025-01-08 00:11:19","","387943.248101328","444363.785986173","동물미용업","동물미용업(일반)","000","0",
