"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"1382","의원","01_01_02_P","4201000","PHMA120134200028041100006","2013-09-04","","01","영업/정상","13","영업중","","","","","033-662-2931","","","","강원특별자치도 강릉시 주문진읍 주문로 77","25414","신통의원","2025-06-30 19:10:59","U","2025-07-02 02:40:00","의원","360538.885316744","489146.424727043","의원","1","0","0","130","101 109","내과, 마취통증의학과","","","","0","0","","","0","",
"1383","의원","01_01_02_P","4201000","PHMA120134200028041100007","2013-11-04","","01","영업/정상","13","영업중","","","","","070-7372-8275","","","","강원특별자치도 강릉시 연당길 76, 2층 (초당동)","25469","초당의원","2023-02-06 10:30:42","I","2023-06-13 00:00:00","의원","368664.61361873","477483.281364851","의원","1","0","0","132.26","101 104 105 111 113 114 122 126","내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 가정의학과, 예방의학과","","","","0","0","","","0","",
"1384","의원","01_01_02_P","4201000","PHMA119794200028041100001","1979-01-22","","01","영업/정상","13","영업중","","","","","033-648-9005","","","","강원특별자치도 강릉시 문화의길 18 (임당동)","25532","신생한의원","2020-12-09 14:44:20","I","2023-06-13 00:00:00","한의원","366855.100530651","474251.28554317","한의원","1","0","0","92","301","한방내과","","","","0","0","","","0","",
"1385","의원","01_01_02_P","4201000","PHMA120214200028041100001","2021-02-17","","01","영업/정상","13","영업중","","","","","033-922-7111","","","강원특별자치도 강릉시 교동 1863-4","강원특별자치도 강릉시 솔올로 32, 현산빌딩 2,3층 (교동)","25513","서정형외과의원","2023-01-05 21:13:20","I","2023-06-13 00:00:00","의원","365436.183523552","475249.152849763","의원","1","0","0","356.42","105","정형외과","","","","0","0","","","0","",
"1386","의원","01_01_02_P","4201000","PHMA120214200028041100003","2021-03-23","","01","영업/정상","13","영업중","","","","","033-646-5055","","","강원특별자치도 강릉시 옥천동 184-2","강원특별자치도 강릉시 율곡로 2827, 4층 (옥천동)","25531","타토아의원 강릉점","2021-04-02 09:43:15","I","2023-06-13 00:00:00","의원","367216.598733735","474366.512680712","의원","3","0","0","391.01","122 120 115 114 111 110 109 108 105 104 103 101","내과, 정신건강의학과, 외과, 정형외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"1387","의원","01_01_02_P","4201000","PHMA120214200028041100004","2021-04-06","","01","영업/정상","13","영업중","","","","","033-647-1275","","","강원특별자치도 강릉시 홍제동 1020-3","강원특별자치도 강릉시 선수촌로 77, 송원빌딩 302호 (홍제동)","25522","튼튼아이소아치과의원","2021-04-08 23:13:19","I","2023-06-13 00:00:00","치과의원","364722.783084877","474460.03571784","치과의원","1","0","0","157.53","405","소아치과","","","","0","0","","","0","",
"1388","의원","01_01_02_P","4201000","PHMA119924200028041100002","1992-06-15","","01","영업/정상","13","영업중","","","","","033-647-3301","","","","강원특별자치도 강릉시 선수촌로 73, 3층 302호 (홍제동, 유천메타폴리스1 B동)","25522","김은겸치과의원","2024-10-28 16:31:38","U","2024-10-30 02:40:00","치과의원","364727.938170768","474427.111455402","치과의원","1","0","0","123.2","402 403 405 406 407 408 409 411 412","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"1389","의원","01_01_02_P","4201000","PHMA120214200028041100007","2021-05-11","","01","영업/정상","13","영업중","","","","","033-921-2255","","","강원특별자치도 강릉시 입암동 708-3","강원특별자치도 강릉시 성덕포남로 45-8, 3층 (입암동)","25615","이루부부치과의원","2021-05-20 23:13:19","I","2023-06-13 00:00:00","치과의원","369074.501282615","474703.211255818","치과의원","2","0","0","356.87","412 411 410 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"1390","의원","01_01_02_P","4201000","PHMA119874200028041100005","1987-07-22","","01","영업/정상","13","영업중","","","","","033-662-8767","","","","강원특별자치도 강릉시 주문진읍 해안3길 7","25419","유주왕외과의원","2022-01-14 07:43:18","I","2023-06-13 00:00:00","의원","360548.640289871","488580.189668501","의원","1","0","0","474.75","101 104 111","내과, 외과, 소아청소년과","","","","0","0","","","0","",
"1391","의원","01_01_02_P","4201000","PHMA120214200028041100006","2021-05-07","","01","영업/정상","13","영업중","","","","","033-645-2888","","","강원특별자치도 강릉시 교동 1882-4","강원특별자치도 강릉시 솔올로5번길 55, 2층 (교동)","25515","채움치과의원","2024-05-09 20:43:15","U","2024-05-11 02:40:00","치과의원","365377.845842281","475150.480389854","치과의원","2","0","0","182.46","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"1392","의원","01_01_02_P","4201000","PHMA120214200028041100005","2017-10-31","","01","영업/정상","13","영업중","","","","","033-661-0789","","","강원특별자치도 강릉시 주문진읍 교항리 1201-5","강원특별자치도 강릉시 주문진읍 연주로 239, 2층","25423","신광호경희한의원","2022-09-01 10:43:30","I","2023-06-13 00:00:00","한의원","360954.245533585","487344.236340878","한의원","2","0","0","115.98","308 306 305 304 301","한방내과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과","","","","0","0","","","0","",
"1393","의원","01_01_02_P","4201000","PHMA119904200028041100002","1990-03-05","","01","영업/정상","13","영업중","","","","","033-661-2177","","210-801","강원특별자치도 강릉시 주문진읍 교항리 181번지 30호","강원특별자치도 강릉시 주문진읍 주문로 68","25418","김홍근의원","2021-04-16 14:16:16","I","2023-06-13 00:00:00","의원","360565.283902191","489047.417993041","의원","1","0","0","126.03","101 111","내과, 소아청소년과","","","","0","0","","","0","",
"1394","의원","01_01_02_P","4201000","PHMA120214200028041100009","2021-08-23","","01","영업/정상","13","영업중","","","","","033-648-1075","","","","강원특별자치도 강릉시 교동광장로 106, 3층 (교동)","25515","경희힘찬한의원","2025-05-26 10:11:34","U","2025-05-28 02:40:00","한의원","365245.380196252","475206.646155212","한의원","1","0","0","147.8","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1395","의원","01_01_02_P","4201000","PHMA120214200028041100008","2021-08-12","","01","영업/정상","13","영업중","","","","","033-646-0212","","","","강원특별자치도 강릉시 솔올로 3, 2층 (교동)","25515","더경희한의원","2025-04-25 03:13:18","U","2025-04-27 02:40:00","한의원","365352.75308706","474988.423625031","한의원","1","0","0","201.16","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1396","의원","01_01_02_P","4201000","PHMA120084200028041100002","2008-02-22","","01","영업/정상","13","영업중","","","","","033-662-7528","","","강원특별자치도 강릉시 주문진읍 주문리 334번지 4호","강원특별자치도 강릉시 주문진읍 항구로 48, 4층","25414","주문진중앙치과의원","2022-11-25 08:43:18","I","2023-06-13 00:00:00","치과의원","360613.487612702","489408.094728327","치과의원","1","0","0","156.64","412","통합치의학과","","","","0","0","","","0","",
"1397","의원","01_01_02_P","4201000","PHMA120084200028041100003","2008-03-28","","01","영업/정상","13","영업중","","","","","033-642-7588","","","","강원특별자치도 강릉시 팔송길 32, 1층 (송정동)","25559","자운영한의원","2024-09-25 13:39:18","U","2024-09-27 02:40:00","한의원","370443.035331492","476668.611031933","한의원","1","0","0","79.27","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"1398","의원","01_01_02_P","4201000","PHMA120084200028041100004","2008-04-16","","01","영업/정상","13","영업중","","","","","033-641-8214","","","","강원특별자치도 강릉시 노가니길 31 (노암동)","25591","강남의원","2024-05-09 21:43:14","U","2024-05-11 02:40:00","의원","367550.349685002","473383.508981487","의원","1","0","0","188","101 104 111 113 114 115","내과, 외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"1399","의원","01_01_02_P","4201000","PHMA120034200028041100008","2003-10-23","","01","영업/정상","13","영업중","","","","","033-645-7525","","","","강원특별자치도 강릉시 교동광장로 105 (교동)","25512","소망치과의원","2024-12-04 16:27:48","U","2024-12-06 02:40:00","치과의원","365277.155317842","475276.11528091","치과의원","1","0","0","0","412 411 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"1400","의원","01_01_02_P","4201000","PHMA120034200028041100009","2003-11-01","","01","영업/정상","13","영업중","","","","","033-648-4906","","","","강원특별자치도 강릉시 경강로 2082 (임당동)","25539","여정언산부인과의원","2020-11-18 16:50:25","I","2023-06-13 00:00:00","의원","366954.89699062","474061.961620802","의원","1","3","3","241","110","산부인과","","","","0","0","","","0","",
"1401","의원","01_01_02_P","4201000","PHMA120044200028041100001","2004-01-03","","01","영업/정상","13","영업중","","","","","033-646-6513","","","","강원특별자치도 강릉시 솔올로 17, 3층 (교동, 교동플라자)","25515","제이치과의원","2025-05-22 21:13:16","U","2025-05-24 02:40:00","치과의원","365370.826191428","475105.838855364","치과의원","1","0","0","99","412","통합치의학과","","","","0","0","","","0","",
"1402","의원","01_01_02_P","4201000","PHMA120044200028041100002","2004-03-18","","01","영업/정상","13","영업중","","","","","033-641-8711","","","강원특별자치도 강릉시 임당동 86번지 5층","강원특별자치도 강릉시 경강로 2097 (임당동)","25532","서울피부과의원","2020-02-27 11:31:40","I","2023-06-13 00:00:00","의원","367027.876123664","474197.530827919","의원","2","0","0","120.25","114","피부과","","","","0","0","","","0","",
"1403","의원","01_01_02_P","4201000","PHMA120044200028041100010","2004-07-13","","01","영업/정상","13","영업중","","","","","033-643-1255","","","","강원특별자치도 강릉시 경강로 2110 (임당동)","25540","한솔한의원","2017-12-21 17:50:15","I","2023-06-13 00:00:00","한의원","367168.990388628","474231.992217697","한의원","1","0","0","200.82","301 302 303 304","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과","","","","0","0","","","0","",
"1404","의원","01_01_02_P","4201000","PHMA120214200028041100010","2021-09-15","","01","영업/정상","13","영업중","","","","","033-823-4888","","","강원특별자치도 강릉시 홍제동 1031-1","강원특별자치도 강릉시 선수촌로 74, 해원빌딩 3층 (홍제동)","25522","더올린의원","2025-01-10 17:44:28","U","2025-01-12 02:40:00","의원","364784.599416861","474427.476317514","의원","1","0","0","371.72","109 114 122","마취통증의학과, 피부과, 가정의학과","","","","0","0","","","0","",
"1405","의원","01_01_02_P","4201000","PHMA120214200028041100011","2021-09-15","","01","영업/정상","13","영업중","","","","","033-661-6680","","","강원특별자치도 강릉시 주문진읍 주문리 334-4","강원특별자치도 강릉시 주문진읍 항구로 48, 7층","25414","최이비인후과의원","2021-10-01 05:43:17","I","2023-06-13 00:00:00","의원","360613.487612702","489408.094728327","의원","1","0","0","99.5","113","이비인후과","","","","0","0","","","0","",
"1406","의원","01_01_02_P","4201000","PHMA120214200028041100012","2021-09-15","","01","영업/정상","13","영업중","","","","","033-662-9799","","","강원특별자치도 강릉시 주문진읍 주문리 334-4","강원특별자치도 강릉시 주문진읍 항구로 48, 6층","25414","이안과의원","2021-10-01 07:13:15","I","2023-06-13 00:00:00","의원","360613.487612702","489408.094728327","의원","1","0","0","97.7","112","안과","","","","0","0","","","0","",
