"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"815","석유판매업","09_28_08_P","4231000","2003423005101500001","2003-02-21","","03","폐업","03","폐지","","","","","03363316196","465","","강원특별자치도 속초시 조양동 650-14","강원특별자치도 속초시 동해대로 4122 (조양동)","","사랑주유소","2015-07-08 16:22:03","I","2023-06-13 00:00:00","주유소","338662.285834277","521957.68357876","","",
"816","석유판매업","09_28_08_P","4231000","2003423005101500002","2003-04-18","","03","폐업","03","폐지","2021-04-02","","","","","333","","강원특별자치도 속초시 조양동 1032-2","강원특별자치도 속초시 동해대로 4027 (조양동)","","속초햇살주유소","2021-04-21 14:27:38","I","2023-06-13 00:00:00","주유소","","","","",
"817","석유판매업","09_28_08_P","4231000","2004423005101200002","2004-11-22","","03","폐업","03","폐지","","","","","033 638 5189","","","강원특별자치도 강릉시 교동 부영아파트 506동 1203호","","","삼성석유","2006-01-02 00:00:00","I","2023-06-13 00:00:00","일반판매소","","","","",
"818","석유판매업","09_28_08_P","4231000","2004423005101500001","2004-08-13","","03","폐업","03","폐지","2013-07-05","2011-03-04","2011-12-31","","033 6367274","","","강원특별자치도 속초시 설악동 302-5","강원특별자치도 속초시 청봉로 143 (설악동)","","새강원주유소","2013-07-05 09:28:02","I","2023-06-13 00:00:00","주유소","334182.38351473","519302.133767223","","",
"819","석유판매업","09_28_08_P","4231000","2006423005101500001","2006-11-14","","03","폐업","03","폐지","","","","","0337470 051","992","","강원특별자치도 속초시 노학동 972-100","강원특별자치도 속초시 온천로 3 (노학동)","","굿오일네트워크(주)","2015-07-08 16:20:21","I","2023-06-13 00:00:00","주유소","335086.011156546","521876.339250012","","",
"820","석유판매업","09_28_08_P","4231000","2008423005101500001","2008-02-11","","03","폐업","03","폐지","2017-09-11","","","","0336313336","1348","","강원특별자치도 속초시 조양동 748-2","강원특별자치도 속초시 청대로 192 (조양동)","","용진에너지(주)청대점주유소","2017-09-11 17:12:04","I","2023-06-13 00:00:00","주유소","","","","",
"821","석유판매업","09_28_08_P","4231000","2008423005101500002","2008-03-04","","03","폐업","03","폐지","2009-11-04","","","","0336366677","20.9","","강원특별자치도 속초시 동명동 556-3","","","서울세탁동우회","2009-11-04 10:37:09","I","2023-06-13 00:00:00","용제판매소","","","","",
"822","석유판매업","09_28_08_P","4231000","2008423005101500003","2008-09-10","","03","폐업","03","폐지","","","","","","1490","","강원특별자치도 속초시 조양동 1229","","","금풍주유소","2015-07-08 16:19:47","I","2023-06-13 00:00:00","주유소","339615.552376202","521271.809557278","","",
"823","석유판매업","09_28_08_P","4231000","2013423006401200001","2013-02-18","","03","폐업","03","폐지","2016-01-26","","","","033 635 5308","759","","강원특별자치도 속초시 도문동 1678-37","강원특별자치도 속초시 설악산로 35 (도문동)","","뉴설악에너지","2016-01-26 17:02:42","I","2023-06-13 00:00:00","일반판매소","340477.90536125","518869.397247021","","",
"824","석유판매업","09_28_08_P","4231000","1997423005101500041","1997-07-10","","03","폐업","03","폐지","2017-03-28","","","","033 6326668","1984","","강원특별자치도 속초시 조양동 621","강원특별자치도 속초시 조양로 213 (조양동)","","SK네트웍스(주)부영주유소","2017-03-27 15:18:14","I","2023-06-13 00:00:00","주유소","338092.086482948","521843.531246037","","",
"825","석유판매업","09_28_08_P","4231000","1998423001001200006","1998-10-30","","03","폐업","03","폐지","","","","","033 6330351","","","강원특별자치도 속초시 조양동 1349-3","","","수호석유상사","2015-07-08 15:52:55","I","2023-06-13 00:00:00","일반판매소","","","","",
"826","석유판매업","09_28_08_P","4231000","1998423001001200007","1998-10-20","","03","폐업","03","폐지","2017-11-10","","","","033 6336464","","","강원특별자치도 속초시 노학동 301","강원특별자치도 속초시 온천로 161 (노학동)","","맑은유류","2018-07-26 11:30:13","I","2023-06-13 00:00:00","일반판매소","336489.429436815","522076.521934842","","",
"827","석유판매업","09_28_08_P","4231000","1998423005101200032","1998-10-20","","03","폐업","03","폐지","2017-11-10","","","","033633 6464","","","강원특별자치도 속초시 노학동 301","강원특별자치도 속초시 온천로 161 (노학동)","","맑은유류","2017-11-22 17:45:50","I","2023-06-13 00:00:00","일반판매소","336489.429436815","522076.521934842","","",
"828","석유판매업","09_28_08_P","4231000","1999423001001200001","1999-10-26","","03","폐업","03","폐지","","","","","033 6375181","","","강원특별자치도 양양군 현남면 북분리 212","강원특별자치도 양양군 현남면 북죽로 61-11","","제일유업","2015-07-08 15:52:18","I","2023-06-13 00:00:00","일반판매소","353307.087662027","499260.272477861","","",
"829","석유판매업","09_28_08_P","4231000","1999423001001200002","1999-05-18","","03","폐업","03","폐지","","","","","033 6351043","","","강원특별자치도 속초시 도문동 1628-12","강원특별자치도 속초시 설악산로 74 (도문동)","","코끼리석유","2015-07-08 15:39:50","I","2023-06-13 00:00:00","일반판매소","340134.990276087","518803.519941363","","",
"830","석유판매업","09_28_08_P","4231000","1999423001001200003","1999-05-08","","03","폐업","03","폐지","","","","","033 6362541","","","강원특별자치도 속초시 대포동 475-4","강원특별자치도 속초시 농공단지길 5 (대포동)","","대청에너지","2015-07-08 15:57:37","I","2023-06-13 00:00:00","일반판매소","340318.598554314","520605.098471681","","",
"831","석유판매업","09_28_08_P","4231000","1999423001001200004","1999-03-18","","03","폐업","03","폐지","","","","","033 6369863","","","강원특별자치도 속초시 청호동 756","강원특별자치도 속초시 아바이마을길 26-16 (청호동)","","미래유업","2015-07-08 15:51:43","I","2023-06-13 00:00:00","일반판매소","339517.286619751","523432.47287929","","",
"832","석유판매업","09_28_08_P","4231000","1999423001001200005","1999-02-10","","03","폐업","03","폐지","","","","","033 6311886","","","강원특별자치도 속초시 노학동 741-73","강원특별자치도 속초시 신흥1길 43 (노학동)","","난방유업사","2015-07-08 15:57:04","I","2023-06-13 00:00:00","일반판매소","334880.553100974","522648.995557146","","",
"833","석유판매업","09_28_08_P","4231000","1999423005101200004","1999-03-18","","03","폐업","03","폐지","","","","","033 6369863","","","강원특별자치도 속초시 청호동 459-122","강원특별자치도 속초시 미리내1길 8 (청호동)","","미리내유업","2015-07-08 15:40:42","I","2023-06-13 00:00:00","일반판매소","339802.692236116","522189.156231295","","",
"834","석유판매업","09_28_08_P","4231000","1999423005101200034","1999-02-10","","03","폐업","03","폐지","","2008-12-05","2010-12-04","","033631 1886","","","강원특별자치도 속초시 노학동 741-73","강원특별자치도 속초시 신흥1길 43 (노학동)","","난방유업사","2013-12-19 10:54:12","I","2023-06-13 00:00:00","일반판매소","","","","",
"835","석유판매업","09_28_08_P","4231000","1999423005101200035","1999-03-18","","03","폐업","03","폐지","2021-03-04","","","","033 6369863","","","강원특별자치도 속초시 청호동 459-122","강원특별자치도 속초시 미리내1길 8 (청호동)","","청정석유유업","2021-03-04 17:18:01","I","2023-06-13 00:00:00","일반판매소","339802.692236116","522189.156231295","","",
"836","석유판매업","09_28_08_P","4231000","1999423005101200036","1999-05-08","","03","폐업","03","폐지","2008-05-15","","","","033636 2541","","","강원특별자치도 속초시 대포동 475-4","강원특별자치도 속초시 농공단지길 5 (대포동)","","대청에너지","2013-12-19 10:51:00","I","2023-06-13 00:00:00","일반판매소","340318.598554314","520605.098471681","","",
"837","석유판매업","09_28_08_P","4231000","1999423005101200037","1999-05-18","","03","폐업","03","폐지","","2008-04-01","2010-04-30","","033635 1043","","","강원특별자치도 속초시 도문동 1628-12","강원특별자치도 속초시 설악산로 74  (도문동)","","코끼리석유","2013-12-19 09:41:20","I","2023-06-13 00:00:00","일반판매소","340134.990276087","518803.519941363","","",
"838","석유판매업","09_28_08_P","4231000","2000423001001500002","2004-05-10","","03","폐업","03","폐지","2012-11-27","","","","033 6332491","1789","","강원특별자치도 속초시 조양동 1493-7","강원특별자치도 속초시 동해대로 3922 (조양동)","","지에스칼텍스(주)직영 조양점","2015-07-08 16:22:34","I","2023-06-13 00:00:00","주유소","340239.963068503","521419.360232933","","",
"839","석유판매업","09_28_08_P","4231000","2000423005101200001","2000-08-31","","03","폐업","03","폐지","","","","","033 6350126","","","강원특별자치도 속초시 교동 럭키설악타운1차 3동 802호","","","매일에너지","2005-10-12 00:00:00","I","2023-06-13 00:00:00","일반판매소","","","","",
"840","석유판매업","09_28_08_P","4231000","2000423005101200040","2000-11-28","","03","폐업","03","폐지","","","","","033 6385151","","","강원특별자치도 속초시 노학동 1000-195","강원특별자치도 속초시 바람꽃마을1길 60 (노학동)","","세종유업","2013-12-19 10:46:28","I","2023-06-13 00:00:00","일반판매소","333727.773985931","522359.826542231","","",
"841","석유판매업","09_28_08_P","4231000","2000423005101500043","2000-11-21","","03","폐업","03","폐지","","","","","033 6358017","1115","","강원특별자치도 속초시 도문동 1628-12","강원특별자치도 속초시 설악산로 74 (도문동)","","대흥주유소","2015-08-05 14:35:08","I","2023-06-13 00:00:00","주유소","340134.990276087","518803.519941363","","",
"842","석유판매업","09_28_08_P","4231000","1978423005101500001","1978-12-19","","03","폐업","03","폐지","2013-07-08","","","","033 6367274","","","강원특별자치도 속초시 설악동 302-5","강원특별자치도 속초시 청봉로 143 (설악동)","","새강원주유소","2023-01-11 17:23:31","I","2023-06-13 00:00:00","주유소","","","","",
"843","석유판매업","09_28_08_P","4231000","1980423001001200013","1980-08-11","","03","폐업","03","폐지","","","","","033 6328269","","","강원특별자치도 속초시 청호동 707","강원특별자치도 속초시 아바이마을길 64 (청호동)","","청호석유","2015-07-08 15:55:24","I","2023-06-13 00:00:00","일반판매소","339519.842476795","523521.010680105","","",
"844","석유판매업","09_28_08_P","4231000","1980423005101200002","1980-08-11","","03","폐업","03","폐지","2010-12-09","","","","033631 2550","","","강원특별자치도 속초시 청호동 707","강원특별자치도 속초시 아바이마을길 64 (청호동)","","청호석유","2013-12-19 10:15:17","I","2023-06-13 00:00:00","일반판매소","339519.842476795","523521.010680105","","",
"845","석유판매업","09_28_08_P","4231000","1980423005101500004","1980-06-20","","03","폐업","03","폐지","","","","","033 6332284","","","강원특별자치도 속초시 동명동 261-2","강원특별자치도 속초시 장안로 21 (동명동)","","동명새마을금고주유소","2015-08-05 11:26:51","I","2023-06-13 00:00:00","주유소","339350.109147764","524363.087128523","","",
"846","석유판매업","09_28_08_P","4231000","1982423001001200014","1982-02-19","","03","폐업","03","폐지","2014-02-04","","","","033 6328284","","","강원특별자치도 속초시 장사동 632-54","강원특별자치도 속초시 사진4길 9 (장사동)","","속초유류","2014-02-04 10:21:21","I","2023-06-13 00:00:00","일반판매소","338952.483591613","525652.430570094","","",
"847","석유판매업","09_28_08_P","4231000","1982423005101200001","1982-02-19","","03","폐업","03","폐지","2014-02-04","","","","033632 8284","","","강원특별자치도 속초시 장사동 632-54","강원특별자치도 속초시 사진4길 9 (장사동)","","속초유류","2018-07-27 09:44:27","I","2023-06-13 00:00:00","일반판매소","338952.483591613","525652.430570094","","",
"848","석유판매업","09_28_08_P","4231000","1983423001001500003","1983-03-21","","03","폐업","03","폐지","","","","","033 6321984","1230.9","","강원특별자치도 속초시 조양동 1534-1번지","강원특별자치도 속초시 동해대로 4043 (조양동)","","SK네트웍스(주)삼천리주유소","2015-08-05 11:19:39","I","2023-06-13 00:00:00","주유소","339458.899527529","521913.271280054","","",
