"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"174","문화예술법인","03_08_03_P","6530000","A0100642000020140017","2013-02-21","","01","영업/정상","1","","","","","","07082916510","","","강원특별자치도 강릉시 초당동 79번지 2호","강원특별자치도 강릉시 강릉대로587번길 30 (초당동)","","강릉시민예술단","2014-04-08 13:59:53","I","2023-06-13 00:00:00","","368888.0003769","477632.011300724","예술(사단)","","","","","","","","0","","강릉시민모두가 풍요롭고 격조있는 삶을 누리는데 필요한 예술활동을 생활속에 공유하여 참다운 문화복지가 구현될 수 있도록 그 장을 마련하고자 순수 아마추어 예술단체를 지향하며 자발적이고 능동적 참여활동으로 지역의 문화예술 환경개선과 역량강화 기여","관계 법규와 제 규정 준수","","강릉시민예술단",
"175","문화예술법인","03_08_03_P","6530000","A0100642000020140018","2012-11-21","","01","영업/정상","1","","","","","","0333302201","","","강원특별자치도 평창군 진부면 하진부리 1289번지 46호 평창송어종합공연체험장","강원특별자치도 평창군 진부면 경강로 3554-0 (평창송어종합공연체험장)","","재단법인 평창문화도시재단","2023-03-30 14:58:06","I","2023-06-13 00:00:00","","337346.576571187","459997.618161656","문화(재단)","","","","","","","","0","","재단법인「평창문화예술재단」은 문화예술 창작&#8228;전시&#8228;교육활동과 전통문화 계승 발굴 육성, 우수 예술창작품 개발 및 유망 예술인 발굴 지원, 올림픽 문화예술 유산계승 발전 및 올림픽 공원사업, 문화예술의 국내외 교류사업 등 사업목적 수행","관계 법규와 제 규정 준수","","재단법인 평창문화도시재단",
"176","문화예술법인","03_08_03_P","6530000","A0100642000020140019","2014-04-14","","01","영업/정상","1","","","","","","0335528228","","","강원특별자치도 태백시 황지동 108번지 32호","강원특별자치도 태백시 상장로 88 (황지동)","","폐광지역교육문화원","2014-04-14 08:42:21","I","2023-06-13 00:00:00","","376713.555993511","407690.287918465","문화(사단)","","","","","","","","0","","폐광지역의 문화예술, 역사 등과 관련된 각종 행사기획과 학술연구, 교육 등을 통한 지역전통문화의 전승으로 탄광지역 문화예술 진흥에 기여","","","폐광지역교육문화원",
"177","문화예술법인","03_08_03_P","6530000","A0100642000020140020","2014-04-15","","01","영업/정상","1","","","","","","0332518207","","","강원특별자치도 춘천시 옥천동 39번지 8호 세방오피스텔 501호","강원특별자치도 춘천시 중앙로27번길 11-6, 501호 (옥천동,세방오피스텔)","","매직포커스","2014-04-15 14:56:00","I","2023-06-13 00:00:00","","264149.86098667","486883.545858048","예술(사단)","","","","","","","","0","","매직포커스는 문화예술 컨텐츠 제작과 관련 프로젝트의 개발과 보급으로 일반대중에게 보다 질 높은 문화예술 향유의 기회를 제공하여 창의적인 문화예술의 창작활동을 수행하는 것을 목적","관련 법규와 정관에서 정한 제 규정 준수","","매직포커스",
"178","문화예술법인","03_08_03_P","6530000","A0100642000020140021","2014-04-15","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 포남동 1102번지 10호","강원특별자치도 강릉시 명륜로128번길 14-1 (포남동)","","아트컬쳐퍼포먼스 난리","2014-04-15 15:00:07","I","2023-06-13 00:00:00","","367713.61760745","475729.125310912","예술(사단)","","","","","","","","0","","아트컬쳐퍼포먼스 난리는 지역 풍물놀이를 연구하고 전승 &#8228;보급하여 향토문화예술 발전에 기여","관련 법규와 정관에서 정한 규정 준수","","아트컬쳐퍼포먼스 난리",
"179","문화예술법인","03_08_03_P","6530000","A0100642000020140022","2002-04-17","","01","영업/정상","1","","","","","","0337320380","","","강원특별자치도 원주시 일산동 154번지 168호","강원특별자치도 원주시 일산로36번길 64 (일산동)","","단군예맥사학회","2014-04-16 14:08:55","I","2023-06-13 00:00:00","","283554.950509066","427514.730073679","문화(사단)","","","","","","","","0","","북원문화와 역사에 대한 깊이 있는 이해를 통하여 향토문화 발전에 기여","관련 법규와 정관에서 정한 제 규정의 준수","","단군예맥사학회",
"180","문화예술법인","03_08_03_P","6530000","A0100642000020140023","2014-05-22","","01","영업/정상","1","","","","","","0332641221","","","강원특별자치도 춘천시 퇴계동 945번지 금호2차아파트 금호상가 제11호","강원특별자치도 춘천시 안마산로 214, 0동 (퇴계동,금호2차아파트금호상가제11호)","","사단법인 현대문화생활공예협회","2014-05-22 10:21:54","I","2023-06-13 00:00:00","","264821.013871032","483196.394695827","예술(사단)","","","","","","","","0","","현대문화생활공예협회는 현대 생활공예(천연비누, 향초, 초콜렛)의 창작과 연구활동으로 생활공예의 보급과 문화교육으로 문화예술 발전에 기여","민법과 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 등 관련  법규와 정관에서 정하는 제 규정을 성실히 준수","","사단법인 현대문화생활공예협회",
"181","문화예술법인","03_08_03_P","6530000","A0100642000020140024","2014-05-23","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 관설동 1699번지 1호","강원특별자치도 원주시 라옹정길 20-4, 1층 (관설동)","","사단법&#51065; 한국문화교육진흥원","2014-05-23 09:09:29","I","2023-06-13 00:00:00","","285378.508743313","424557.217079103","문화(사단)","","","","","","","","0","","한국문화교육진흥원은 시민과 함께 시낭송과 차 문화, 각종 공예교육으로 문화의 다양성을 지양하고 각종 문화 나눔의 실천과 평생교육으로 문화시민 성숙에 기여","민법과 문화체육관광부 및 문화재청 소관 비영리법인 설립 및 감독에 관한 규칙 등 관련  법규와 정관에서 정하는 제 규정을 성실히 준수","","사단법&#51065; 한국문화교육진흥원",
"182","문화예술법인","03_08_03_P","6530000","A0100642000020140025","2014-05-23","","01","영업/정상","1","","","","","","0334343145","","","강원특별자치도 홍천군 홍천읍 진리 50번지 5호 우일궁전아파트 상가 101호","강원특별자치도 홍천군 홍천읍 희망로10길 19, 1층 (우일궁전아파트상가101호)","","허브 7080","2014-05-23 10:05:24","I","2023-06-13 00:00:00","","278286.063706391","465934.05817754","문화(사단)","","","","","","","","0","","사단법인허브 7080은 창조적 문화 콘텐츠 기획과 육성, 지역 문화축제의 발굴, 7080 노래 부르기 공연 개최와 재능 나눔 공연으로 지역 문화예술 진흥에 기여","민법과 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 등 관련 법규와 정관에서 정하는 제 규정을 성실히 준수","","허브 7080",
"183","문화예술법인","03_08_03_P","6530000","A0100642000020140028","2014-06-25","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 운교동 174번지 3호","강원특별자치도 춘천시 금강로 120, 3층 (운교동)","","사단법인 세계평화도시대회","2014-06-25 19:07:09","I","2023-06-13 00:00:00","","264367.9499944","486123.674740555","문화(사단)","","","","","","","","0","","세계평화도시대회는 인류공영과 세계평화 실현을 위해 세계의 정치, 경제, 사회, 교육, 문화예술, 환경 등 삶의 전반에 걸쳐있는 문화를 사랑과 정의, 평화가 가득 찬 도시로의 발전에 기여","민법과 비영리법인 설립과 감독에 관한 규칙 등 관련 법규와 정관에서 정하는 제 규정 준수","","사단법인 세계평화도시대회",
"184","문화예술법인","03_08_03_P","6530000","A0100642000020140029","2014-07-14","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 명륜동 843번지 8호 301호","강원특별자치도 원주시 남원로469번길 25-39 (명륜동)","","사단법인 한지문화원","2014-07-14 20:07:01","I","2023-06-13 00:00:00","","283267.047323248","425352.55475686","예술(사단)","","","","","","","","0","","사단법인 한지문화원은 한지공예를 전승하고 작가들의 상호 정보교류를 통한 기술개발, 한지를 이용한 각종 공예품과 생활용품의 개발 등 한지문화 발전과 대중화에 기여","민법과 문화체육관광부 소관 비영리법인의 설립 및 감독에 관한 규칙과 정관의 준수","","사단법인 한지문화원",
"185","문화예술법인","03_08_03_P","6530000","A0100642000020140030","2014-07-14","","01","영업/정상","1","","","","","","0335731888","","","강원특별자치도 삼척시 남양동 55번지 42호","강원특별자치도 삼척시 진주로 6 (남양동)","","사단법인 삼척윈드오케스트라","2014-07-14 20:12:36","I","2023-06-13 00:00:00","","391480.213672625","439867.312270474","예술(사단)","","","","","","","","0","","사단법인 삼척윈드오케스트라는 삼척지역의 음악애호가와 전공자로 정기음악회과 특별, 초청 및 봉사음악회의 개최를 통해 지역음악공연예술의 저변 확대와 지역 문화예술 발전에 기여","민법과 문화부 소관 비영리법인의 설립 및 감독에 관한 규칙, 법인정관의 준수","","사단법인 삼척윈드오케스트라",
"186","문화예술법인","03_08_03_P","6530000","A0100642000020140031","2014-07-17","","01","영업/정상","1","","","","","","","","","강원특별자치도 태백시 문곡동 산 5번지 2호","강원특별자치도 태백시 황장목이길 22 (문곡동)","","태백아라레이보존회","2014-08-18 17:14:46","I","2023-06-13 00:00:00","","378077.411065547","405135.151078829","예술(사단)","","","","","","","","0","","태백아라레이보존회는 태백아리랑인 산소리를 발굴하고 화전민과 광부의 숭고한 삶에 관한 태백의 전통문화와 태백아리랑을 전승하고 널리 보급하고자 함","민법과 문화부 소관 비영리법인의 설립 및 감독에 관한 규칙, 법인 정관에서 정한 사항 준수","","태백아라레이보존회",
"187","문화예술법인","03_08_03_P","6530000","A0100642000020140034","2014-09-01","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 퇴계동 422번지 2호","강원특별자치도 춘천시 영서로 2179 (퇴계동)","","라온예술","2014-09-01 19:08:45","I","2023-06-13 00:00:00","","264231.756601159","484362.344613145","예술(사단)","","","","","","","","0","","라온예술은 전통문화 대중화를 위한 공연과 기획사업, 문화소외계층과 외국인은 위한 전통문화예술의 체험과 홍보, 전통문화에술 교육과 전문가 양성, 관련단체와의 협력을 목적","민법과 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 등 관련 법규와 정관에서 정하는 제 규정을 성실히 준수","","라온예술",
"188","문화예술법인","03_08_03_P","6530000","A0100642000020190005","2019-03-20","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 행구동 343번지 0호","강원특별자치도 원주시 석경길 63-0 (행구동)","","(사)운곡학회","2019-03-20 09:02:34","I","2023-06-13 00:00:00","","289739.222817798","428797.004292361","문화(사단)","","","","","","","","0","","운곡 원천석의 학문과 사상을 연구하여 이를 계승, 발전시고 원주와 관련된 역사적 인물들의 학문과 사상을 연구하여 계승 발전시키고 나아가서 국내외에 널리 선양함을 목적으로 한다.","","","(사)운곡학회",
"189","문화예술법인","03_08_03_P","6530000","A0100642000020190006","2004-12-27","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 포남동 645번지 0호","강원특별자치도 강릉시 가작로 247-0 (포남동)","","(사)강원도수석인연합회","2023-12-15 10:33:08","U","2023-12-17 02:40:00","","367534.337751925","475928.513488061","문화(사단)","","","","","","","","0","","자연을 애호가호 수석문화의 향상을 통한 국민정서 함양을 통한 국민정서 함양을 위하여 노력하며 국내외 수석동호인들의 친선교류와 수석문화 교류를 통하여 국가발전에 기여함을 목적으로 한다.","","","(사)강원도수석인연합회",
